Pair	ROI	Y
P04	17Networks_LH_VisCent_ExStr_8	0.2306
P05	17Networks_LH_VisCent_ExStr_8	0.1095
P06	17Networks_LH_VisCent_ExStr_8	-0.0276
P07	17Networks_LH_VisCent_ExStr_8	0.2221
P08	17Networks_LH_VisCent_ExStr_8	0.1544
P09	17Networks_LH_VisCent_ExStr_8	-0.0428
P10	17Networks_LH_VisCent_ExStr_8	0.3638
P11	17Networks_LH_VisCent_ExStr_8	-0.0169
P12	17Networks_LH_VisCent_ExStr_8	-0.0893
P13	17Networks_LH_VisCent_ExStr_8	0.1776
P14	17Networks_LH_VisCent_ExStr_8	-0.0633
P15	17Networks_LH_VisCent_ExStr_8	0.3761
P16	17Networks_LH_VisCent_ExStr_8	0.2065
P17	17Networks_LH_VisCent_ExStr_8	0.2092
P18	17Networks_LH_VisCent_ExStr_8	0.0447
P19	17Networks_LH_VisCent_ExStr_8	-0.1577
P20	17Networks_LH_VisCent_ExStr_8	-0.7579
P21	17Networks_LH_VisCent_ExStr_8	0.0039
P22	17Networks_LH_VisCent_ExStr_8	-0.0388
P23	17Networks_LH_VisCent_ExStr_8	0.2790
P24	17Networks_LH_VisCent_ExStr_8	-0.1855
P25	17Networks_LH_VisCent_ExStr_8	0.1056
P26	17Networks_LH_VisCent_ExStr_8	0.3129
P27	17Networks_LH_VisCent_ExStr_8	0.5952
P28	17Networks_LH_VisCent_ExStr_8	0.4970
P29	17Networks_LH_VisCent_ExStr_8	0.2246
P30	17Networks_LH_VisCent_ExStr_8	0.2233
P31	17Networks_LH_VisCent_ExStr_8	-0.1160
P32	17Networks_LH_VisCent_ExStr_8	0.3756
P33	17Networks_LH_VisCent_ExStr_8	-0.1066
P34	17Networks_LH_VisCent_ExStr_8	0.1750
P35	17Networks_LH_VisCent_ExStr_8	-0.0343
P36	17Networks_LH_VisCent_ExStr_8	-0.1540
P37	17Networks_LH_VisCent_ExStr_8	-0.0098
P38	17Networks_LH_VisCent_ExStr_8	0.1602
P39	17Networks_LH_VisCent_ExStr_8	-0.0845
P40	17Networks_LH_VisCent_ExStr_8	-0.1129
P41	17Networks_LH_VisCent_ExStr_8	-0.4141
P42	17Networks_LH_VisCent_ExStr_8	-0.1863
P43	17Networks_LH_VisCent_ExStr_8	0.3220
P44	17Networks_LH_VisCent_ExStr_8	-0.1251
P45	17Networks_LH_VisCent_ExStr_8	0.0318
P46	17Networks_LH_VisCent_ExStr_8	0.0633
P47	17Networks_LH_VisCent_ExStr_8	0.2475
P48	17Networks_LH_VisCent_ExStr_8	0.3353
P49	17Networks_LH_VisCent_ExStr_8	-0.0526
P50	17Networks_LH_VisCent_ExStr_8	-0.0978
P51	17Networks_LH_VisCent_ExStr_8	-0.1671
P52	17Networks_LH_VisCent_ExStr_8	-0.0658
P53	17Networks_LH_VisCent_ExStr_8	0.4866
P54	17Networks_LH_VisCent_ExStr_8	0.1604
P55	17Networks_LH_VisCent_ExStr_8	0.4497
P56	17Networks_LH_VisCent_ExStr_8	0.0994
P57	17Networks_LH_VisCent_ExStr_8	-0.2654
P58	17Networks_LH_VisCent_ExStr_8	-0.0272
P59	17Networks_LH_VisCent_ExStr_8	-0.1375
P60	17Networks_LH_VisCent_ExStr_8	-0.1984
P00	17Networks_LH_VisCent_ExStr_9	0.8667
P01	17Networks_LH_VisCent_ExStr_9	-0.1034
P02	17Networks_LH_VisCent_ExStr_9	0.3068
P03	17Networks_LH_VisCent_ExStr_9	0.1422
P04	17Networks_LH_VisCent_ExStr_9	0.5437
P05	17Networks_LH_VisCent_ExStr_9	-0.3315
P06	17Networks_LH_VisCent_ExStr_9	0.0552
P07	17Networks_LH_VisCent_ExStr_9	-0.1117
P08	17Networks_LH_VisCent_ExStr_9	0.0295
P09	17Networks_LH_VisCent_ExStr_9	-0.4389
P10	17Networks_LH_VisCent_ExStr_9	-0.2853
P11	17Networks_LH_VisCent_ExStr_9	-0.2216
P12	17Networks_LH_VisCent_ExStr_9	-0.2332
P13	17Networks_LH_VisCent_ExStr_9	-0.3415
P14	17Networks_LH_VisCent_ExStr_9	-0.2876
P15	17Networks_LH_VisCent_ExStr_9	0.7812
P16	17Networks_LH_VisCent_ExStr_9	0.1506
P17	17Networks_LH_VisCent_ExStr_9	-0.2041
P18	17Networks_LH_VisCent_ExStr_9	-0.5771
P19	17Networks_LH_VisCent_ExStr_9	0.1846
P20	17Networks_LH_VisCent_ExStr_9	-0.6377
P21	17Networks_LH_VisCent_ExStr_9	-0.2120
P22	17Networks_LH_VisCent_ExStr_9	0.1602
P23	17Networks_LH_VisCent_ExStr_9	-0.6072
P24	17Networks_LH_VisCent_ExStr_9	-0.3841
P25	17Networks_LH_VisCent_ExStr_9	0.8394
P26	17Networks_LH_VisCent_ExStr_9	0.2064
P27	17Networks_LH_VisCent_ExStr_9	0.5906
P28	17Networks_LH_VisCent_ExStr_9	0.6419
P29	17Networks_LH_VisCent_ExStr_9	0.1671
P30	17Networks_LH_VisCent_ExStr_9	-0.1478
P31	17Networks_LH_VisCent_ExStr_9	-0.1956
P32	17Networks_LH_VisCent_ExStr_9	-0.2149
P33	17Networks_LH_VisCent_ExStr_9	-0.4156
P34	17Networks_LH_VisCent_ExStr_9	0.2058
P35	17Networks_LH_VisCent_ExStr_9	-0.3713
P36	17Networks_LH_VisCent_ExStr_9	-0.2589
P37	17Networks_LH_VisCent_ExStr_9	0.0812
P38	17Networks_LH_VisCent_ExStr_9	0.3491
P39	17Networks_LH_VisCent_ExStr_9	0.1711
P40	17Networks_LH_VisCent_ExStr_9	-0.5185
P41	17Networks_LH_VisCent_ExStr_9	-0.6315
P42	17Networks_LH_VisCent_ExStr_9	0.0796
P43	17Networks_LH_VisCent_ExStr_9	0.1046
P44	17Networks_LH_VisCent_ExStr_9	0.1785
P45	17Networks_LH_VisCent_ExStr_9	0.0213
P46	17Networks_LH_VisCent_ExStr_9	-0.4407
P47	17Networks_LH_VisCent_ExStr_9	-0.0305
P48	17Networks_LH_VisCent_ExStr_9	0.1332
P49	17Networks_LH_VisCent_ExStr_9	0.0169
P50	17Networks_LH_VisCent_ExStr_9	-0.0072
P51	17Networks_LH_VisCent_ExStr_9	0.4278
P52	17Networks_LH_VisCent_ExStr_9	-0.0623
P53	17Networks_LH_VisCent_ExStr_9	1.3033
P54	17Networks_LH_VisCent_ExStr_9	0.3560
P55	17Networks_LH_VisCent_ExStr_9	0.1277
P56	17Networks_LH_VisCent_ExStr_9	0.6569
P57	17Networks_LH_VisCent_ExStr_9	-0.1281
P58	17Networks_LH_VisCent_ExStr_9	0.2447
P59	17Networks_LH_VisCent_ExStr_9	0.0005
P60	17Networks_LH_VisCent_ExStr_9	-0.0554
P00	17Networks_LH_VisCent_ExStr_10	0.5097
P01	17Networks_LH_VisCent_ExStr_10	-0.1716
P02	17Networks_LH_VisCent_ExStr_10	0.4204
P03	17Networks_LH_VisCent_ExStr_10	0.3398
P04	17Networks_LH_VisCent_ExStr_10	0.3728
P05	17Networks_LH_VisCent_ExStr_10	-0.1800
P06	17Networks_LH_VisCent_ExStr_10	-0.1671
P07	17Networks_LH_VisCent_ExStr_10	0.1801
P08	17Networks_LH_VisCent_ExStr_10	0.3279
P09	17Networks_LH_VisCent_ExStr_10	0.2590
P10	17Networks_LH_VisCent_ExStr_10	0.4310
P11	17Networks_LH_VisCent_ExStr_10	-0.4967
P12	17Networks_LH_VisCent_ExStr_10	-0.1839
P13	17Networks_LH_VisCent_ExStr_10	0.1832
P14	17Networks_LH_VisCent_ExStr_10	-0.2495
P15	17Networks_LH_VisCent_ExStr_10	0.2154
P16	17Networks_LH_VisCent_ExStr_10	-0.0827
P17	17Networks_LH_VisCent_ExStr_10	0.5207
P18	17Networks_LH_VisCent_ExStr_10	-0.0046
P19	17Networks_LH_VisCent_ExStr_10	-0.1441
P20	17Networks_LH_VisCent_ExStr_10	-0.1411
P21	17Networks_LH_VisCent_ExStr_10	-0.3316
P22	17Networks_LH_VisCent_ExStr_10	0.0392
P23	17Networks_LH_VisCent_ExStr_10	0.1236
P24	17Networks_LH_VisCent_ExStr_10	-0.4310
P25	17Networks_LH_VisCent_ExStr_10	0.4493
P26	17Networks_LH_VisCent_ExStr_10	0.4836
P27	17Networks_LH_VisCent_ExStr_10	0.4676
P28	17Networks_LH_VisCent_ExStr_10	0.2229
P29	17Networks_LH_VisCent_ExStr_10	0.2698
P30	17Networks_LH_VisCent_ExStr_10	-0.1714
P31	17Networks_LH_VisCent_ExStr_10	-0.2037
P32	17Networks_LH_VisCent_ExStr_10	0.2471
P33	17Networks_LH_VisCent_ExStr_10	-0.6544
P34	17Networks_LH_VisCent_ExStr_10	0.2328
P35	17Networks_LH_VisCent_ExStr_10	-0.0774
P36	17Networks_LH_VisCent_ExStr_10	-0.7652
P37	17Networks_LH_VisCent_ExStr_10	0.0311
P38	17Networks_LH_VisCent_ExStr_10	0.2911
P39	17Networks_LH_VisCent_ExStr_10	-0.0314
P40	17Networks_LH_VisCent_ExStr_10	-0.1745
P41	17Networks_LH_VisCent_ExStr_10	-0.2808
P42	17Networks_LH_VisCent_ExStr_10	-0.0002
P43	17Networks_LH_VisCent_ExStr_10	0.5810
P44	17Networks_LH_VisCent_ExStr_10	-0.1531
P45	17Networks_LH_VisCent_ExStr_10	-0.0781
P46	17Networks_LH_VisCent_ExStr_10	0.1348
P47	17Networks_LH_VisCent_ExStr_10	-0.0547
P48	17Networks_LH_VisCent_ExStr_10	0.3538
P49	17Networks_LH_VisCent_ExStr_10	-0.1456
P50	17Networks_LH_VisCent_ExStr_10	0.0509
P51	17Networks_LH_VisCent_ExStr_10	0.0460
P52	17Networks_LH_VisCent_ExStr_10	0.0570
P53	17Networks_LH_VisCent_ExStr_10	0.7988
P54	17Networks_LH_VisCent_ExStr_10	0.1913
P55	17Networks_LH_VisCent_ExStr_10	0.5016
P56	17Networks_LH_VisCent_ExStr_10	0.1844
P57	17Networks_LH_VisCent_ExStr_10	0.1320
P58	17Networks_LH_VisCent_ExStr_10	0.1890
P59	17Networks_LH_VisCent_ExStr_10	-0.0638
P60	17Networks_LH_VisCent_ExStr_10	-0.1784
P00	17Networks_LH_VisPeri_ExStrInf_1	0.2181
P01	17Networks_LH_VisPeri_ExStrInf_1	0.0605
P02	17Networks_LH_VisPeri_ExStrInf_1	0.5583
P03	17Networks_LH_VisPeri_ExStrInf_1	-0.2373
P04	17Networks_LH_VisPeri_ExStrInf_1	-0.0942
P05	17Networks_LH_VisPeri_ExStrInf_1	-0.2259
P06	17Networks_LH_VisPeri_ExStrInf_1	-0.0069
P07	17Networks_LH_VisPeri_ExStrInf_1	-0.0452
P08	17Networks_LH_VisPeri_ExStrInf_1	-0.1503
P09	17Networks_LH_VisPeri_ExStrInf_1	0.0182
P10	17Networks_LH_VisPeri_ExStrInf_1	0.6858
P11	17Networks_LH_VisPeri_ExStrInf_1	-0.2138
P12	17Networks_LH_VisPeri_ExStrInf_1	-0.2966
P13	17Networks_LH_VisPeri_ExStrInf_1	0.1113
P14	17Networks_LH_VisPeri_ExStrInf_1	-0.2193
P15	17Networks_LH_VisPeri_ExStrInf_1	0.2039
P16	17Networks_LH_VisPeri_ExStrInf_1	-0.3356
P17	17Networks_LH_VisPeri_ExStrInf_1	-0.0200
P18	17Networks_LH_VisPeri_ExStrInf_1	-0.1666
P19	17Networks_LH_VisPeri_ExStrInf_1	-0.0609
P20	17Networks_LH_VisPeri_ExStrInf_1	-0.1720
P21	17Networks_LH_VisPeri_ExStrInf_1	-0.3352
P22	17Networks_LH_VisPeri_ExStrInf_1	-0.1419
P23	17Networks_LH_VisPeri_ExStrInf_1	-0.1635
P24	17Networks_LH_VisPeri_ExStrInf_1	-0.2560
P25	17Networks_LH_VisPeri_ExStrInf_1	0.1684
P26	17Networks_LH_VisPeri_ExStrInf_1	-0.0850
P27	17Networks_LH_VisPeri_ExStrInf_1	0.7705
P28	17Networks_LH_VisPeri_ExStrInf_1	0.7502
P29	17Networks_LH_VisPeri_ExStrInf_1	0.4868
P30	17Networks_LH_VisPeri_ExStrInf_1	-0.2549
P31	17Networks_LH_VisPeri_ExStrInf_1	-0.2689
P32	17Networks_LH_VisPeri_ExStrInf_1	-0.0255
P33	17Networks_LH_VisPeri_ExStrInf_1	-0.6754
P34	17Networks_LH_VisPeri_ExStrInf_1	0.4563
P35	17Networks_LH_VisPeri_ExStrInf_1	0.0019
P36	17Networks_LH_VisPeri_ExStrInf_1	-0.0901
P37	17Networks_LH_VisPeri_ExStrInf_1	0.1680
P38	17Networks_LH_VisPeri_ExStrInf_1	1.0330
P39	17Networks_LH_VisPeri_ExStrInf_1	0.2545
P40	17Networks_LH_VisPeri_ExStrInf_1	-0.3315
P41	17Networks_LH_VisPeri_ExStrInf_1	-0.4386
P42	17Networks_LH_VisPeri_ExStrInf_1	-0.3172
P43	17Networks_LH_VisPeri_ExStrInf_1	0.6551
P44	17Networks_LH_VisPeri_ExStrInf_1	0.0123
P45	17Networks_LH_VisPeri_ExStrInf_1	0.0626
P46	17Networks_LH_VisPeri_ExStrInf_1	0.0334
P47	17Networks_LH_VisPeri_ExStrInf_1	-0.1145
P48	17Networks_LH_VisPeri_ExStrInf_1	0.4401
P49	17Networks_LH_VisPeri_ExStrInf_1	0.1090
P50	17Networks_LH_VisPeri_ExStrInf_1	-0.0581
P51	17Networks_LH_VisPeri_ExStrInf_1	0.0517
P52	17Networks_LH_VisPeri_ExStrInf_1	-0.2708
P53	17Networks_LH_VisPeri_ExStrInf_1	0.3199
P54	17Networks_LH_VisPeri_ExStrInf_1	0.0130
P55	17Networks_LH_VisPeri_ExStrInf_1	0.4891
P56	17Networks_LH_VisPeri_ExStrInf_1	0.3095
P57	17Networks_LH_VisPeri_ExStrInf_1	0.0306
P58	17Networks_LH_VisPeri_ExStrInf_1	0.2525
P59	17Networks_LH_VisPeri_ExStrInf_1	0.3335
P60	17Networks_LH_VisPeri_ExStrInf_1	-0.0764
P00	17Networks_LH_VisPeri_ExStrInf_2	1.8348
P01	17Networks_LH_VisPeri_ExStrInf_2	0.2791
P02	17Networks_LH_VisPeri_ExStrInf_2	-0.6412
P03	17Networks_LH_VisPeri_ExStrInf_2	-1.3734
P04	17Networks_LH_VisPeri_ExStrInf_2	0.9150
P05	17Networks_LH_VisPeri_ExStrInf_2	-0.0268
P06	17Networks_LH_VisPeri_ExStrInf_2	-0.9957
P07	17Networks_LH_VisPeri_ExStrInf_2	-0.7903
P08	17Networks_LH_VisPeri_ExStrInf_2	0.1439
P09	17Networks_LH_VisPeri_ExStrInf_2	0.4341
P10	17Networks_LH_VisPeri_ExStrInf_2	0.5022
P11	17Networks_LH_VisPeri_ExStrInf_2	-0.2338
P12	17Networks_LH_VisPeri_ExStrInf_2	-0.3406
P13	17Networks_LH_VisPeri_ExStrInf_2	-0.0666
P14	17Networks_LH_VisPeri_ExStrInf_2	-0.5642
P15	17Networks_LH_VisPeri_ExStrInf_2	0.8663
P16	17Networks_LH_VisPeri_ExStrInf_2	0.3333
P17	17Networks_LH_VisPeri_ExStrInf_2	0.0335
P18	17Networks_LH_VisPeri_ExStrInf_2	-0.3219
P19	17Networks_LH_VisPeri_ExStrInf_2	0.3820
P20	17Networks_LH_VisPeri_ExStrInf_2	-0.2787
P21	17Networks_LH_VisPeri_ExStrInf_2	-0.4439
P22	17Networks_LH_VisPeri_ExStrInf_2	-1.1724
P23	17Networks_LH_VisPeri_ExStrInf_2	-1.4638
P24	17Networks_LH_VisPeri_ExStrInf_2	0.1642
P25	17Networks_LH_VisPeri_ExStrInf_2	0.6158
P26	17Networks_LH_VisPeri_ExStrInf_2	0.3571
P27	17Networks_LH_VisPeri_ExStrInf_2	1.0443
P28	17Networks_LH_VisPeri_ExStrInf_2	0.6392
P29	17Networks_LH_VisPeri_ExStrInf_2	0.8567
P30	17Networks_LH_VisPeri_ExStrInf_2	0.1480
P31	17Networks_LH_VisPeri_ExStrInf_2	-0.2696
P32	17Networks_LH_VisPeri_ExStrInf_2	-0.2223
P33	17Networks_LH_VisPeri_ExStrInf_2	-0.3950
P34	17Networks_LH_VisPeri_ExStrInf_2	0.4370
P35	17Networks_LH_VisPeri_ExStrInf_2	-0.7529
P36	17Networks_LH_VisPeri_ExStrInf_2	0.0488
P37	17Networks_LH_VisPeri_ExStrInf_2	0.6295
P38	17Networks_LH_VisPeri_ExStrInf_2	0.0201
P39	17Networks_LH_VisPeri_ExStrInf_2	0.0948
P40	17Networks_LH_VisPeri_ExStrInf_2	-0.1118
P41	17Networks_LH_VisPeri_ExStrInf_2	-0.0478
P42	17Networks_LH_VisPeri_ExStrInf_2	-0.1701
P43	17Networks_LH_VisPeri_ExStrInf_2	0.3858
P44	17Networks_LH_VisPeri_ExStrInf_2	-0.4226
P45	17Networks_LH_VisPeri_ExStrInf_2	0.6546
P46	17Networks_LH_VisPeri_ExStrInf_2	-0.0990
P47	17Networks_LH_VisPeri_ExStrInf_2	-0.4297
P48	17Networks_LH_VisPeri_ExStrInf_2	1.0128
P49	17Networks_LH_VisPeri_ExStrInf_2	-0.0473
P50	17Networks_LH_VisPeri_ExStrInf_2	0.0762
P51	17Networks_LH_VisPeri_ExStrInf_2	0.2551
P52	17Networks_LH_VisPeri_ExStrInf_2	-0.0053
P53	17Networks_LH_VisPeri_ExStrInf_2	0.3551
P54	17Networks_LH_VisPeri_ExStrInf_2	-0.6744
P55	17Networks_LH_VisPeri_ExStrInf_2	-0.1026
P56	17Networks_LH_VisPeri_ExStrInf_2	1.8863
P57	17Networks_LH_VisPeri_ExStrInf_2	-0.1680
P58	17Networks_LH_VisPeri_ExStrInf_2	0.4571
P59	17Networks_LH_VisPeri_ExStrInf_2	-0.7360
P60	17Networks_LH_VisPeri_ExStrInf_2	-0.2902
P00	17Networks_LH_VisPeri_ExStrInf_3	1.5507
P01	17Networks_LH_VisPeri_ExStrInf_3	-2.3019
P02	17Networks_LH_VisPeri_ExStrInf_3	0.0889
P03	17Networks_LH_VisPeri_ExStrInf_3	-0.4975
P04	17Networks_LH_VisPeri_ExStrInf_3	1.8641
P05	17Networks_LH_VisPeri_ExStrInf_3	-0.1452
P06	17Networks_LH_VisPeri_ExStrInf_3	-0.4365
P07	17Networks_LH_VisPeri_ExStrInf_3	-0.8747
P08	17Networks_LH_VisPeri_ExStrInf_3	0.3399
P09	17Networks_LH_VisPeri_ExStrInf_3	0.2764
P10	17Networks_LH_VisPeri_ExStrInf_3	0.9790
P11	17Networks_LH_VisPeri_ExStrInf_3	0.1510
P12	17Networks_LH_VisPeri_ExStrInf_3	0.1181
P13	17Networks_LH_VisPeri_ExStrInf_3	-1.3824
P14	17Networks_LH_VisPeri_ExStrInf_3	0.0775
P15	17Networks_LH_VisPeri_ExStrInf_3	0.3343
P16	17Networks_LH_VisPeri_ExStrInf_3	0.0303
P17	17Networks_LH_VisPeri_ExStrInf_3	-0.0694
P18	17Networks_LH_VisPeri_ExStrInf_3	-0.3918
P19	17Networks_LH_VisPeri_ExStrInf_3	0.6142
P20	17Networks_LH_VisPeri_ExStrInf_3	-2.5045
P21	17Networks_LH_VisPeri_ExStrInf_3	-0.2311
P22	17Networks_LH_VisPeri_ExStrInf_3	-0.0706
P23	17Networks_LH_VisPeri_ExStrInf_3	-0.5987
P24	17Networks_LH_VisPeri_ExStrInf_3	-0.1640
P25	17Networks_LH_VisPeri_ExStrInf_3	-0.0220
P26	17Networks_LH_VisPeri_ExStrInf_3	0.3352
P27	17Networks_LH_VisPeri_ExStrInf_3	0.9422
P28	17Networks_LH_VisPeri_ExStrInf_3	0.0592
P29	17Networks_LH_VisPeri_ExStrInf_3	0.7788
P30	17Networks_LH_VisPeri_ExStrInf_3	0.2236
P31	17Networks_LH_VisPeri_ExStrInf_3	-0.6920
P32	17Networks_LH_VisPeri_ExStrInf_3	-0.1091
P33	17Networks_LH_VisPeri_ExStrInf_3	-0.4555
P34	17Networks_LH_VisPeri_ExStrInf_3	0.1037
P35	17Networks_LH_VisPeri_ExStrInf_3	0.0176
P36	17Networks_LH_VisPeri_ExStrInf_3	-0.7968
P37	17Networks_LH_VisPeri_ExStrInf_3	-0.0554
P38	17Networks_LH_VisPeri_ExStrInf_3	1.7120
P39	17Networks_LH_VisPeri_ExStrInf_3	-1.5609
P40	17Networks_LH_VisPeri_ExStrInf_3	-0.3561
P41	17Networks_LH_VisPeri_ExStrInf_3	-1.2289
P42	17Networks_LH_VisPeri_ExStrInf_3	0.5114
P43	17Networks_LH_VisPeri_ExStrInf_3	0.6598
P44	17Networks_LH_VisPeri_ExStrInf_3	-0.2754
P45	17Networks_LH_VisPeri_ExStrInf_3	0.0063
P46	17Networks_LH_VisPeri_ExStrInf_3	0.2990
P47	17Networks_LH_VisPeri_ExStrInf_3	-1.2470
P48	17Networks_LH_VisPeri_ExStrInf_3	1.0924
P49	17Networks_LH_VisPeri_ExStrInf_3	-0.2477
P50	17Networks_LH_VisPeri_ExStrInf_3	-0.1330
P51	17Networks_LH_VisPeri_ExStrInf_3	0.9120
P52	17Networks_LH_VisPeri_ExStrInf_3	0.1351
P53	17Networks_LH_VisPeri_ExStrInf_3	0.1073
P54	17Networks_LH_VisPeri_ExStrInf_3	0.1400
P55	17Networks_LH_VisPeri_ExStrInf_3	-0.5273
P56	17Networks_LH_VisPeri_ExStrInf_3	0.5429
P57	17Networks_LH_VisPeri_ExStrInf_3	-0.2362
P58	17Networks_LH_VisPeri_ExStrInf_3	0.2978
P59	17Networks_LH_VisPeri_ExStrInf_3	-1.3351
P60	17Networks_LH_VisPeri_ExStrInf_3	-0.6613
P00	17Networks_LH_VisPeri_ExStrInf_4	1.4941
P01	17Networks_LH_VisPeri_ExStrInf_4	-1.1816
P02	17Networks_LH_VisPeri_ExStrInf_4	-0.2888
P03	17Networks_LH_VisPeri_ExStrInf_4	-1.1345
P04	17Networks_LH_VisPeri_ExStrInf_4	1.4948
P05	17Networks_LH_VisPeri_ExStrInf_4	-0.2194
P06	17Networks_LH_VisPeri_ExStrInf_4	-0.8168
P07	17Networks_LH_VisPeri_ExStrInf_4	-0.4886
P08	17Networks_LH_VisPeri_ExStrInf_4	0.6282
P09	17Networks_LH_VisPeri_ExStrInf_4	-0.6509
P10	17Networks_LH_VisPeri_ExStrInf_4	-0.5292
P11	17Networks_LH_VisPeri_ExStrInf_4	-0.7729
P12	17Networks_LH_VisPeri_ExStrInf_4	-0.7082
P13	17Networks_LH_VisPeri_ExStrInf_4	-0.3891
P14	17Networks_LH_VisPeri_ExStrInf_4	-0.6868
P15	17Networks_LH_VisPeri_ExStrInf_4	0.6921
P16	17Networks_LH_VisPeri_ExStrInf_4	-0.4971
P17	17Networks_LH_VisPeri_ExStrInf_4	0.6444
P18	17Networks_LH_VisPeri_ExStrInf_4	-0.2319
P19	17Networks_LH_VisPeri_ExStrInf_4	-0.4683
P20	17Networks_LH_VisPeri_ExStrInf_4	1.5040
P21	17Networks_LH_VisPeri_ExStrInf_4	0.0125
P22	17Networks_LH_VisPeri_ExStrInf_4	-0.2275
P23	17Networks_LH_VisPeri_ExStrInf_4	-2.2990
P24	17Networks_LH_VisPeri_ExStrInf_4	-0.1348
P25	17Networks_LH_VisPeri_ExStrInf_4	0.8466
P26	17Networks_LH_VisPeri_ExStrInf_4	1.0879
P27	17Networks_LH_VisPeri_ExStrInf_4	0.9218
P28	17Networks_LH_VisPeri_ExStrInf_4	0.6743
P29	17Networks_LH_VisPeri_ExStrInf_4	1.5765
P30	17Networks_LH_VisPeri_ExStrInf_4	1.1937
P31	17Networks_LH_VisPeri_ExStrInf_4	-1.0090
P32	17Networks_LH_VisPeri_ExStrInf_4	0.4610
P33	17Networks_LH_VisPeri_ExStrInf_4	-0.7794
P34	17Networks_LH_VisPeri_ExStrInf_4	1.6958
P35	17Networks_LH_VisPeri_ExStrInf_4	0.3717
P36	17Networks_LH_VisPeri_ExStrInf_4	-0.1795
P37	17Networks_LH_VisPeri_ExStrInf_4	2.0058
P38	17Networks_LH_VisPeri_ExStrInf_4	-0.7108
P39	17Networks_LH_VisPeri_ExStrInf_4	-0.3442
P40	17Networks_LH_VisPeri_ExStrInf_4	-0.8389
P41	17Networks_LH_VisPeri_ExStrInf_4	2.3540
P42	17Networks_LH_VisPeri_ExStrInf_4	-0.6703
P43	17Networks_LH_VisPeri_ExStrInf_4	0.7977
P44	17Networks_LH_VisPeri_ExStrInf_4	-0.9403
P45	17Networks_LH_VisPeri_ExStrInf_4	-0.5318
P46	17Networks_LH_VisPeri_ExStrInf_4	0.3602
P47	17Networks_LH_VisPeri_ExStrInf_4	-0.8422
P48	17Networks_LH_VisPeri_ExStrInf_4	1.2633
P49	17Networks_LH_VisPeri_ExStrInf_4	0.0727
P50	17Networks_LH_VisPeri_ExStrInf_4	0.8479
P51	17Networks_LH_VisPeri_ExStrInf_4	-0.0630
P52	17Networks_LH_VisPeri_ExStrInf_4	-0.7844
P53	17Networks_LH_VisPeri_ExStrInf_4	1.6628
P54	17Networks_LH_VisPeri_ExStrInf_4	0.3688
P55	17Networks_LH_VisPeri_ExStrInf_4	-0.5918
P56	17Networks_LH_VisPeri_ExStrInf_4	-0.7452
P57	17Networks_LH_VisPeri_ExStrInf_4	0.1467
P58	17Networks_LH_VisPeri_ExStrInf_4	0.7541
P59	17Networks_LH_VisPeri_ExStrInf_4	-0.3648
P60	17Networks_LH_VisPeri_ExStrInf_4	-0.6988
P00	17Networks_LH_VisPeri_StriCal_1	0.7498
P01	17Networks_LH_VisPeri_StriCal_1	-0.2367
P02	17Networks_LH_VisPeri_StriCal_1	-0.1638
P03	17Networks_LH_VisPeri_StriCal_1	-0.9425
P04	17Networks_LH_VisPeri_StriCal_1	0.8270
P05	17Networks_LH_VisPeri_StriCal_1	0.0262
P06	17Networks_LH_VisPeri_StriCal_1	-0.2512
P07	17Networks_LH_VisPeri_StriCal_1	-0.7107
P08	17Networks_LH_VisPeri_StriCal_1	-0.2934
P09	17Networks_LH_VisPeri_StriCal_1	-0.4236
P10	17Networks_LH_VisPeri_StriCal_1	-0.2940
P11	17Networks_LH_VisPeri_StriCal_1	-0.5801
P12	17Networks_LH_VisPeri_StriCal_1	-0.2091
P13	17Networks_LH_VisPeri_StriCal_1	-0.2792
P14	17Networks_LH_VisPeri_StriCal_1	-1.6968
P15	17Networks_LH_VisPeri_StriCal_1	0.7145
P16	17Networks_LH_VisPeri_StriCal_1	0.3568
P17	17Networks_LH_VisPeri_StriCal_1	-0.0982
P18	17Networks_LH_VisPeri_StriCal_1	-0.1527
P19	17Networks_LH_VisPeri_StriCal_1	0.5473
P20	17Networks_LH_VisPeri_StriCal_1	-1.0452
P21	17Networks_LH_VisPeri_StriCal_1	-1.6755
P22	17Networks_LH_VisPeri_StriCal_1	-0.3865
P23	17Networks_LH_VisPeri_StriCal_1	-0.8052
P24	17Networks_LH_VisPeri_StriCal_1	-0.3444
P25	17Networks_LH_VisPeri_StriCal_1	-0.9577
P26	17Networks_LH_VisPeri_StriCal_1	0.0528
P27	17Networks_LH_VisPeri_StriCal_1	1.0787
P28	17Networks_LH_VisPeri_StriCal_1	1.3337
P29	17Networks_LH_VisPeri_StriCal_1	0.7257
P30	17Networks_LH_VisPeri_StriCal_1	0.8033
P31	17Networks_LH_VisPeri_StriCal_1	0.1051
P32	17Networks_LH_VisPeri_StriCal_1	0.2767
P33	17Networks_LH_VisPeri_StriCal_1	0.1423
P34	17Networks_LH_VisPeri_StriCal_1	0.5795
P35	17Networks_LH_VisPeri_StriCal_1	0.7585
P36	17Networks_LH_VisPeri_StriCal_1	-0.3468
P37	17Networks_LH_VisPeri_StriCal_1	0.0703
P38	17Networks_LH_VisPeri_StriCal_1	0.0015
P39	17Networks_LH_VisPeri_StriCal_1	-0.5624
