signNearest,signNear,signFar,magNearest,magNear,magFar,signXmagNearest,signXmagNear,signXmagFar,v_motion,onset_block,offset_block,shock,Pair,Subject,Group,ROI
0.0789504,0.0149206,-0.0566713,0.0150471,-0.00753244,0.0517819,-0.0109204,-0.0357127,0.0566276,0.0120305,0.0290518,0.138776,0.321011,8,CON009,control,lBNST
0.0321049,-0.0238925,0.00345485,0.0141343,-0.0161653,0.00900646,-0.0067733,-0.0180345,-0.00188266,0.00273964,0.317888,0.0984401,0.211845,8,CON009,control,ACC
-0.0648714,0.0327566,-0.0103394,0.0840883,0.0172748,-0.0485407,-0.0196923,0.0140647,0.016317,-0.0222463,0.0809344,0.0207542,0.0852903,8,CON009,control,Amygdala_BLBM_La_R
0.109531,-0.0613458,0.0265726,0.0474647,-0.0210678,0.0130638,-0.00294659,-0.0529584,0.0220762,-0.00155599,0.135488,-0.136423,0.612797,8,CON009,control,Amygdala_CeME_R
0.0453338,-0.0492615,0.0242891,0.00206491,-0.022962,0.00140296,0.0141283,-0.040136,0.00423045,0.0182967,0.0895432,-0.206317,-0.0539884,8,CON009,control,Amygdala_BLBM_La_L
0.0477485,-0.0366999,0.00824124,0.036177,-0.0429841,0.0408664,0.0301556,-0.0443581,0.0404471,-0.0130918,-0.146354,-0.237857,0.362061,8,CON009,control,Amygdala_CeME_L
0.0478249,0.00719384,0.00260266,0.0199409,0.0169982,0.0157318,-0.00616939,-0.0142923,0.00572402,0.00949199,0.291187,0.016723,0.122687,8,CON009,control,rCa
0.0616247,-0.0059804,0.00644297,0.0279416,0.0280779,0.0108177,0.00287784,-0.0414927,0.00329584,0.00668174,0.365564,-0.117289,0.386689,8,CON009,control,lCa
0.0489518,-0.0126679,-0.0065254,-0.0366158,-0.0134756,0.020058,0.00420668,-0.0162301,-0.00739434,-0.00907006,0.509072,0.0919521,-0.443957,8,CON009,control,rPa
0.0572298,-0.0104094,0.00372507,0.00829274,0.0217678,0.00801078,-0.00821256,-0.0198746,0.00432217,0.0123876,0.291419,-0.0316936,0.166412,8,CON009,control,lPa
0.0616247,-0.0059804,0.00644297,0.0279416,0.0280779,0.0108177,0.00287784,-0.0414927,0.00329584,0.00668174,0.365564,-0.117289,0.386689,8,CON009,control,rVS
0.0489518,-0.0126679,-0.0065254,-0.0366158,-0.0134756,0.020058,0.00420668,-0.0162301,-0.00739434,-0.00907006,0.509072,0.0919521,-0.443957,8,CON009,control,lVS
-0.0156821,0.0112404,-0.0171668,-0.0142592,-0.0281609,-0.00689817,-0.0111069,0.0231078,-0.0172839,0.00901589,-0.0235241,-0.0130091,-0.127249,8,CON052,uncontrol,vmPFC
0.0150102,-0.0285821,-0.0137167,-0.0462044,-0.0445081,-0.0213256,0.028151,-0.030468,0.0584281,0.00839519,0.245667,-0.226164,-0.331692,8,CON052,uncontrol,PCC1
0.030913,-0.0257586,-0.00215463,-0.0452796,-0.08743,0.0294548,0.0498706,-0.0559489,0.0247967,0.00776491,-0.009963,-0.0531624,-0.552254,8,CON052,uncontrol,PCC2
0.0979377,-0.035282,0.0272467,0.0541164,0.00579692,-0.0319545,0.00258918,0.00869567,0.0198203,-0.00595521,0.318052,-0.31193,0.510167,8,CON052,uncontrol,rPAG1
0.102406,-0.0463203,0.00999156,0.0280142,0.0365972,-0.0140247,0.0348019,-0.0631572,0.0433284,-0.0249019,0.277537,0.310072,0.165778,8,CON052,uncontrol,lPAG1
0.0170203,-0.0209684,0.00154973,-0.02431,-0.00741967,-0.0187485,-0.0236887,-0.0144246,-0.0120071,-0.0271213,0.0925962,0.0884617,0.148487,8,CON052,uncontrol,rvAI
0.0601236,-0.0120938,-0.00565409,0.0258788,-0.0427895,-0.00875446,-0.0384123,-0.0246046,-0.00248996,-0.0291197,0.662809,0.2151,1.27478,8,CON052,uncontrol,rdAI
0.134701,-0.0129161,0.0337212,0.00671058,0.0442652,-0.0229559,-0.0580427,-0.0459691,0.0718209,-0.0180422,0.646193,0.235965,0.392376,8,CON052,uncontrol,lvAI
0.0903866,-0.0285156,0.00152213,0.0214297,-0.0250936,-0.0320331,-0.0200026,-0.00127113,0.00735605,-0.0333215,0.717781,-0.0331738,1.09703,8,CON052,uncontrol,ldAI
0.0636519,-0.0519908,0.0123989,0.0176384,-0.0411881,-0.0203057,0.024448,-0.04065,0.0220312,0.00700207,0.254228,-0.13133,0.230882,8,CON052,uncontrol,rPI
0.0426694,-0.0381623,0.0159153,0.0172783,-0.0228183,-0.0196027,0.0192166,-0.0109718,0.00968283,0.00335163,0.268518,-0.237503,0.377672,8,CON052,uncontrol,lPI
0.136604,-0.0370517,-0.0343031,-0.0335448,0.0568191,-0.00955328,0.079539,0.0185189,0.0388261,-0.0356056,0.012347,-0.0471367,0.992799,8,CON052,uncontrol,rBNST
0.0367356,-0.00333263,0.00215472,-0.0775791,0.0668525,-0.0182697,0.0399584,0.00473571,0.0383261,-0.00541753,0.257369,-0.0433134,0.274099,8,CON052,uncontrol,lBNST
0.0419122,-0.0118488,0.000755743,0.0088744,-0.0277403,0.00815731,-0.0112592,-0.0158698,0.00208163,-0.0184052,0.553826,0.0854235,0.733009,8,CON052,uncontrol,ACC
0.0631925,0.0942947,-0.0152938,0.0364865,0.0885554,-0.134453,-0.0556214,-0.0322467,0.0465845,-0.0257739,-0.119672,-0.293125,0.569578,8,CON052,uncontrol,Amygdala_BLBM_La_R
0.0718602,0.0154033,0.0178946,-0.0297208,-0.0285899,0.0376461,0.0773289,-0.0669867,0.0301987,-0.00897489,1.03746,-0.0334331,1.27649,8,CON052,uncontrol,Amygdala_CeME_R
-0.013055,0.00726539,0.00515996,0.0169043,0.00472333,-0.0436919,0.106471,-0.0661514,0.0106039,0.00449103,0.0476962,-0.301079,0.437725,8,CON052,uncontrol,Amygdala_BLBM_La_L
0.191609,-0.0527682,0.0293196,0.0438551,-0.00131088,0.0226614,0.107829,-0.0729182,0.0439953,-0.0193368,1.10975,0.352759,1.02375,8,CON052,uncontrol,Amygdala_CeME_L
0.0962572,-0.0143294,0.0171261,-0.00064464,-0.0125191,0.018169,0.0224814,-0.0117017,0.0183071,-0.00668105,0.626111,-0.0488208,0.661967,8,CON052,uncontrol,rCa
0.0375132,-0.0262428,0.00409922,0.0108262,0.00386526,-0.00427259,0.0298741,-0.00818986,0.0181674,-0.00939845,0.417269,-0.153772,0.131969,8,CON052,uncontrol,lCa
-0.0146642,0.135437,-0.0785056,0.0527824,0.042574,-0.019634,0.0222689,-0.0832142,-0.0389918,0.000369284,0.0591367,0.39572,0.499844,8,CON052,uncontrol,rPa
0.0709931,0.0189996,-0.00466481,-0.0119162,-0.0341925,0.0258011,0.0023988,0.00886121,0.0176975,-0.0111535,0.580356,-0.136145,0.290698,8,CON052,uncontrol,lPa
0.0375132,-0.0262428,0.00409922,0.0108262,0.00386526,-0.00427259,0.0298741,-0.00818986,0.0181674,-0.00939845,0.417269,-0.153772,0.131969,8,CON052,uncontrol,rVS
-0.0146642,0.135437,-0.0785056,0.0527824,0.042574,-0.019634,0.0222689,-0.0832142,-0.0389918,0.000369284,0.0591367,0.39572,0.499844,8,CON052,uncontrol,lVS
0.0506227,-0.0228393,-0.0240295,-0.0103605,-0.0385323,0.011217,-0.0446326,-0.0204087,0.076234,0.00115384,0.276905,0.143105,0.229544,9,CON010,control,vmPFC
0.0959515,-0.0940304,0.00516212,-0.0266006,-0.0204854,0.0188402,-0.0233855,-0.0448147,0.022156,0.021114,0.156226,-0.0912739,0.150423,9,CON010,control,PCC1
0.0564699,-0.0263558,-0.00548568,-0.0239208,-0.0843582,0.0130156,0.0250421,-0.0502117,0.0667766,-0.00231963,0.0801675,0.171842,0.14584,9,CON010,control,PCC2
0.0686291,-0.0498974,-0.0185699,0.0683224,0.00360459,0.0140917,-0.0252646,-0.0010367,0.0106412,0.0173693,0.372792,0.0272027,1.05565,9,CON010,control,rPAG1
0.0630024,-0.0458914,0.00651417,0.029832,0.0176528,0.0066947,-0.0279685,-0.0548784,0.0399518,-0.0125544,-0.363866,0.0771622,0.272196,9,CON010,control,lPAG1
0.0516392,0.00420067,-0.00875142,0.0127125,0.0176707,0.031924,-0.0326016,0.0151887,0.0301967,-0.0142456,0.408308,0.166349,0.46174,9,CON010,control,rvAI
0.0316334,-0.00790482,-0.0195314,-0.0188971,0.0117523,0.0195352,-0.0463302,0.00779671,0.0258131,-0.0132592,0.0694768,0.240952,0.769121,9,CON010,control,rdAI
0.0614502,-0.085543,0.0134696,-0.0811153,-0.0283294,0.0391942,-0.0927231,-0.00506468,0.0723994,-0.0320563,0.299807,0.669373,0.393971,9,CON010,control,lvAI
0.0315651,-0.0310106,-0.0184934,-0.00625513,-0.0133249,0.0358844,-0.0335438,0.00945306,0.0302173,-0.00830154,0.128916,0.290322,0.669013,9,CON010,control,ldAI
0.0283127,-0.0080702,-0.0122123,-0.0377959,0.00118648,0.0165874,-0.0237311,0.0210452,0.0104259,-0.00965307,-0.0214827,0.175135,0.682253,9,CON010,control,rPI
0.0127976,0.00286168,-0.0292242,-0.0465209,-0.000545509,0.0111052,-0.0043486,-0.0115231,0.0110983,0.00615462,0.106961,0.188905,0.469741,9,CON010,control,lPI
0.13088,-0.173327,-0.0588154,-0.107599,0.0505686,0.0318822,-0.0677864,0.0296757,0.0942831,-0.0111285,0.522816,-0.287135,0.917877,9,CON010,control,rBNST
0.044678,-0.108586,-0.0633825,-0.011206,0.0132602,0.0365488,0.0255753,0.0124871,0.0813805,-0.00940104,0.654621,-0.161271,0.581035,9,CON010,control,lBNST
-0.00766241,-0.0174275,-0.00398495,0.0057734,0.00932452,0.00915459,-0.0623643,-0.00269842,0.0335776,-0.0202179,0.331511,-0.00291464,0.798049,9,CON010,control,ACC
-0.0657328,0.0156569,0.0125333,-0.0921339,0.0562717,0.00455448,0.0353151,0.00228845,0.0462239,-0.0172236,0.225937,0.195925,-0.325095,9,CON010,control,Amygdala_BLBM_La_R
-0.0424517,-0.0114846,0.0222709,-0.037625,0.0289341,0.0106745,0.00841941,-0.00631516,-0.0132314,-0.0246104,0.0658737,-0.234364,0.3,9,CON010,control,Amygdala_CeME_R
-0.0866675,0.102062,-0.0710605,-0.0694231,-0.00287611,0.0609636,0.0538295,0.0794928,-0.040312,0.0135988,-0.286727,0.339574,-0.415409,9,CON010,control,Amygdala_BLBM_La_L
-0.00175007,-0.00481654,-0.00660758,-0.0373042,0.00614368,-0.000209192,-0.052257,0.022735,0.0190085,0.020009,0.13624,-0.173522,0.389405,9,CON010,control,Amygdala_CeME_L
0.0225585,-0.0204258,-0.0159263,0.00849074,-0.00594781,0.0203359,-0.0231429,-0.00874247,0.0243394,-0.00555229,0.124819,-0.113142,0.266186,9,CON010,control,rCa
0.0143002,-0.0232153,-0.0121751,0.0119333,0.00748218,0.0106667,-0.00160406,-0.00322205,0.0236566,-0.00234579,0.208616,-0.0286387,0.391149,9,CON010,control,lCa
-0.0705996,-0.0756313,-0.0131632,-0.0595927,-0.0270188,0.0184473,0.00176937,-0.0546305,0.0744301,0.00694616,-0.175967,-0.0655379,0.0814535,9,CON010,control,rPa
0.0384647,-0.0413003,0.0078178,0.0127069,-0.0130582,0.015144,-0.0161277,-0.01944,0.0403124,-0.00604243,0.0208778,-0.137965,0.294845,9,CON010,control,lPa
0.0143002,-0.0232153,-0.0121751,0.0119333,0.00748218,0.0106667,-0.00160406,-0.00322205,0.0236566,-0.00234579,0.208616,-0.0286387,0.391149,9,CON010,control,rVS
-0.0705996,-0.0756313,-0.0131632,-0.0595927,-0.0270188,0.0184473,0.00176937,-0.0546305,0.0744301,0.00694616,-0.175967,-0.0655379,0.0814535,9,CON010,control,lVS
-0.0537836,-0.0245303,0.00949377,0.00522691,-0.0430831,0.0224511,0.0360767,-0.000718325,0.00781446,0.0180808,0.0135625,0.234017,-0.0666125,9,CON089,uncontrol,vmPFC
-0.133189,0.0264637,-0.0210967,0.0019123,-4.88471e-05,-0.0479192,0.0385401,0.0111372,-0.0210966,0.0235104,0.148332,1.10715,0.0574034,9,CON089,uncontrol,PCC1
-0.082199,-0.0763849,-0.00118455,-0.0493331,-0.0367769,0.0333897,0.0773833,-0.0413627,0.0380323,0.0416934,-0.260077,-0.558597,-0.501604,9,CON089,uncontrol,PCC2
0.0370338,-0.00444204,0.041289,0.0155619,0.0419317,0.00797683,0.0646179,0.0116891,0.015744,-0.0165424,0.199585,-0.252733,0.282584,9,CON089,uncontrol,rPAG1
0.0666686,-0.00151771,0.0240988,0.0629819,-0.0111376,0.00702468,0.0424091,0.0165034,-0.0402987,0.00631555,-0.448116,0.135514,0.372634,9,CON089,uncontrol,lPAG1
0.0715893,0.00195463,0.0161939,0.000459145,0.012237,0.00962737,-0.0174651,-0.0130069,0.00625932,-0.0269372,0.414713,0.389408,0.239874,9,CON089,uncontrol,rvAI
0.052489,-0.00317517,0.0260488,0.0184045,0.0108862,-0.0283943,0.0111502,-0.030274,-0.0183114,-0.027794,0.567018,0.365632,0.730784,9,CON089,uncontrol,rdAI
0.0606939,-0.0113829,0.0270953,-0.000942996,-0.0103411,-0.00565345,0.0033735,-0.0318104,0.0191567,-0.0143597,0.338264,0.382385,0.145184,9,CON089,uncontrol,lvAI
0.0784321,0.00405939,0.0293688,0.020765,0.0106997,-0.00287113,0.0181962,-0.0265425,0.00246304,-0.0215657,0.372253,0.298403,0.541316,9,CON089,uncontrol,ldAI
0.0231439,-0.0265782,0.0167367,-0.00376898,-0.012848,-0.00858255,0.023411,-0.0289942,-0.00127365,-0.00560725,0.18893,-0.042821,0.57029,9,CON089,uncontrol,rPI
0.0151114,-0.00484414,0.0147075,0.0184921,-0.0135114,-0.000587231,-0.000586402,-0.0115982,0.00552306,-0.00598886,0.0989758,0.0163619,0.391406,9,CON089,uncontrol,lPI
0.107289,-0.0141717,0.0150474,0.0369685,-0.0226151,0.01801,0.0357313,0.0703448,-0.0449029,0.00407564,0.224793,0.322399,0.825821,9,CON089,uncontrol,rBNST
0.0857533,-0.0293305,0.0428762,0.0395668,-0.0495273,0.0313737,0.0607375,-0.039489,0.0237489,-0.0172982,0.440106,0.665628,0.394875,9,CON089,uncontrol,lBNST
0.0217863,-0.00873003,0.00788602,-0.000251141,-0.0219993,-0.00724901,0.0222377,-0.00687529,-0.00462287,-0.0103848,0.18323,0.416278,0.436689,9,CON089,uncontrol,ACC
-0.0125802,-0.0501832,0.0414762,0.00644843,-0.0303781,-0.0125394,0.0153168,-0.0358843,0.00702444,0.001794,-0.151497,-0.249421,0.259949,9,CON089,uncontrol,Amygdala_BLBM_La_R
0.0229713,-0.0197332,0.00552486,0.0223385,-0.0166552,0.0295545,0.0208583,-0.0261099,0.0104642,-0.00271562,0.182896,-0.120326,0.440507,9,CON089,uncontrol,Amygdala_CeME_R
-0.0497259,0.0258001,0.00868876,-0.0139678,-0.00617118,0.0378561,0.0204581,0.0255159,-0.0562602,-0.0200148,0.220665,-0.167673,0.115541,9,CON089,uncontrol,Amygdala_BLBM_La_L
0.0353327,-0.0436923,0.0805461,-0.0206648,-0.0171581,0.0328828,0.0518618,-0.0394326,0.000902458,-0.0129386,0.160668,-0.156933,0.409049,9,CON089,uncontrol,Amygdala_CeME_L
0.0588228,0.00454428,0.0144815,-0.0237807,-0.0152947,0.00236352,0.0104931,-0.00791937,-0.00753926,-0.0104716,0.275273,0.199457,0.314264,9,CON089,uncontrol,rCa
0.0240663,-0.004557,0.0152183,0.0133377,0.00621729,-0.00337553,0.0223725,-0.0182653,4.03871e-05,-0.0085009,0.122267,0.135517,0.461535,9,CON089,uncontrol,lCa
0.0435193,0.000171081,-0.0123947,-0.0548334,0.00285949,-0.000622487,-0.0242968,0.0207516,0.0291449,-2.8283e-05,0.318334,0.366664,0.327327,9,CON089,uncontrol,rPa
0.0769405,-0.00353972,0.0231417,0.00743183,0.00934354,0.00666442,0.0234754,-0.0227012,-0.00647115,-0.0080743,0.166539,0.186223,0.287432,9,CON089,uncontrol,lPa
0.0240663,-0.004557,0.0152183,0.0133377,0.00621729,-0.00337553,0.0223725,-0.0182653,4.03871e-05,-0.0085009,0.122267,0.135517,0.461535,9,CON089,uncontrol,rVS
0.0435193,0.000171081,-0.0123947,-0.0548334,0.00285949,-0.000622487,-0.0242968,0.0207516,0.0291449,-2.8283e-05,0.318334,0.366664,0.327327,9,CON089,uncontrol,lVS
-0.00179561,-0.104047,0.0342693,-0.0360331,-0.00437826,-0.0720153,0.0594563,-0.0422049,0.0502784,0.0235762,0.0294507,0.0884128,-0.321363,10,CON011,control,vmPFC
-0.0649616,-0.0344437,0.0394552,0.013516,0.0396979,-0.00200061,0.0310043,-0.0520722,-0.0482901,0.0223717,-0.0890243,0.357817,0.0622306,10,CON011,control,PCC1
-0.0363016,-0.04956,0.0179828,-0.0308389,0.0170769,-0.0683887,0.0294134,0.0390457,0.000618796,0.0223301,0.0267542,0.296356,-0.464031,10,CON011,control,PCC2
0.00198984,0.0258324,-0.00993361,0.0347595,0.00338053,0.00609081,0.0495745,0.0357041,-0.0199039,-0.00154557,0.278861,0.342323,0.481769,10,CON011,control,rPAG1
0.0176642,-0.0195974,-0.00270038,0.021358,-0.00206521,0.0139654,0.0570748,0.00343443,0.00863837,-0.0128335,0.0502645,0.193477,0.352483,10,CON011,control,lPAG1
0.221123,0.0986044,0.0123673,0.0953449,0.0776296,0.0381823,0.00714492,0.0427326,0.00257373,-0.0148633,0.602247,1.13775,1.12943,10,CON011,control,rvAI
0.138574,0.0522417,0.00803161,0.065392,0.0502938,0.00627053,0.00767776,0.0325228,0.000331128,-0.0210996,0.0951013,0.371326,1.54689,10,CON011,control,rdAI
0.144553,-0.00569465,0.0412685,0.0654864,0.0295804,0.00970941,0.0526877,-0.0269758,0.0413516,-0.00182987,0.190246,0.533881,0.187347,10,CON011,control,lvAI
0.0309187,-0.0259877,0.00120985,0.0481693,0.0426323,-0.00770312,-0.00304116,0.0134864,0.00761508,-0.0128956,-0.133256,0.0665589,1.01822,10,CON011,control,ldAI
0.0137204,-0.00399572,0.0115476,0.00856204,0.020946,-0.00270048,0.0329445,-0.0148924,-0.000343916,-0.0137061,-0.0904127,0.281223,0.828258,10,CON011,control,rPI
-0.00667251,-0.00954955,0.00294814,0.0208679,0.0118476,-0.0112229,0.00188973,-0.0119481,0.0123243,-0.0101001,-0.119561,0.0803012,0.529897,10,CON011,control,lPI
0.177665,0.0643095,0.0276562,0.0599013,0.0744059,0.00632286,0.0198294,0.0171227,0.0272647,-0.0301541,-0.448714,0.904068,0.262539,10,CON011,control,rBNST
0.190466,0.0370514,0.0491988,0.035519,0.0538134,-0.023614,0.0585067,-0.0730702,0.0618007,-0.0237002,-0.978196,0.494854,0.62182,10,CON011,control,lBNST
0.0146904,-0.00161129,-0.00480827,0.0335427,0.0201073,-0.010484,0.0187429,0.0160595,0.00748395,-0.00443613,0.0722066,0.432145,0.676404,10,CON011,control,ACC
-0.0321752,-0.0133144,0.0179593,-0.00621146,-0.0108913,-0.0161208,0.0308272,-0.0481437,0.0385411,-0.00747239,-0.155416,-0.226583,0.0357957,10,CON011,control,Amygdala_BLBM_La_R
0.0144719,-0.0854513,0.0288419,0.0226042,0.0111741,-0.0275447,0.0643332,0.0137615,-0.000418917,-0.0223562,-0.0370064,0.407318,0.820589,10,CON011,control,Amygdala_CeME_R
0.0151021,-0.0292225,0.0205341,0.0174008,-0.0236503,-0.0306865,0.00682679,-0.0119382,0.0203869,-0.00927625,0.0697749,-0.118574,0.0183069,10,CON011,control,Amygdala_BLBM_La_L
0.0419861,-0.149153,0.0825086,0.0327612,0.0550937,-0.021186,0.151947,-0.133963,0.0643513,-0.0284178,-0.0164253,1.09423,1.33682,10,CON011,control,Amygdala_CeME_L
0.0165373,-0.0091594,0.0266207,0.0323054,0.0272934,-0.00654375,0.0356692,-0.0372698,0.00832222,-0.00192428,-0.24577,0.348586,0.154307,10,CON011,control,rCa
-0.0356196,-0.0233335,-0.00222246,0.0317904,0.042352,-0.01723,0.0466777,-0.0142989,0.0194557,-0.0156906,0.084644,0.10499,-0.0202441,10,CON011,control,lCa
0.0177093,0.0157833,0.0259059,0.0659211,0.099341,-0.00344405,-0.0172734,-0.0359393,-0.0110654,-0.00932894,-0.0142973,0.527313,0.151149,10,CON011,control,rPa
0.00345692,-0.00827881,0.00925688,0.0165937,0.0378591,-0.0133641,0.0341309,-0.00477314,0.0101737,-0.0137992,-0.138632,0.151393,0.077139,10,CON011,control,lPa
-0.0356196,-0.0233335,-0.00222246,0.0317904,0.042352,-0.01723,0.0466777,-0.0142989,0.0194557,-0.0156906,0.084644,0.10499,-0.0202441,10,CON011,control,rVS
0.0177093,0.0157833,0.0259059,0.0659211,0.099341,-0.00344405,-0.0172734,-0.0359393,-0.0110654,-0.00932894,-0.0142973,0.527313,0.151149,10,CON011,control,lVS
-0.00277468,-0.00165404,-0.00261355,-0.000130551,-0.0428233,-0.00952979,0.0258812,0.0115011,0.0168363,0.0183188,-0.0215835,-0.232923,0.00936584,10,CON020,uncontrol,vmPFC
0.0655851,0.00588423,-0.00715201,0.0277573,-0.0357598,0.00586503,0.0204172,0.00967788,0.0279793,0.0146423,0.235552,0.201441,0.314934,10,CON020,uncontrol,PCC1
0.0235313,0.00339717,0.00582767,0.0648226,-0.0585447,0.0247885,-0.0147457,-0.0137154,0.0375834,0.0349493,0.120656,-0.119855,0.179493,10,CON020,uncontrol,PCC2
0.0869202,-0.00386679,0.00567514,0.00731032,0.038881,-0.053351,-0.00517813,-0.0766888,0.0308247,-0.00103552,0.301389,0.233017,0.591575,10,CON020,uncontrol,rPAG1
-0.0127357,-0.0712882,0.0134405,0.0600225,-0.0182729,0.00367268,0.0512608,-0.00389778,0.00539677,-0.0169582,0.455094,0.188017,0.478131,10,CON020,uncontrol,lPAG1
0.0468566,0.0706333,0.000344208,0.0404578,0.0250594,0.0361236,0.0262932,0.0160202,-0.0370984,-0.0302882,0.192631,0.392381,0.845206,10,CON020,uncontrol,rvAI
0.0127762,0.0150894,0.000743355,0.066021,-0.00793802,0.039544,0.00769445,-0.00701008,0.0182248,-0.00727203,0.346275,0.321176,1.55178,10,CON020,uncontrol,rdAI
0.120439,0.0345394,-0.0145566,0.0369835,-8.43274e-05,0.0193716,0.00223563,-0.0402747,0.0126927,-0.00660502,0.132033,0.415346,0.808195,10,CON020,uncontrol,lvAI
0.0824065,0.0650439,0.0156538,0.0499033,-0.00180812,0.0398569,0.00922928,-0.00213231,-0.00664222,-0.0175987,0.303633,0.362116,1.28119,10,CON020,uncontrol,ldAI
0.0252409,-0.0206316,0.00973687,0.046756,-0.0269515,0.00904402,0.0156349,-0.00441822,0.0234331,0.00493292,0.25028,0.0648458,0.886498,10,CON020,uncontrol,rPI
-0.00175215,0.00300902,0.00218276,0.0153939,-0.000140209,0.00664876,0.00804735,0.00241477,0.019408,-0.0104102,0.154178,-0.0343442,0.4573,10,CON020,uncontrol,lPI
-0.0686486,0.174449,-0.0747765,0.0314285,-0.00292003,0.000775032,0.0798273,0.0240793,-0.019542,0.0350045,-0.0602127,-0.100146,0.0359347,10,CON020,uncontrol,rBNST
-0.0039619,-0.0887112,0.0272413,-0.0188527,-0.0259862,0.0215843,-0.069022,-0.00651539,-0.0348409,0.0118335,0.216178,-0.00102066,0.261445,10,CON020,uncontrol,lBNST
0.0301661,-0.00309683,0.00557535,0.0300071,-0.0206922,0.0136232,0.000312579,-0.0237193,0.0100403,0.00264396,0.138336,0.242219,0.634775,10,CON020,uncontrol,ACC
-0.0139657,-0.0327047,0.00855706,-0.0288691,-0.0890491,0.0077207,-0.0181997,-0.0217975,-0.013742,-0.0074706,-0.249759,-0.0039193,0.468473,10,CON020,uncontrol,Amygdala_BLBM_La_R
0.0703342,-0.152736,0.0710587,0.0409957,-0.116972,0.0898428,-0.0269008,-0.0286688,-0.0179952,-0.000974163,-0.0668457,-0.585012,1.36061,10,CON020,uncontrol,Amygdala_CeME_R
-0.0125542,-0.0195858,0.0141946,-0.0185985,-0.0762672,0.0020028,-0.0222605,-0.0534771,0.0439434,0.0211338,-0.626046,0.356034,0.813249,10,CON020,uncontrol,Amygdala_BLBM_La_L
0.160086,-0.0339339,0.016781,0.14875,-0.142039,0.0677518,-0.00481426,0.0560607,0.0357547,-0.00493038,0.577757,0.2917,2.31104,10,CON020,uncontrol,Amygdala_CeME_L
0.0640372,0.0104669,0.00633968,0.0603654,-0.00895747,0.0156109,0.0290001,-0.0164969,0.0160386,0.00441117,0.218492,0.208451,0.740767,10,CON020,uncontrol,rCa
0.0675471,-0.0198527,0.00487152,0.058593,-0.00829875,-0.00135576,0.0236531,-0.00030392,0.0149539,0.00469973,0.317447,0.0787266,0.429399,10,CON020,uncontrol,lCa
0.0604889,0.000410375,0.0173145,-0.0145927,-0.00788148,0.0383201,0.0214319,-0.0402936,0.0141097,-0.00109072,0.110409,0.171833,0.551258,10,CON020,uncontrol,rPa
0.0544032,0.0156575,0.00284633,0.0661988,-0.0138888,0.00940809,0.0128008,0.000724554,0.00490919,0.00351361,0.260682,0.190155,0.569816,10,CON020,uncontrol,lPa
0.0675471,-0.0198527,0.00487152,0.058593,-0.00829875,-0.00135576,0.0236531,-0.00030392,0.0149539,0.00469973,0.317447,0.0787266,0.429399,10,CON020,uncontrol,rVS
0.0604889,0.000410375,0.0173145,-0.0145927,-0.00788148,0.0383201,0.0214319,-0.0402936,0.0141097,-0.00109072,0.110409,0.171833,0.551258,10,CON020,uncontrol,lVS
-0.0169387,-0.0055488,-0.00258391,-0.0508737,0.0419327,-0.0178486,-0.0622648,0.0053533,0.0316754,0.0143388,0.218967,-0.0268447,-0.488623,11,CON012,control,vmPFC
-0.00197122,0.014149,0.0204189,-0.0219618,0.042736,-0.0184695,-0.034234,-0.00974508,-0.0103,0.0132972,0.409109,0.166456,-0.304412,11,CON012,control,PCC1
-0.0425825,0.0161082,0.034536,-0.095871,0.0963004,-0.0282673,-0.137027,-0.0342866,0.0247318,0.0447972,0.605082,-0.0769594,-1.03884,11,CON012,control,PCC2
0.024645,0.016976,0.0244642,0.0380654,0.0249311,-0.00264607,0.0523886,-0.0195189,0.0153054,-0.01693,0.249042,0.0118624,0.253285,11,CON012,control,rPAG1
0.0195356,0.0417745,-0.00886398,-0.005711,0.0391959,0.00295109,0.0321037,0.0104668,-0.0244336,-0.01515,0.00108125,0.271825,0.171204,11,CON012,control,lPAG1
0.0318431,0.0883582,0.00328259,-0.00637893,0.0280267,-0.0190642,-0.0998329,0.0241848,-0.0305622,-0.0206148,0.535534,0.81609,0.600632,11,CON012,control,rvAI
-0.00165764,0.0615972,0.0056399,0.0366136,0.00218858,-0.00898078,-0.0461817,0.0261799,-0.0125912,-0.0115678,0.205573,0.42071,0.717624,11,CON012,control,rdAI
0.0388701,0.0530329,-0.00506565,0.0183728,0.0113638,-0.016524,-0.0568746,0.0176054,-0.0171232,-0.0148375,0.167919,0.607811,0.145094,11,CON012,control,lvAI
0.0067452,0.034403,0.0117907,0.0179026,0.0150383,-0.0115607,-0.0351384,0.0157059,-0.0188644,-0.00404659,0.34585,0.327054,0.406572,11,CON012,control,ldAI
-0.0338127,-0.00890871,0.0120328,0.018243,-0.0105153,-0.0114166,-0.022465,-0.00258187,-0.00546568,0.000856155,0.117211,0.209217,0.512012,11,CON012,control,rPI
0.00262543,0.0136909,0.00429414,0.0224647,0.00121371,0.000959781,-0.0177977,0.00700816,-0.00937569,-0.0027504,0.216572,0.0293193,0.30593,11,CON012,control,lPI
0.127586,0.184718,-0.00717134,-0.0112885,0.0320213,-0.0231052,0.0619121,0.0765835,0.0365761,-0.00623973,0.690778,0.657944,0.0683914,11,CON012,control,rBNST
