	Pair	ROI	Y
4666	P30	17Networks_LH_SalVentAttnB_Ins_1	0.13076400000000002
4667	P31	17Networks_LH_SalVentAttnB_Ins_1	-0.023806999999999995
4668	P32	17Networks_LH_SalVentAttnB_Ins_1	0.22657509999999997
4669	P33	17Networks_LH_SalVentAttnB_Ins_1	-0.18645899999999993
4670	P34	17Networks_LH_SalVentAttnB_Ins_1	-0.1438162
4671	P35	17Networks_LH_SalVentAttnB_Ins_1	0.011077000000000004
4672	P36	17Networks_LH_SalVentAttnB_Ins_1	0.18450499999999997
4673	P37	17Networks_LH_SalVentAttnB_Ins_1	-0.156045
4674	P38	17Networks_LH_SalVentAttnB_Ins_1	-0.031584999999999974
4675	P39	17Networks_LH_SalVentAttnB_Ins_1	0.286196
4676	P40	17Networks_LH_SalVentAttnB_Ins_1	0.067308
4677	P41	17Networks_LH_SalVentAttnB_Ins_1	-0.0021150000000000058
4678	P42	17Networks_LH_SalVentAttnB_Ins_1	0.23424799999999998
4679	P43	17Networks_LH_SalVentAttnB_Ins_1	0.1903997
4680	P44	17Networks_LH_SalVentAttnB_Ins_1	0.12200299999999997
4681	P45	17Networks_LH_SalVentAttnB_Ins_1	-0.133023
4682	P46	17Networks_LH_SalVentAttnB_Ins_1	0.16563900000000004
4683	P47	17Networks_LH_SalVentAttnB_Ins_1	0.512526
4684	P48	17Networks_LH_SalVentAttnB_Ins_1	0.28919000000000006
4685	P49	17Networks_LH_SalVentAttnB_Ins_1	-0.053768999999999983
4686	P50	17Networks_LH_SalVentAttnB_Ins_1	-0.056758
4687	P51	17Networks_LH_SalVentAttnB_Ins_1	-0.09368900000000002
4688	P52	17Networks_LH_SalVentAttnB_Ins_1	-0.183803
4689	P53	17Networks_LH_SalVentAttnB_Ins_1	0.269712
4690	P54	17Networks_LH_SalVentAttnB_Ins_1	0.3065996
4691	P55	17Networks_LH_SalVentAttnB_Ins_1	0.006855999999999973
4692	P56	17Networks_LH_SalVentAttnB_Ins_1	0.35963399999999995
4693	P57	17Networks_LH_SalVentAttnB_Ins_1	0.07497800000000002
4694	P58	17Networks_LH_SalVentAttnB_Ins_1	0.10134099999999999
4695	P59	17Networks_LH_SalVentAttnB_Ins_1	0.36551300000000003
4696	P60	17Networks_LH_SalVentAttnB_Ins_1	0.14876399999999998
4697	P00	17Networks_LH_SalVentAttnB_Ins_2	-0.248456
4698	P01	17Networks_LH_SalVentAttnB_Ins_2	0.8288
4699	P02	17Networks_LH_SalVentAttnB_Ins_2	0.21186499999999997
4700	P03	17Networks_LH_SalVentAttnB_Ins_2	0.21398000000000006
4701	P04	17Networks_LH_SalVentAttnB_Ins_2	0.17930000000000001
4702	P05	17Networks_LH_SalVentAttnB_Ins_2	-0.13466600000000006
4703	P06	17Networks_LH_SalVentAttnB_Ins_2	-0.04952699999999999
4704	P07	17Networks_LH_SalVentAttnB_Ins_2	-0.13409880000000002
4705	P08	17Networks_LH_SalVentAttnB_Ins_2	0.414308
4706	P09	17Networks_LH_SalVentAttnB_Ins_2	-0.046830999999999956
4707	P10	17Networks_LH_SalVentAttnB_Ins_2	-0.3997630000000001
4708	P11	17Networks_LH_SalVentAttnB_Ins_2	0.10584300000000002
4709	P12	17Networks_LH_SalVentAttnB_Ins_2	-0.21207399999999998
4710	P13	17Networks_LH_SalVentAttnB_Ins_2	0.2971299999999999
4711	P14	17Networks_LH_SalVentAttnB_Ins_2	0.22599999999999998
4712	P15	17Networks_LH_SalVentAttnB_Ins_2	0.5422419999999999
4713	P16	17Networks_LH_SalVentAttnB_Ins_2	-0.2502439999999999
4714	P17	17Networks_LH_SalVentAttnB_Ins_2	0.12883999999999984
4715	P18	17Networks_LH_SalVentAttnB_Ins_2	-0.006829999999999892
4716	P19	17Networks_LH_SalVentAttnB_Ins_2	0.23774100000000004
4717	P20	17Networks_LH_SalVentAttnB_Ins_2	0.059726999999999975
4718	P21	17Networks_LH_SalVentAttnB_Ins_2	0.002886999999999973
4719	P22	17Networks_LH_SalVentAttnB_Ins_2	0.8867800000000001
4720	P23	17Networks_LH_SalVentAttnB_Ins_2	0.34951999999999994
4721	P24	17Networks_LH_SalVentAttnB_Ins_2	0.23865099999999995
4722	P25	17Networks_LH_SalVentAttnB_Ins_2	0.464712
4723	P26	17Networks_LH_SalVentAttnB_Ins_2	0.8621340000000001
4724	P27	17Networks_LH_SalVentAttnB_Ins_2	-0.1512
4725	P28	17Networks_LH_SalVentAttnB_Ins_2	1.047796
4726	P29	17Networks_LH_SalVentAttnB_Ins_2	0.330653
4727	P30	17Networks_LH_SalVentAttnB_Ins_2	0.472679
4728	P31	17Networks_LH_SalVentAttnB_Ins_2	0.630313
4729	P32	17Networks_LH_SalVentAttnB_Ins_2	0.09577799999999997
4730	P33	17Networks_LH_SalVentAttnB_Ins_2	-0.49879599999999996
4731	P34	17Networks_LH_SalVentAttnB_Ins_2	-0.50878
4732	P35	17Networks_LH_SalVentAttnB_Ins_2	0.2462089999999999
4733	P36	17Networks_LH_SalVentAttnB_Ins_2	0.10865599999999997
4734	P37	17Networks_LH_SalVentAttnB_Ins_2	-0.587188
4735	P38	17Networks_LH_SalVentAttnB_Ins_2	0.18427199999999988
4736	P39	17Networks_LH_SalVentAttnB_Ins_2	-0.5603479999999998
4737	P40	17Networks_LH_SalVentAttnB_Ins_2	-0.8952799999999999
4738	P41	17Networks_LH_SalVentAttnB_Ins_2	-0.317816
4739	P42	17Networks_LH_SalVentAttnB_Ins_2	0.273409
4740	P43	17Networks_LH_SalVentAttnB_Ins_2	-0.07735600000000004
4741	P44	17Networks_LH_SalVentAttnB_Ins_2	0.8894420000000001
4742	P45	17Networks_LH_SalVentAttnB_Ins_2	-0.002846000000000015
4743	P46	17Networks_LH_SalVentAttnB_Ins_2	-0.01803100000000002
4744	P47	17Networks_LH_SalVentAttnB_Ins_2	0.20311500000000002
4745	P48	17Networks_LH_SalVentAttnB_Ins_2	1.197247
4746	P49	17Networks_LH_SalVentAttnB_Ins_2	-0.146237
4747	P50	17Networks_LH_SalVentAttnB_Ins_2	-0.19428600000000001
4748	P51	17Networks_LH_SalVentAttnB_Ins_2	-0.17817299999999991
4749	P52	17Networks_LH_SalVentAttnB_Ins_2	0.44132399999999994
4750	P53	17Networks_LH_SalVentAttnB_Ins_2	0.46336
4751	P54	17Networks_LH_SalVentAttnB_Ins_2	0.34134699999999996
4752	P55	17Networks_LH_SalVentAttnB_Ins_2	-0.56034
4753	P56	17Networks_LH_SalVentAttnB_Ins_2	-0.26460000000000017
4754	P57	17Networks_LH_SalVentAttnB_Ins_2	-0.20157900000000006
4755	P58	17Networks_LH_SalVentAttnB_Ins_2	0.06173800000000007
4756	P59	17Networks_LH_SalVentAttnB_Ins_2	-0.3283900000000002
4757	P60	17Networks_LH_SalVentAttnB_Ins_2	0.749546
4758	P00	17Networks_LH_SalVentAttnB_PFCmp_1	0.19379300000000005
4759	P01	17Networks_LH_SalVentAttnB_PFCmp_1	0.356466
4760	P02	17Networks_LH_SalVentAttnB_PFCmp_1	-0.05202499999999999
4761	P03	17Networks_LH_SalVentAttnB_PFCmp_1	0.11884499999999998
4762	P04	17Networks_LH_SalVentAttnB_PFCmp_1	-0.07423099999999999
4763	P05	17Networks_LH_SalVentAttnB_PFCmp_1	0.252773
4764	P06	17Networks_LH_SalVentAttnB_PFCmp_1	-0.07036300000000001
4765	P07	17Networks_LH_SalVentAttnB_PFCmp_1	-0.4371482
4766	P08	17Networks_LH_SalVentAttnB_PFCmp_1	0.402973032
4767	P09	17Networks_LH_SalVentAttnB_PFCmp_1	-0.225073
4768	P10	17Networks_LH_SalVentAttnB_PFCmp_1	0.029442999999999997
4769	P11	17Networks_LH_SalVentAttnB_PFCmp_1	0.12618136
4770	P12	17Networks_LH_SalVentAttnB_PFCmp_1	-0.032298999999999994
4771	P13	17Networks_LH_SalVentAttnB_PFCmp_1	0.038121000000000016
4772	P14	17Networks_LH_SalVentAttnB_PFCmp_1	-0.13280999999999998
4773	P15	17Networks_LH_SalVentAttnB_PFCmp_1	-0.111064
4774	P16	17Networks_LH_SalVentAttnB_PFCmp_1	0.30289600000000005
4775	P17	17Networks_LH_SalVentAttnB_PFCmp_1	0.833551
4776	P18	17Networks_LH_SalVentAttnB_PFCmp_1	-0.16857200000000003
4777	P19	17Networks_LH_SalVentAttnB_PFCmp_1	0.206093
4778	P20	17Networks_LH_SalVentAttnB_PFCmp_1	0.054564
4779	P21	17Networks_LH_SalVentAttnB_PFCmp_1	-0.09823800000000002
4780	P22	17Networks_LH_SalVentAttnB_PFCmp_1	-0.07493299999999997
4781	P23	17Networks_LH_SalVentAttnB_PFCmp_1	0.141308
4782	P24	17Networks_LH_SalVentAttnB_PFCmp_1	-0.06195099999999998
4783	P25	17Networks_LH_SalVentAttnB_PFCmp_1	0.054244000000000014
4784	P26	17Networks_LH_SalVentAttnB_PFCmp_1	0.305748
4785	P27	17Networks_LH_SalVentAttnB_PFCmp_1	0.18977500000000003
4786	P28	17Networks_LH_SalVentAttnB_PFCmp_1	0.35732700000000006
4787	P29	17Networks_LH_SalVentAttnB_PFCmp_1	0.302273
4788	P30	17Networks_LH_SalVentAttnB_PFCmp_1	0.009019
4789	P31	17Networks_LH_SalVentAttnB_PFCmp_1	-0.05921000000000001
4790	P32	17Networks_LH_SalVentAttnB_PFCmp_1	-0.04779499999999999
4791	P33	17Networks_LH_SalVentAttnB_PFCmp_1	-0.1016261
4792	P34	17Networks_LH_SalVentAttnB_PFCmp_1	0.26258499999999996
4793	P35	17Networks_LH_SalVentAttnB_PFCmp_1	0.09312199999999993
4794	P36	17Networks_LH_SalVentAttnB_PFCmp_1	-0.010174000000000016
4795	P37	17Networks_LH_SalVentAttnB_PFCmp_1	-0.23295499999999997
4796	P38	17Networks_LH_SalVentAttnB_PFCmp_1	0.33933599999999997
4797	P39	17Networks_LH_SalVentAttnB_PFCmp_1	0.37011399999999994
4798	P40	17Networks_LH_SalVentAttnB_PFCmp_1	0.049843000000000026
4799	P41	17Networks_LH_SalVentAttnB_PFCmp_1	-0.398254
4800	P42	17Networks_LH_SalVentAttnB_PFCmp_1	-0.022984999999999978
4801	P43	17Networks_LH_SalVentAttnB_PFCmp_1	0.19183119999999998
4802	P44	17Networks_LH_SalVentAttnB_PFCmp_1	-0.05495099999999997
4803	P45	17Networks_LH_SalVentAttnB_PFCmp_1	-0.09024599999999999
4804	P46	17Networks_LH_SalVentAttnB_PFCmp_1	0.17969200000000002
4805	P47	17Networks_LH_SalVentAttnB_PFCmp_1	0.013556499999999992
4806	P48	17Networks_LH_SalVentAttnB_PFCmp_1	0.17335599999999995
4807	P49	17Networks_LH_SalVentAttnB_PFCmp_1	-0.17859600000000003
4808	P50	17Networks_LH_SalVentAttnB_PFCmp_1	0.022515000000000007
4809	P51	17Networks_LH_SalVentAttnB_PFCmp_1	0.18935499999999997
4810	P52	17Networks_LH_SalVentAttnB_PFCmp_1	-0.03465800000000001
4811	P53	17Networks_LH_SalVentAttnB_PFCmp_1	0.28341099999999997
4812	P54	17Networks_LH_SalVentAttnB_PFCmp_1	0.21039790000000003
4813	P55	17Networks_LH_SalVentAttnB_PFCmp_1	-0.567789
4814	P56	17Networks_LH_SalVentAttnB_PFCmp_1	-0.09902
4815	P57	17Networks_LH_SalVentAttnB_PFCmp_1	-0.03196299999999999
4816	P58	17Networks_LH_SalVentAttnB_PFCmp_1	0.036458999999999964
4817	P59	17Networks_LH_SalVentAttnB_PFCmp_1	-0.22694099999999995
4818	P60	17Networks_LH_SalVentAttnB_PFCmp_1	0.045682
4819	P00	17Networks_LH_LimbicB_OFC_1	0.3210356
4820	P01	17Networks_LH_LimbicB_OFC_1	0.17597770000000001
4821	P02	17Networks_LH_LimbicB_OFC_1	0.6199979999999999
4822	P03	17Networks_LH_LimbicB_OFC_1	0.41862600000000005
4823	P04	17Networks_LH_LimbicB_OFC_1	-0.388901
4824	P05	17Networks_LH_LimbicB_OFC_1	0.1091855
4825	P06	17Networks_LH_LimbicB_OFC_1	0.06179399999999999
4827	P08	17Networks_LH_LimbicB_OFC_1	-0.1919477
4828	P09	17Networks_LH_LimbicB_OFC_1	-1.07691
4829	P10	17Networks_LH_LimbicB_OFC_1	0.5926939999999999
4830	P11	17Networks_LH_LimbicB_OFC_1	-0.1241302
4831	P12	17Networks_LH_LimbicB_OFC_1	-0.4275988
4832	P13	17Networks_LH_LimbicB_OFC_1	0.0979688
4833	P14	17Networks_LH_LimbicB_OFC_1	-0.064669
4834	P15	17Networks_LH_LimbicB_OFC_1	-0.494506
4835	P16	17Networks_LH_LimbicB_OFC_1	0.182431
4836	P17	17Networks_LH_LimbicB_OFC_1	-0.3912539
4837	P18	17Networks_LH_LimbicB_OFC_1	-0.4780651000000001
4838	P19	17Networks_LH_LimbicB_OFC_1	0.28376300000000004
4839	P20	17Networks_LH_LimbicB_OFC_1	-0.679315
4840	P21	17Networks_LH_LimbicB_OFC_1	-0.3458713
4841	P22	17Networks_LH_LimbicB_OFC_1	0.17892619999999998
4842	P23	17Networks_LH_LimbicB_OFC_1	0.19823195
4843	P24	17Networks_LH_LimbicB_OFC_1	0.374714
4844	P25	17Networks_LH_LimbicB_OFC_1	0.1332629999999999
4845	P26	17Networks_LH_LimbicB_OFC_1	0.1491256
4846	P27	17Networks_LH_LimbicB_OFC_1	0.24286580000000002
4847	P28	17Networks_LH_LimbicB_OFC_1	0.0808374
4848	P29	17Networks_LH_LimbicB_OFC_1	0.0830427
4849	P30	17Networks_LH_LimbicB_OFC_1	0.007436899999999996
4850	P31	17Networks_LH_LimbicB_OFC_1	0.0321283
4852	P33	17Networks_LH_LimbicB_OFC_1	0.215879
4853	P34	17Networks_LH_LimbicB_OFC_1	0.05108299999999999
4854	P35	17Networks_LH_LimbicB_OFC_1	-0.370109
4855	P36	17Networks_LH_LimbicB_OFC_1	0.401079
4856	P37	17Networks_LH_LimbicB_OFC_1	-0.06198120000000001
4857	P38	17Networks_LH_LimbicB_OFC_1	-0.0953489
4858	P39	17Networks_LH_LimbicB_OFC_1	1.691774
4859	P40	17Networks_LH_LimbicB_OFC_1	0.012622599999999998
4860	P41	17Networks_LH_LimbicB_OFC_1	-0.301433
4861	P42	17Networks_LH_LimbicB_OFC_1	0.14156349999999998
4862	P43	17Networks_LH_LimbicB_OFC_1	-0.1525435
4863	P44	17Networks_LH_LimbicB_OFC_1	0.24091100000000001
4864	P45	17Networks_LH_LimbicB_OFC_1	2.1323998
4865	P46	17Networks_LH_LimbicB_OFC_1	-0.575401
4866	P47	17Networks_LH_LimbicB_OFC_1	0.19311699999999998
4867	P48	17Networks_LH_LimbicB_OFC_1	0.11019659999999999
4868	P49	17Networks_LH_LimbicB_OFC_1	-0.2864639
4869	P50	17Networks_LH_LimbicB_OFC_1	-0.051828
4870	P51	17Networks_LH_LimbicB_OFC_1	-0.376833
4871	P52	17Networks_LH_LimbicB_OFC_1	-0.199158
4872	P53	17Networks_LH_LimbicB_OFC_1	0.2324782
4873	P54	17Networks_LH_LimbicB_OFC_1	0.1485995
4874	P55	17Networks_LH_LimbicB_OFC_1	-0.45060900000000004
4875	P56	17Networks_LH_LimbicB_OFC_1	0.442632
4876	P57	17Networks_LH_LimbicB_OFC_1	0.05616260000000001
4877	P58	17Networks_LH_LimbicB_OFC_1	-0.19876
4878	P59	17Networks_LH_LimbicB_OFC_1	0.1606597
4879	P60	17Networks_LH_LimbicB_OFC_1	-0.14180099999999998
4880	P00	17Networks_LH_LimbicB_OFC_2	-0.04358099999999998
4881	P01	17Networks_LH_LimbicB_OFC_2	0.057631640000000005
4882	P02	17Networks_LH_LimbicB_OFC_2	-0.1060575
4883	P03	17Networks_LH_LimbicB_OFC_2	-0.08015523
4884	P04	17Networks_LH_LimbicB_OFC_2	-0.07522399999999999
4885	P05	17Networks_LH_LimbicB_OFC_2	0.2041399
4886	P06	17Networks_LH_LimbicB_OFC_2	0.16553790000000002
4887	P07	17Networks_LH_LimbicB_OFC_2	-0.4489066
4888	P08	17Networks_LH_LimbicB_OFC_2	0.23101960000000002
4889	P09	17Networks_LH_LimbicB_OFC_2	0.2246311
4890	P10	17Networks_LH_LimbicB_OFC_2	0.0876131
4891	P11	17Networks_LH_LimbicB_OFC_2	-0.11965
4892	P12	17Networks_LH_LimbicB_OFC_2	-0.07380110000000001
4893	P13	17Networks_LH_LimbicB_OFC_2	0.021346199999999996
4894	P14	17Networks_LH_LimbicB_OFC_2	-0.15593938499999999
4895	P15	17Networks_LH_LimbicB_OFC_2	-0.0761367
4896	P16	17Networks_LH_LimbicB_OFC_2	0.354448535
4897	P17	17Networks_LH_LimbicB_OFC_2	-0.0320667
4898	P18	17Networks_LH_LimbicB_OFC_2	-0.4383185
4899	P19	17Networks_LH_LimbicB_OFC_2	-0.0344394
4900	P20	17Networks_LH_LimbicB_OFC_2	-0.09072
4901	P21	17Networks_LH_LimbicB_OFC_2	-0.2557455
4902	P22	17Networks_LH_LimbicB_OFC_2	-0.3832751
4903	P23	17Networks_LH_LimbicB_OFC_2	-0.19016090000000002
4904	P24	17Networks_LH_LimbicB_OFC_2	0.45142899999999997
4905	P25	17Networks_LH_LimbicB_OFC_2	-0.572798
4906	P26	17Networks_LH_LimbicB_OFC_2	0.1965653
4907	P27	17Networks_LH_LimbicB_OFC_2	0.0619296
4908	P28	17Networks_LH_LimbicB_OFC_2	0.0250636
4909	P29	17Networks_LH_LimbicB_OFC_2	-0.017138999999999988
4910	P30	17Networks_LH_LimbicB_OFC_2	0.021063599999999988
4911	P31	17Networks_LH_LimbicB_OFC_2	0.029852699999999996
4912	P32	17Networks_LH_LimbicB_OFC_2	-0.02038529
4913	P33	17Networks_LH_LimbicB_OFC_2	0.1891372
4914	P34	17Networks_LH_LimbicB_OFC_2	-0.2518349
4915	P35	17Networks_LH_LimbicB_OFC_2	0.001602299999999987
4916	P36	17Networks_LH_LimbicB_OFC_2	0.19855830000000002
4917	P37	17Networks_LH_LimbicB_OFC_2	0.32395700000000005
4918	P38	17Networks_LH_LimbicB_OFC_2	-0.3196479
4919	P39	17Networks_LH_LimbicB_OFC_2	0.021262300000000005
4920	P40	17Networks_LH_LimbicB_OFC_2	0.0515754
4921	P41	17Networks_LH_LimbicB_OFC_2	0.056889699999999994
4922	P42	17Networks_LH_LimbicB_OFC_2	-0.32997170000000003
4923	P43	17Networks_LH_LimbicB_OFC_2	-0.12370299999999998
4924	P44	17Networks_LH_LimbicB_OFC_2	-0.48592219999999997
4925	P45	17Networks_LH_LimbicB_OFC_2	0.1017817
4926	P46	17Networks_LH_LimbicB_OFC_2	-0.1157972
4927	P47	17Networks_LH_LimbicB_OFC_2	-0.01588892
4928	P48	17Networks_LH_LimbicB_OFC_2	0.38626380000000005
4929	P49	17Networks_LH_LimbicB_OFC_2	0.11263728
4930	P50	17Networks_LH_LimbicB_OFC_2	0.134614
4931	P51	17Networks_LH_LimbicB_OFC_2	0.051864770000000004
4932	P52	17Networks_LH_LimbicB_OFC_2	-0.0315328
4933	P53	17Networks_LH_LimbicB_OFC_2	-0.020096000000000003
4934	P54	17Networks_LH_LimbicB_OFC_2	-0.122288
4935	P55	17Networks_LH_LimbicB_OFC_2	0.098718
4936	P56	17Networks_LH_LimbicB_OFC_2	0.059965500000000005
4937	P57	17Networks_LH_LimbicB_OFC_2	0.06093730000000001
4938	P58	17Networks_LH_LimbicB_OFC_2	-0.22162940000000003
4939	P59	17Networks_LH_LimbicB_OFC_2	0.20788199999999998
4940	P60	17Networks_LH_LimbicB_OFC_2	-0.29669599999999996
4941	P00	17Networks_LH_LimbicB_OFC_3	0.46210300000000004
4942	P01	17Networks_LH_LimbicB_OFC_3	0.4108969
4943	P02	17Networks_LH_LimbicB_OFC_3	-0.1312529
4944	P03	17Networks_LH_LimbicB_OFC_3	-0.2726984
4945	P04	17Networks_LH_LimbicB_OFC_3	0.024787120000000003
4946	P05	17Networks_LH_LimbicB_OFC_3	0.001963500000000007
4947	P06	17Networks_LH_LimbicB_OFC_3	-0.33239969999999996
4948	P07	17Networks_LH_LimbicB_OFC_3	-0.48128499999999996
4949	P08	17Networks_LH_LimbicB_OFC_3	0.4019527
4950	P09	17Networks_LH_LimbicB_OFC_3	0.34285099999999996
4951	P10	17Networks_LH_LimbicB_OFC_3	-0.6439324
4952	P11	17Networks_LH_LimbicB_OFC_3	0.2609696
4953	P12	17Networks_LH_LimbicB_OFC_3	0.2886032
4954	P13	17Networks_LH_LimbicB_OFC_3	-0.0523361
4955	P14	17Networks_LH_LimbicB_OFC_3	-0.036990300000000004
4956	P15	17Networks_LH_LimbicB_OFC_3	0.11889469999999999
4957	P16	17Networks_LH_LimbicB_OFC_3	0.49597800000000003
4958	P17	17Networks_LH_LimbicB_OFC_3	-0.1987876
4959	P18	17Networks_LH_LimbicB_OFC_3	-0.033513000000000015
4960	P19	17Networks_LH_LimbicB_OFC_3	0.4690626
4961	P20	17Networks_LH_LimbicB_OFC_3	-0.03670504
4962	P21	17Networks_LH_LimbicB_OFC_3	0.0052755
4963	P22	17Networks_LH_LimbicB_OFC_3	-0.215885
4964	P23	17Networks_LH_LimbicB_OFC_3	0.04791200000000001
4965	P24	17Networks_LH_LimbicB_OFC_3	0.54212
4966	P25	17Networks_LH_LimbicB_OFC_3	0.27306600000000003
4967	P26	17Networks_LH_LimbicB_OFC_3	0.050299250000000004
4968	P27	17Networks_LH_LimbicB_OFC_3	0.345595
4969	P28	17Networks_LH_LimbicB_OFC_3	0.28991870000000003
4970	P29	17Networks_LH_LimbicB_OFC_3	0.009250899999999992
4971	P30	17Networks_LH_LimbicB_OFC_3	0.11649679999999998
4972	P31	17Networks_LH_LimbicB_OFC_3	0.0382246
4973	P32	17Networks_LH_LimbicB_OFC_3	0.1704283
4974	P33	17Networks_LH_LimbicB_OFC_3	0.30531220000000003
4975	P34	17Networks_LH_LimbicB_OFC_3	-0.260695
4976	P35	17Networks_LH_LimbicB_OFC_3	-0.551589
4977	P36	17Networks_LH_LimbicB_OFC_3	0.4646312
4978	P37	17Networks_LH_LimbicB_OFC_3	0.22828900000000002
4979	P38	17Networks_LH_LimbicB_OFC_3	0.2368784
4980	P39	17Networks_LH_LimbicB_OFC_3	0.09387796999999999
4981	P40	17Networks_LH_LimbicB_OFC_3	-0.0639989
4982	P41	17Networks_LH_LimbicB_OFC_3	-0.6701801000000001
4983	P42	17Networks_LH_LimbicB_OFC_3	0.1310884
4984	P43	17Networks_LH_LimbicB_OFC_3	-0.309175
4985	P44	17Networks_LH_LimbicB_OFC_3	-0.20253649999999998
4986	P45	17Networks_LH_LimbicB_OFC_3	-0.08796799999999999
4987	P46	17Networks_LH_LimbicB_OFC_3	-0.2765759
4988	P47	17Networks_LH_LimbicB_OFC_3	0.2182991
4989	P48	17Networks_LH_LimbicB_OFC_3	0.4466995
4990	P49	17Networks_LH_LimbicB_OFC_3	-0.0760928
4991	P50	17Networks_LH_LimbicB_OFC_3	0.27171
4992	P51	17Networks_LH_LimbicB_OFC_3	0.010768199999999992
4993	P52	17Networks_LH_LimbicB_OFC_3	-0.038437200000000005
4994	P53	17Networks_LH_LimbicB_OFC_3	-0.1890193
4995	P54	17Networks_LH_LimbicB_OFC_3	-0.1921217
4996	P55	17Networks_LH_LimbicB_OFC_3	0.1169403
4997	P56	17Networks_LH_LimbicB_OFC_3	0.11571550000000001
4998	P57	17Networks_LH_LimbicB_OFC_3	0.2229988
4999	P58	17Networks_LH_LimbicB_OFC_3	-0.397387
5000	P59	17Networks_LH_LimbicB_OFC_3	0.1279851
5001	P60	17Networks_LH_LimbicB_OFC_3	0.186458
5002	P00	17Networks_LH_LimbicB_OFC_4	-3.5254119999999998
5003	P01	17Networks_LH_LimbicB_OFC_4	0.216688
5004	P02	17Networks_LH_LimbicB_OFC_4	-0.6010637
5005	P03	17Networks_LH_LimbicB_OFC_4	-0.3053322
5006	P04	17Networks_LH_LimbicB_OFC_4	0.400139
5007	P05	17Networks_LH_LimbicB_OFC_4	-0.035244819999999996
5008	P06	17Networks_LH_LimbicB_OFC_4	0.152061
5009	P07	17Networks_LH_LimbicB_OFC_4	-0.4419198
5010	P08	17Networks_LH_LimbicB_OFC_4	-0.12960700000000003
5011	P09	17Networks_LH_LimbicB_OFC_4	0.07233
5012	P10	17Networks_LH_LimbicB_OFC_4	-0.3972651
5013	P11	17Networks_LH_LimbicB_OFC_4	0.79843524
5014	P12	17Networks_LH_LimbicB_OFC_4	0.1560864
5015	P13	17Networks_LH_LimbicB_OFC_4	-0.435914
5016	P14	17Networks_LH_LimbicB_OFC_4	-0.449009
5017	P15	17Networks_LH_LimbicB_OFC_4	0.5992892
5018	P16	17Networks_LH_LimbicB_OFC_4	-2.791259
5019	P17	17Networks_LH_LimbicB_OFC_4	-2.3901973
5020	P18	17Networks_LH_LimbicB_OFC_4	-0.47757900000000003
5021	P19	17Networks_LH_LimbicB_OFC_4	0.26547000000000004
5022	P20	17Networks_LH_LimbicB_OFC_4	-0.194703
5023	P21	17Networks_LH_LimbicB_OFC_4	-0.1854222
5024	P22	17Networks_LH_LimbicB_OFC_4	0.6816053
5026	P24	17Networks_LH_LimbicB_OFC_4	-0.2835671
5027	P25	17Networks_LH_LimbicB_OFC_4	0.740196
5028	P26	17Networks_LH_LimbicB_OFC_4	-0.0597383
5029	P27	17Networks_LH_LimbicB_OFC_4	0.381146
5030	P28	17Networks_LH_LimbicB_OFC_4	0.570153
5031	P29	17Networks_LH_LimbicB_OFC_4	0.160995
5032	P30	17Networks_LH_LimbicB_OFC_4	-0.41232339999999995
5033	P31	17Networks_LH_LimbicB_OFC_4	-0.023609000000000005
5035	P33	17Networks_LH_LimbicB_OFC_4	0.5584499
5036	P34	17Networks_LH_LimbicB_OFC_4	-0.097498
5037	P35	17Networks_LH_LimbicB_OFC_4	0.145497
5038	P36	17Networks_LH_LimbicB_OFC_4	-0.0958424
5039	P37	17Networks_LH_LimbicB_OFC_4	-0.223371217
5040	P38	17Networks_LH_LimbicB_OFC_4	-0.24591520000000003
5041	P39	17Networks_LH_LimbicB_OFC_4	0.3071465
5042	P40	17Networks_LH_LimbicB_OFC_4	0.1532133
5043	P41	17Networks_LH_LimbicB_OFC_4	-0.097695
5044	P42	17Networks_LH_LimbicB_OFC_4	-0.3303398
5045	P43	17Networks_LH_LimbicB_OFC_4	-0.61041
5046	P44	17Networks_LH_LimbicB_OFC_4	-0.1943855
5047	P45	17Networks_LH_LimbicB_OFC_4	0.06315599999999999
5048	P46	17Networks_LH_LimbicB_OFC_4	0.18440600000000001
5050	P48	17Networks_LH_LimbicB_OFC_4	-0.029731000000000007
5051	P49	17Networks_LH_LimbicB_OFC_4	-0.1525395
5052	P50	17Networks_LH_LimbicB_OFC_4	-0.13996751
5053	P51	17Networks_LH_LimbicB_OFC_4	-0.1306881
5054	P52	17Networks_LH_LimbicB_OFC_4	-0.016748999999999986
5055	P53	17Networks_LH_LimbicB_OFC_4	0.644999
5056	P54	17Networks_LH_LimbicB_OFC_4	-0.03942800000000002
5057	P55	17Networks_LH_LimbicB_OFC_4	0.21289200000000003
5058	P56	17Networks_LH_LimbicB_OFC_4	-0.3078842
5059	P57	17Networks_LH_LimbicB_OFC_4	-0.11971896
5060	P58	17Networks_LH_LimbicB_OFC_4	-0.002145999999999995
5061	P59	17Networks_LH_LimbicB_OFC_4	0.107601
5062	P60	17Networks_LH_LimbicB_OFC_4	-0.38305524999999996
5063	P00	17Networks_LH_LimbicA_TempPole_1	-0.1667298
5064	P01	17Networks_LH_LimbicA_TempPole_1	3.9099150000000003
5065	P02	17Networks_LH_LimbicA_TempPole_1	0.260555
5066	P03	17Networks_LH_LimbicA_TempPole_1	-0.04513133
5067	P04	17Networks_LH_LimbicA_TempPole_1	0.0879477
