	Pair	ROI	Y
147	P25	17Networks_LH_VisCent_ExStr_3	0.07670199999999999
148	P26	17Networks_LH_VisCent_ExStr_3	0.3193999999999999
149	P27	17Networks_LH_VisCent_ExStr_3	1.660399
150	P28	17Networks_LH_VisCent_ExStr_3	1.11439
151	P29	17Networks_LH_VisCent_ExStr_3	0.3822856
152	P30	17Networks_LH_VisCent_ExStr_3	0.25658000000000003
153	P31	17Networks_LH_VisCent_ExStr_3	-0.22218500000000002
154	P32	17Networks_LH_VisCent_ExStr_3	0.14321
155	P33	17Networks_LH_VisCent_ExStr_3	-0.599837
156	P34	17Networks_LH_VisCent_ExStr_3	0.9148689999999999
157	P35	17Networks_LH_VisCent_ExStr_3	-0.127498
158	P36	17Networks_LH_VisCent_ExStr_3	-0.873136
159	P37	17Networks_LH_VisCent_ExStr_3	-1.138042
160	P38	17Networks_LH_VisCent_ExStr_3	-0.195585
161	P39	17Networks_LH_VisCent_ExStr_3	-0.16072699999999995
162	P40	17Networks_LH_VisCent_ExStr_3	-0.21216099999999993
163	P41	17Networks_LH_VisCent_ExStr_3	-0.29782300000000006
164	P42	17Networks_LH_VisCent_ExStr_3	0.21791500000000008
165	P43	17Networks_LH_VisCent_ExStr_3	0.6449210000000001
166	P44	17Networks_LH_VisCent_ExStr_3	-0.43589400000000006
167	P45	17Networks_LH_VisCent_ExStr_3	-0.42894600000000005
168	P46	17Networks_LH_VisCent_ExStr_3	-0.14942300000000008
169	P47	17Networks_LH_VisCent_ExStr_3	-0.4320860000000001
170	P48	17Networks_LH_VisCent_ExStr_3	0.589431
171	P49	17Networks_LH_VisCent_ExStr_3	-0.14830899999999997
172	P50	17Networks_LH_VisCent_ExStr_3	0.17117899999999997
173	P51	17Networks_LH_VisCent_ExStr_3	0.068799
174	P52	17Networks_LH_VisCent_ExStr_3	0.15471600000000002
175	P53	17Networks_LH_VisCent_ExStr_3	1.027221
176	P54	17Networks_LH_VisCent_ExStr_3	-0.22090100000000001
177	P55	17Networks_LH_VisCent_ExStr_3	-0.19474500000000006
178	P56	17Networks_LH_VisCent_ExStr_3	0.1295670000000001
179	P57	17Networks_LH_VisCent_ExStr_3	0.23947300000000005
180	P58	17Networks_LH_VisCent_ExStr_3	0.49962039999999996
181	P59	17Networks_LH_VisCent_ExStr_3	0.1701299999999999
182	P60	17Networks_LH_VisCent_ExStr_3	1.4414588
183	P00	17Networks_LH_VisCent_ExStr_4	0.6394489999999999
184	P01	17Networks_LH_VisCent_ExStr_4	-0.3516309999999999
185	P02	17Networks_LH_VisCent_ExStr_4	0.9704804
186	P03	17Networks_LH_VisCent_ExStr_4	-0.32712699999999995
187	P04	17Networks_LH_VisCent_ExStr_4	0.07073599999999991
188	P05	17Networks_LH_VisCent_ExStr_4	-0.346233
189	P06	17Networks_LH_VisCent_ExStr_4	-0.45818699999999996
190	P07	17Networks_LH_VisCent_ExStr_4	0.42935500000000004
191	P08	17Networks_LH_VisCent_ExStr_4	0.95496
192	P09	17Networks_LH_VisCent_ExStr_4	-1.1930342
193	P10	17Networks_LH_VisCent_ExStr_4	0.5725300000000001
194	P11	17Networks_LH_VisCent_ExStr_4	-0.39698200000000006
195	P12	17Networks_LH_VisCent_ExStr_4	0.358276
196	P13	17Networks_LH_VisCent_ExStr_4	-0.150937
197	P14	17Networks_LH_VisCent_ExStr_4	-0.4620810000000001
198	P15	17Networks_LH_VisCent_ExStr_4	0.8445729999999999
199	P16	17Networks_LH_VisCent_ExStr_4	0.231599
200	P17	17Networks_LH_VisCent_ExStr_4	-0.4271020000000001
201	P18	17Networks_LH_VisCent_ExStr_4	0.36972800000000006
202	P19	17Networks_LH_VisCent_ExStr_4	-0.33706699999999995
203	P20	17Networks_LH_VisCent_ExStr_4	-0.329373
204	P21	17Networks_LH_VisCent_ExStr_4	-0.17407899999999998
205	P22	17Networks_LH_VisCent_ExStr_4	0.49058899999999994
206	P23	17Networks_LH_VisCent_ExStr_4	-0.221155
207	P24	17Networks_LH_VisCent_ExStr_4	0.2788459999999999
208	P25	17Networks_LH_VisCent_ExStr_4	0.387336
209	P26	17Networks_LH_VisCent_ExStr_4	0.043014
210	P27	17Networks_LH_VisCent_ExStr_4	-0.027104000000000017
211	P28	17Networks_LH_VisCent_ExStr_4	0.7242209999999999
212	P29	17Networks_LH_VisCent_ExStr_4	0.105099
213	P30	17Networks_LH_VisCent_ExStr_4	0.41945299999999996
214	P31	17Networks_LH_VisCent_ExStr_4	-0.06071299999999999
215	P32	17Networks_LH_VisCent_ExStr_4	-1.584692
216	P33	17Networks_LH_VisCent_ExStr_4	-0.552019
217	P34	17Networks_LH_VisCent_ExStr_4	0.404247
218	P35	17Networks_LH_VisCent_ExStr_4	0.46597199999999994
219	P36	17Networks_LH_VisCent_ExStr_4	0.40858800000000006
220	P37	17Networks_LH_VisCent_ExStr_4	0.093719
221	P38	17Networks_LH_VisCent_ExStr_4	1.3915730000000002
222	P39	17Networks_LH_VisCent_ExStr_4	0.271501
223	P40	17Networks_LH_VisCent_ExStr_4	-0.6228049999999999
224	P41	17Networks_LH_VisCent_ExStr_4	-0.053066
225	P42	17Networks_LH_VisCent_ExStr_4	0.147764
226	P43	17Networks_LH_VisCent_ExStr_4	0.952825
227	P44	17Networks_LH_VisCent_ExStr_4	0.007790999999999992
228	P45	17Networks_LH_VisCent_ExStr_4	-0.12996400000000002
229	P46	17Networks_LH_VisCent_ExStr_4	-0.46102900000000013
230	P47	17Networks_LH_VisCent_ExStr_4	-0.5780420000000001
231	P48	17Networks_LH_VisCent_ExStr_4	0.90923
232	P49	17Networks_LH_VisCent_ExStr_4	0.108105
233	P50	17Networks_LH_VisCent_ExStr_4	-0.11962600000000001
234	P51	17Networks_LH_VisCent_ExStr_4	-0.07500600000000002
235	P52	17Networks_LH_VisCent_ExStr_4	0.15569700000000003
236	P53	17Networks_LH_VisCent_ExStr_4	-0.22807900000000003
237	P54	17Networks_LH_VisCent_ExStr_4	0.581489
238	P55	17Networks_LH_VisCent_ExStr_4	1.16356
239	P56	17Networks_LH_VisCent_ExStr_4	-0.28670400000000007
240	P57	17Networks_LH_VisCent_ExStr_4	0.30272200000000005
241	P58	17Networks_LH_VisCent_ExStr_4	0.669356
242	P59	17Networks_LH_VisCent_ExStr_4	0.05665600000000004
243	P60	17Networks_LH_VisCent_ExStr_4	-0.4329029999999999
244	P00	17Networks_LH_VisCent_ExStr_5	0.499736
245	P01	17Networks_LH_VisCent_ExStr_5	-0.39652199999999993
246	P02	17Networks_LH_VisCent_ExStr_5	0.04217000000000004
247	P03	17Networks_LH_VisCent_ExStr_5	-0.03769
248	P04	17Networks_LH_VisCent_ExStr_5	0.21420299999999998
249	P05	17Networks_LH_VisCent_ExStr_5	-0.329673
250	P06	17Networks_LH_VisCent_ExStr_5	0.302491
251	P07	17Networks_LH_VisCent_ExStr_5	-0.24372900000000003
252	P08	17Networks_LH_VisCent_ExStr_5	0.9171969999999999
253	P09	17Networks_LH_VisCent_ExStr_5	-0.3224100000000001
254	P10	17Networks_LH_VisCent_ExStr_5	0.31399200000000005
255	P11	17Networks_LH_VisCent_ExStr_5	-0.286844
256	P12	17Networks_LH_VisCent_ExStr_5	-2.146408
257	P13	17Networks_LH_VisCent_ExStr_5	-1.012637
258	P14	17Networks_LH_VisCent_ExStr_5	-0.679635
259	P15	17Networks_LH_VisCent_ExStr_5	-0.29914700000000005
260	P16	17Networks_LH_VisCent_ExStr_5	0.708926
262	P18	17Networks_LH_VisCent_ExStr_5	-0.012654000000000054
263	P19	17Networks_LH_VisCent_ExStr_5	-0.49913099999999994
264	P20	17Networks_LH_VisCent_ExStr_5	0.09958899999999993
265	P21	17Networks_LH_VisCent_ExStr_5	0.20731500000000003
266	P22	17Networks_LH_VisCent_ExStr_5	-0.8346999999999999
267	P23	17Networks_LH_VisCent_ExStr_5	0.040827999999999975
268	P24	17Networks_LH_VisCent_ExStr_5	-0.9266759999999998
269	P25	17Networks_LH_VisCent_ExStr_5	-0.28005199999999997
270	P26	17Networks_LH_VisCent_ExStr_5	-0.6485069999999998
271	P27	17Networks_LH_VisCent_ExStr_5	0.45154600000000006
272	P28	17Networks_LH_VisCent_ExStr_5	0.6680989999999999
273	P29	17Networks_LH_VisCent_ExStr_5	-0.153119
274	P30	17Networks_LH_VisCent_ExStr_5	0.253027
275	P31	17Networks_LH_VisCent_ExStr_5	-0.060760000000000036
276	P32	17Networks_LH_VisCent_ExStr_5	0.14552700000000002
277	P33	17Networks_LH_VisCent_ExStr_5	-0.39454
278	P34	17Networks_LH_VisCent_ExStr_5	0.19462999999999997
279	P35	17Networks_LH_VisCent_ExStr_5	0.09406699999999996
280	P36	17Networks_LH_VisCent_ExStr_5	0.524172
281	P37	17Networks_LH_VisCent_ExStr_5	0.08129399999999998
282	P38	17Networks_LH_VisCent_ExStr_5	-0.257578
283	P39	17Networks_LH_VisCent_ExStr_5	-0.021896999999999944
284	P40	17Networks_LH_VisCent_ExStr_5	0.080758
285	P41	17Networks_LH_VisCent_ExStr_5	-0.315402
286	P42	17Networks_LH_VisCent_ExStr_5	-0.40508000000000005
287	P43	17Networks_LH_VisCent_ExStr_5	0.44188700000000003
288	P44	17Networks_LH_VisCent_ExStr_5	-0.10960899999999996
289	P45	17Networks_LH_VisCent_ExStr_5	0.238831
290	P46	17Networks_LH_VisCent_ExStr_5	-0.12769699999999995
291	P47	17Networks_LH_VisCent_ExStr_5	-0.302539
292	P48	17Networks_LH_VisCent_ExStr_5	0.510594
293	P49	17Networks_LH_VisCent_ExStr_5	-0.297451
294	P50	17Networks_LH_VisCent_ExStr_5	-0.14641200000000001
295	P51	17Networks_LH_VisCent_ExStr_5	0.21620090000000003
296	P52	17Networks_LH_VisCent_ExStr_5	-0.13593700000000003
297	P53	17Networks_LH_VisCent_ExStr_5	-0.3994025
298	P54	17Networks_LH_VisCent_ExStr_5	0.3767077
299	P55	17Networks_LH_VisCent_ExStr_5	-0.6083225
300	P56	17Networks_LH_VisCent_ExStr_5	-0.160933
301	P57	17Networks_LH_VisCent_ExStr_5	-0.12474400000000002
302	P58	17Networks_LH_VisCent_ExStr_5	-0.16410639999999999
303	P59	17Networks_LH_VisCent_ExStr_5	-0.6945678000000001
304	P60	17Networks_LH_VisCent_ExStr_5	-0.544599
305	P00	17Networks_LH_VisCent_ExStr_6	0.472043
306	P01	17Networks_LH_VisCent_ExStr_6	0.5580740000000001
307	P02	17Networks_LH_VisCent_ExStr_6	0.325836
308	P03	17Networks_LH_VisCent_ExStr_6	0.09865000000000013
309	P04	17Networks_LH_VisCent_ExStr_6	0.09437600000000002
310	P05	17Networks_LH_VisCent_ExStr_6	-0.030357999999999996
311	P06	17Networks_LH_VisCent_ExStr_6	-0.15931999999999996
312	P07	17Networks_LH_VisCent_ExStr_6	0.2681459
313	P08	17Networks_LH_VisCent_ExStr_6	0.351895
314	P09	17Networks_LH_VisCent_ExStr_6	0.30456599999999995
315	P10	17Networks_LH_VisCent_ExStr_6	0.38754600000000006
316	P11	17Networks_LH_VisCent_ExStr_6	0.143704
317	P12	17Networks_LH_VisCent_ExStr_6	0.46477599999999997
318	P13	17Networks_LH_VisCent_ExStr_6	-0.05080499999999999
319	P14	17Networks_LH_VisCent_ExStr_6	4.013549
320	P15	17Networks_LH_VisCent_ExStr_6	0.191504
321	P16	17Networks_LH_VisCent_ExStr_6	-0.307701
322	P17	17Networks_LH_VisCent_ExStr_6	0.074017
323	P18	17Networks_LH_VisCent_ExStr_6	-0.16371900000000006
324	P19	17Networks_LH_VisCent_ExStr_6	0.02149200000000001
325	P20	17Networks_LH_VisCent_ExStr_6	-0.5007039999999999
326	P21	17Networks_LH_VisCent_ExStr_6	-0.10704
327	P22	17Networks_LH_VisCent_ExStr_6	-0.13495499999999994
328	P23	17Networks_LH_VisCent_ExStr_6	0.297361
329	P24	17Networks_LH_VisCent_ExStr_6	-0.42989199999999994
330	P25	17Networks_LH_VisCent_ExStr_6	0.242799
331	P26	17Networks_LH_VisCent_ExStr_6	0.222852
332	P27	17Networks_LH_VisCent_ExStr_6	0.250899
333	P28	17Networks_LH_VisCent_ExStr_6	0.238699
334	P29	17Networks_LH_VisCent_ExStr_6	0.263939
335	P30	17Networks_LH_VisCent_ExStr_6	0.6618930000000001
336	P31	17Networks_LH_VisCent_ExStr_6	-0.128751
337	P32	17Networks_LH_VisCent_ExStr_6	0.23420799999999997
338	P33	17Networks_LH_VisCent_ExStr_6	-0.7717936000000001
339	P34	17Networks_LH_VisCent_ExStr_6	0.027376100000000007
340	P35	17Networks_LH_VisCent_ExStr_6	-0.04020100000000004
341	P36	17Networks_LH_VisCent_ExStr_6	-0.5809577
342	P37	17Networks_LH_VisCent_ExStr_6	-0.120333
343	P38	17Networks_LH_VisCent_ExStr_6	-0.00019199999999996997
344	P39	17Networks_LH_VisCent_ExStr_6	0.07243299999999997
345	P40	17Networks_LH_VisCent_ExStr_6	-0.2531633
346	P41	17Networks_LH_VisCent_ExStr_6	-0.10071000000000002
347	P42	17Networks_LH_VisCent_ExStr_6	0.08916900000000005
348	P43	17Networks_LH_VisCent_ExStr_6	0.504318
349	P44	17Networks_LH_VisCent_ExStr_6	0.493689
350	P45	17Networks_LH_VisCent_ExStr_6	-0.26593500000000003
351	P46	17Networks_LH_VisCent_ExStr_6	0.0027610000000000134
352	P47	17Networks_LH_VisCent_ExStr_6	-0.311651
353	P48	17Networks_LH_VisCent_ExStr_6	0.364224
354	P49	17Networks_LH_VisCent_ExStr_6	-0.18027300000000002
355	P50	17Networks_LH_VisCent_ExStr_6	-0.19409200000000004
356	P51	17Networks_LH_VisCent_ExStr_6	-0.07904800000000001
357	P52	17Networks_LH_VisCent_ExStr_6	0.1650177
358	P53	17Networks_LH_VisCent_ExStr_6	0.8658129999999999
359	P54	17Networks_LH_VisCent_ExStr_6	0.36495
360	P55	17Networks_LH_VisCent_ExStr_6	1.4553219999999998
361	P56	17Networks_LH_VisCent_ExStr_6	0.16619700000000004
362	P57	17Networks_LH_VisCent_ExStr_6	0.235334
363	P58	17Networks_LH_VisCent_ExStr_6	-0.0062510000000000066
364	P59	17Networks_LH_VisCent_ExStr_6	-0.38457499999999994
365	P60	17Networks_LH_VisCent_ExStr_6	-0.30193400000000004
366	P00	17Networks_LH_VisCent_Striate_1	1.9064206000000001
367	P01	17Networks_LH_VisCent_Striate_1	-0.8893899999999999
368	P02	17Networks_LH_VisCent_Striate_1	-0.78057
369	P03	17Networks_LH_VisCent_Striate_1	-0.10623999999999989
370	P04	17Networks_LH_VisCent_Striate_1	1.0879940000000001
371	P05	17Networks_LH_VisCent_Striate_1	0.695705
372	P06	17Networks_LH_VisCent_Striate_1	-0.700995
373	P07	17Networks_LH_VisCent_Striate_1	-0.9700390000000001
374	P08	17Networks_LH_VisCent_Striate_1	0.6783480000000001
375	P09	17Networks_LH_VisCent_Striate_1	0.2795630000000001
376	P10	17Networks_LH_VisCent_Striate_1	-1.529144
377	P11	17Networks_LH_VisCent_Striate_1	0.150439
378	P12	17Networks_LH_VisCent_Striate_1	-0.179178
379	P13	17Networks_LH_VisCent_Striate_1	-0.6861
380	P14	17Networks_LH_VisCent_Striate_1	-0.7528549999999999
381	P15	17Networks_LH_VisCent_Striate_1	0.9677769999999999
382	P16	17Networks_LH_VisCent_Striate_1	0.652089
383	P17	17Networks_LH_VisCent_Striate_1	0.057069999999999954
384	P18	17Networks_LH_VisCent_Striate_1	-0.44718500000000005
385	P19	17Networks_LH_VisCent_Striate_1	0.18712300000000004
386	P20	17Networks_LH_VisCent_Striate_1	0.3188
387	P21	17Networks_LH_VisCent_Striate_1	-0.687511
388	P22	17Networks_LH_VisCent_Striate_1	0.20550500000000005
389	P23	17Networks_LH_VisCent_Striate_1	-0.9191445
390	P24	17Networks_LH_VisCent_Striate_1	-0.36557699999999993
391	P25	17Networks_LH_VisCent_Striate_1	-0.11125300000000005
392	P26	17Networks_LH_VisCent_Striate_1	-0.09123199999999992
393	P27	17Networks_LH_VisCent_Striate_1	0.790894
394	P28	17Networks_LH_VisCent_Striate_1	0.527775
395	P29	17Networks_LH_VisCent_Striate_1	0.6106683
396	P30	17Networks_LH_VisCent_Striate_1	0.153837
397	P31	17Networks_LH_VisCent_Striate_1	-0.6454369
398	P32	17Networks_LH_VisCent_Striate_1	0.26396300000000006
399	P33	17Networks_LH_VisCent_Striate_1	-0.159354
400	P34	17Networks_LH_VisCent_Striate_1	-0.05580000000000007
401	P35	17Networks_LH_VisCent_Striate_1	0.3396199999999998
402	P36	17Networks_LH_VisCent_Striate_1	3.14925
403	P37	17Networks_LH_VisCent_Striate_1	-0.48108500000000004
404	P38	17Networks_LH_VisCent_Striate_1	0.267659
405	P39	17Networks_LH_VisCent_Striate_1	-0.40858600000000006
406	P40	17Networks_LH_VisCent_Striate_1	-0.890216
407	P41	17Networks_LH_VisCent_Striate_1	-0.290401
408	P42	17Networks_LH_VisCent_Striate_1	-0.2616550000000001
409	P43	17Networks_LH_VisCent_Striate_1	0.255274
410	P44	17Networks_LH_VisCent_Striate_1	-0.511563
411	P45	17Networks_LH_VisCent_Striate_1	0.22772899999999996
412	P46	17Networks_LH_VisCent_Striate_1	-0.03567699999999996
413	P47	17Networks_LH_VisCent_Striate_1	-4.699308
414	P48	17Networks_LH_VisCent_Striate_1	0.6228600000000001
415	P49	17Networks_LH_VisCent_Striate_1	-0.317099
416	P50	17Networks_LH_VisCent_Striate_1	0.118232
417	P51	17Networks_LH_VisCent_Striate_1	0.457421
418	P52	17Networks_LH_VisCent_Striate_1	0.05510799999999999
419	P53	17Networks_LH_VisCent_Striate_1	1.080733
420	P54	17Networks_LH_VisCent_Striate_1	0.5024959999999999
421	P55	17Networks_LH_VisCent_Striate_1	-0.728337
422	P56	17Networks_LH_VisCent_Striate_1	0.7125469999999999
423	P57	17Networks_LH_VisCent_Striate_1	-0.013548000000000004
424	P58	17Networks_LH_VisCent_Striate_1	-0.03522800000000004
425	P59	17Networks_LH_VisCent_Striate_1	0.36598300000000006
