Type,ROI,Time,mean,sem,lower_bound,upper_bound
threat,Left CeMe Amygdala,11.2500,-0.1109,0.0356,-0.1814,-0.0404
threat,Left CeMe Amygdala,12.5000,-0.0762,0.0375,-0.1504,-0.0019
threat,Left CeMe Amygdala,13.7500,-0.0574,0.0396,-0.1359,0.0212
threat,Left CeMe Amygdala,15.0000,-0.0808,0.0371,-0.1545,-0.0072
threat,Left CeMe Amygdala,16.2500,-0.0425,0.0354,-0.1127,0.0277
threat,Left CeMe Amygdala,17.5000,0.0080,0.0334,-0.0583,0.0742
threat,Left CeMe Amygdala,18.7500,-0.0339,0.0355,-0.1043,0.0366
threat,Left CeMe Amygdala,20.0000,0.0052,0.0326,-0.0593,0.0697
threat,Left Hypothalamus,0.0000,-0.0111,0.0414,-0.0932,0.0710
threat,Left Hypothalamus,1.2500,0.0115,0.0413,-0.0704,0.0934
threat,Left Hypothalamus,2.5000,-0.0557,0.0408,-0.1366,0.0253
threat,Left Hypothalamus,3.7500,0.0664,0.0438,-0.0203,0.1532
threat,Left Hypothalamus,5.0000,0.1106,0.0440,0.0234,0.1979
threat,Left Hypothalamus,6.2500,0.0797,0.0465,-0.0126,0.1719
threat,Left Hypothalamus,7.5000,0.1011,0.0574,-0.0126,0.2148
threat,Left Hypothalamus,8.7500,0.1080,0.0546,-0.0001,0.2162
threat,Left Hypothalamus,10.0000,-0.0154,0.0468,-0.1082,0.0773
threat,Left Hypothalamus,11.2500,0.0161,0.0434,-0.0700,0.1022
threat,Left Hypothalamus,12.5000,0.0333,0.0559,-0.0775,0.1441
threat,Left Hypothalamus,13.7500,0.0106,0.0462,-0.0809,0.1021
threat,Left Hypothalamus,15.0000,0.0011,0.0418,-0.0818,0.0840
threat,Left Hypothalamus,16.2500,0.0344,0.0382,-0.0413,0.1102
threat,Left Hypothalamus,17.5000,-0.0078,0.0453,-0.0975,0.0820
threat,Left Hypothalamus,18.7500,0.0162,0.0424,-0.0679,0.1002
threat,Left Hypothalamus,20.0000,-0.0161,0.0406,-0.0965,0.0644
threat,Left MidPost Insula,0.0000,-0.0119,0.0085,-0.0288,0.0049
threat,Left MidPost Insula,1.2500,-0.0318,0.0110,-0.0537,-0.0100
threat,Left MidPost Insula,2.5000,-0.0392,0.0134,-0.0658,-0.0127
threat,Left MidPost Insula,3.7500,-0.0099,0.0159,-0.0414,0.0216
threat,Left MidPost Insula,5.0000,0.0155,0.0161,-0.0165,0.0474
threat,Left MidPost Insula,6.2500,-0.0131,0.0165,-0.0459,0.0197
threat,Left MidPost Insula,7.5000,-0.0388,0.0175,-0.0736,-0.0040
threat,Left MidPost Insula,8.7500,-0.0536,0.0172,-0.0877,-0.0195
threat,Left MidPost Insula,10.0000,-0.0650,0.0165,-0.0978,-0.0323
threat,Left MidPost Insula,11.2500,-0.0662,0.0164,-0.0987,-0.0337
threat,Left MidPost Insula,12.5000,-0.0618,0.0148,-0.0911,-0.0325
threat,Left MidPost Insula,13.7500,-0.0540,0.0134,-0.0807,-0.0274
threat,Left MidPost Insula,15.0000,-0.0492,0.0133,-0.0755,-0.0229
threat,Left MidPost Insula,16.2500,-0.0332,0.0130,-0.0590,-0.0074
threat,Left MidPost Insula,17.5000,-0.0304,0.0118,-0.0538,-0.0071
threat,Left MidPost Insula,18.7500,-0.0175,0.0124,-0.0422,0.0072
threat,Left MidPost Insula,20.0000,0.0317,0.0101,0.0117,0.0516
threat,Left PAG,0.0000,-0.0666,0.0285,-0.1230,-0.0102
threat,Left PAG,1.2500,-0.0204,0.0311,-0.0820,0.0413
threat,Left PAG,2.5000,0.0032,0.0302,-0.0567,0.0632
threat,Left PAG,3.7500,0.0191,0.0329,-0.0460,0.0842
threat,Left PAG,5.0000,0.0291,0.0357,-0.0417,0.0999
threat,Left PAG,6.2500,0.0377,0.0341,-0.0299,0.1053
threat,Left PAG,7.5000,-0.0361,0.0304,-0.0963,0.0241
threat,Left PAG,8.7500,-0.0110,0.0331,-0.0765,0.0546
threat,Left PAG,10.0000,-0.0603,0.0367,-0.1331,0.0124
threat,Left PAG,11.2500,-0.0461,0.0349,-0.1153,0.0231
threat,Left PAG,12.5000,-0.0142,0.0318,-0.0773,0.0489
threat,Left PAG,13.7500,0.0067,0.0334,-0.0595,0.0728
threat,Left PAG,15.0000,-0.0261,0.0312,-0.0880,0.0358
threat,Left PAG,16.2500,-0.0683,0.0327,-0.1332,-0.0034
threat,Left PAG,17.5000,-0.0504,0.0361,-0.1220,0.0212
threat,Left PAG,18.7500,-0.0569,0.0328,-0.1220,0.0082
threat,Left PAG,20.0000,0.1340,0.0376,0.0595,0.2085
threat,Left Posterior Caudate,0.0000,-0.0392,0.0114,-0.0618,-0.0166
threat,Left Posterior Caudate,1.2500,-0.0945,0.0149,-0.1240,-0.0651
threat,Left Posterior Caudate,2.5000,-0.1531,0.0198,-0.1924,-0.1138
threat,Left Posterior Caudate,3.7500,-0.1722,0.0248,-0.2213,-0.1231
threat,Left Posterior Caudate,5.0000,-0.1512,0.0280,-0.2066,-0.0958
threat,Left Posterior Caudate,6.2500,-0.0977,0.0287,-0.1546,-0.0409
threat,Left Posterior Caudate,7.5000,-0.0828,0.0282,-0.1387,-0.0269
threat,Left Posterior Caudate,8.7500,-0.0625,0.0259,-0.1138,-0.0112
threat,Left Posterior Caudate,10.0000,-0.0396,0.0243,-0.0878,0.0086
threat,Left Posterior Caudate,11.2500,-0.0236,0.0238,-0.0708,0.0235
threat,Left Posterior Caudate,12.5000,-0.0241,0.0236,-0.0708,0.0226
threat,Left Posterior Caudate,13.7500,-0.0264,0.0218,-0.0697,0.0169
threat,Left Posterior Caudate,15.0000,-0.0312,0.0222,-0.0752,0.0128
threat,Left Posterior Caudate,16.2500,-0.0155,0.0221,-0.0593,0.0283
threat,Left Posterior Caudate,17.5000,-0.0257,0.0197,-0.0648,0.0135
threat,Left Posterior Caudate,18.7500,-0.0170,0.0212,-0.0590,0.0250
threat,Left Posterior Caudate,20.0000,0.0024,0.0174,-0.0321,0.0370
threat,Left Posterior Putamen,0.0000,-0.0603,0.0143,-0.0886,-0.0321
threat,Left Posterior Putamen,1.2500,-0.0927,0.0187,-0.1297,-0.0557
threat,Left Posterior Putamen,2.5000,-0.1560,0.0246,-0.2048,-0.1072
threat,Left Posterior Putamen,3.7500,-0.1433,0.0284,-0.1996,-0.0869
threat,Left Posterior Putamen,5.0000,-0.0861,0.0311,-0.1477,-0.0244
threat,Left Posterior Putamen,6.2500,-0.0859,0.0309,-0.1471,-0.0247
threat,Left Posterior Putamen,7.5000,-0.0835,0.0304,-0.1437,-0.0233
threat,Left Posterior Putamen,8.7500,-0.0895,0.0265,-0.1420,-0.0369
threat,Left Posterior Putamen,10.0000,-0.0896,0.0243,-0.1378,-0.0414
threat,Left Posterior Putamen,11.2500,-0.0896,0.0259,-0.1409,-0.0382
threat,Left Posterior Putamen,12.5000,-0.0834,0.0241,-0.1311,-0.0357
threat,Left Posterior Putamen,13.7500,-0.0618,0.0256,-0.1125,-0.0110
threat,Left Posterior Putamen,15.0000,-0.0480,0.0257,-0.0989,0.0029
threat,Left Posterior Putamen,16.2500,-0.0408,0.0236,-0.0875,0.0060
threat,Left Posterior Putamen,17.5000,-0.0435,0.0237,-0.0904,0.0034
threat,Left Posterior Putamen,18.7500,-0.0148,0.0235,-0.0614,0.0318
threat,Left Posterior Putamen,20.0000,0.1065,0.0211,0.0648,0.1483
threat,Left Posterior Thalamus,0.0000,-0.0343,0.0102,-0.0545,-0.0141
threat,Left Posterior Thalamus,1.2500,-0.0611,0.0114,-0.0838,-0.0384
threat,Left Posterior Thalamus,2.5000,-0.0658,0.0113,-0.0882,-0.0433
threat,Left Posterior Thalamus,3.7500,-0.0129,0.0136,-0.0400,0.0141
threat,Left Posterior Thalamus,5.0000,0.0200,0.0154,-0.0104,0.0505
threat,Left Posterior Thalamus,6.2500,-0.0072,0.0154,-0.0378,0.0234
threat,Left Posterior Thalamus,7.5000,-0.0535,0.0166,-0.0864,-0.0206
threat,Left Posterior Thalamus,8.7500,-0.0853,0.0164,-0.1178,-0.0527
threat,Left Posterior Thalamus,10.0000,-0.1199,0.0171,-0.1537,-0.0861
threat,Left Posterior Thalamus,11.2500,-0.1016,0.0175,-0.1364,-0.0669
threat,Left Posterior Thalamus,12.5000,-0.0932,0.0158,-0.1246,-0.0619
threat,Left Posterior Thalamus,13.7500,-0.0723,0.0150,-0.1021,-0.0425
threat,Left Posterior Thalamus,15.0000,-0.0669,0.0162,-0.0990,-0.0348
threat,Left Posterior Thalamus,16.2500,-0.0329,0.0157,-0.0639,-0.0018
threat,Left Posterior Thalamus,17.5000,-0.0433,0.0153,-0.0736,-0.0131
threat,Left Posterior Thalamus,18.7500,0.0026,0.0157,-0.0286,0.0337
threat,Left Posterior Thalamus,20.0000,0.0908,0.0140,0.0631,0.1185
threat,Left Ventral Striatum,0.0000,-0.0349,0.0147,-0.0640,-0.0058
threat,Left Ventral Striatum,1.2500,-0.0586,0.0178,-0.0939,-0.0233
threat,Left Ventral Striatum,2.5000,-0.0911,0.0198,-0.1302,-0.0519
threat,Left Ventral Striatum,3.7500,-0.0247,0.0222,-0.0687,0.0193
threat,Left Ventral Striatum,5.0000,-0.0234,0.0223,-0.0676,0.0208
threat,Left Ventral Striatum,6.2500,-0.0485,0.0226,-0.0932,-0.0037
threat,Left Ventral Striatum,7.5000,-0.0768,0.0212,-0.1189,-0.0347
threat,Left Ventral Striatum,8.7500,-0.0960,0.0221,-0.1398,-0.0521
threat,Left Ventral Striatum,10.0000,-0.1127,0.0224,-0.1572,-0.0683
threat,Left Ventral Striatum,11.2500,-0.0788,0.0243,-0.1270,-0.0306
threat,Left Ventral Striatum,12.5000,-0.0898,0.0238,-0.1369,-0.0426
threat,Left Ventral Striatum,13.7500,-0.0896,0.0219,-0.1331,-0.0461
threat,Left Ventral Striatum,15.0000,-0.0643,0.0218,-0.1075,-0.0211
threat,Left Ventral Striatum,16.2500,-0.0450,0.0220,-0.0885,-0.0014
threat,Left Ventral Striatum,17.5000,-0.0261,0.0231,-0.0719,0.0197
threat,Left Ventral Striatum,18.7500,-0.0359,0.0227,-0.0809,0.0091
threat,Left Ventral Striatum,20.0000,0.0305,0.0181,-0.0055,0.0664
threat,PCC,0.0000,-0.0001,0.0197,-0.0391,0.0389
threat,PCC,1.2500,-0.0411,0.0243,-0.0894,0.0072
threat,PCC,2.5000,-0.1070,0.0316,-0.1697,-0.0444
threat,PCC,3.7500,-0.1016,0.0375,-0.1759,-0.0273
threat,PCC,5.0000,-0.1418,0.0408,-0.2227,-0.0609
threat,PCC,6.2500,-0.1395,0.0419,-0.2225,-0.0564
threat,PCC,7.5000,-0.2356,0.0462,-0.3272,-0.1439
threat,PCC,8.7500,-0.2606,0.0466,-0.3530,-0.1681
threat,PCC,10.0000,-0.2514,0.0420,-0.3347,-0.1681
threat,PCC,11.2500,-0.2196,0.0435,-0.3058,-0.1334
threat,PCC,12.5000,-0.1939,0.0454,-0.2840,-0.1039
threat,PCC,13.7500,-0.1666,0.0442,-0.2543,-0.0789
threat,PCC,15.0000,-0.1425,0.0381,-0.2180,-0.0670
threat,PCC,16.2500,-0.1208,0.0375,-0.1951,-0.0465
threat,PCC,17.5000,-0.0878,0.0370,-0.1612,-0.0144
threat,PCC,18.7500,-0.0753,0.0319,-0.1385,-0.0121
threat,PCC,20.0000,-0.0230,0.0257,-0.0740,0.0280
threat,PCC/precuneus,0.0000,-0.0372,0.0245,-0.0859,0.0114
threat,PCC/precuneus,1.2500,-0.0269,0.0339,-0.0942,0.0403
threat,PCC/precuneus,2.5000,-0.0788,0.0411,-0.1603,0.0027
threat,PCC/precuneus,3.7500,-0.1530,0.0494,-0.2509,-0.0550
threat,PCC/precuneus,5.0000,-0.2688,0.0517,-0.3712,-0.1663
threat,PCC/precuneus,6.2500,-0.3717,0.0517,-0.4742,-0.2693
threat,PCC/precuneus,7.5000,-0.4089,0.0480,-0.5040,-0.3138
threat,PCC/precuneus,8.7500,-0.3981,0.0480,-0.4932,-0.3030
threat,PCC/precuneus,10.0000,-0.3216,0.0501,-0.4210,-0.2223
threat,PCC/precuneus,11.2500,-0.2549,0.0522,-0.3584,-0.1514
threat,PCC/precuneus,12.5000,-0.1919,0.0508,-0.2925,-0.0912
threat,PCC/precuneus,13.7500,-0.1572,0.0489,-0.2541,-0.0602
threat,PCC/precuneus,15.0000,-0.1277,0.0471,-0.2211,-0.0343
threat,PCC/precuneus,16.2500,-0.0746,0.0436,-0.1611,0.0119
threat,PCC/precuneus,17.5000,-0.0864,0.0400,-0.1657,-0.0070
threat,PCC/precuneus,18.7500,-0.0356,0.0371,-0.1091,0.0379
threat,PCC/precuneus,20.0000,-0.0515,0.0292,-0.1093,0.0064
threat,Right AntDorsal Insula,0.0000,-0.0325,0.0097,-0.0518,-0.0132
threat,Right AntDorsal Insula,1.2500,-0.0632,0.0114,-0.0858,-0.0405
threat,Right AntDorsal Insula,2.5000,-0.0380,0.0146,-0.0670,-0.0090
threat,Right AntDorsal Insula,3.7500,0.0628,0.0152,0.0326,0.0930
threat,Right AntDorsal Insula,5.0000,0.1291,0.0166,0.0961,0.1620
threat,Right AntDorsal Insula,6.2500,0.1121,0.0165,0.0794,0.1449
threat,Right AntDorsal Insula,7.5000,0.0722,0.0159,0.0407,0.1038
threat,Right AntDorsal Insula,8.7500,0.0469,0.0158,0.0157,0.0782
threat,Right AntDorsal Insula,10.0000,0.0270,0.0165,-0.0057,0.0597
threat,Right AntDorsal Insula,11.2500,0.0134,0.0169,-0.0200,0.0468
threat,Right AntDorsal Insula,12.5000,-0.0002,0.0166,-0.0330,0.0327
threat,Right AntDorsal Insula,13.7500,-0.0021,0.0154,-0.0326,0.0284
threat,Right AntDorsal Insula,15.0000,0.0088,0.0156,-0.0222,0.0398
threat,Right AntDorsal Insula,16.2500,0.0090,0.0165,-0.0238,0.0417
threat,Right AntDorsal Insula,17.5000,-0.0151,0.0150,-0.0449,0.0146
threat,Right AntDorsal Insula,18.7500,0.0223,0.0143,-0.0060,0.0506
threat,Right AntDorsal Insula,20.0000,0.1070,0.0121,0.0830,0.1311
threat,Right AntVentral Insula,0.0000,-0.0392,0.0139,-0.0667,-0.0118
threat,Right AntVentral Insula,1.2500,-0.0276,0.0190,-0.0652,0.0100
threat,Right AntVentral Insula,2.5000,-0.0397,0.0225,-0.0844,0.0050
threat,Right AntVentral Insula,3.7500,0.0342,0.0238,-0.0130,0.0815
threat,Right AntVentral Insula,5.0000,0.0828,0.0239,0.0355,0.1300
threat,Right AntVentral Insula,6.2500,0.0743,0.0228,0.0291,0.1195
threat,Right AntVentral Insula,7.5000,0.0506,0.0235,0.0040,0.0971
threat,Right AntVentral Insula,8.7500,0.0172,0.0229,-0.0281,0.0625
threat,Right AntVentral Insula,10.0000,0.0169,0.0226,-0.0278,0.0617
threat,Right AntVentral Insula,11.2500,0.0009,0.0213,-0.0413,0.0432
threat,Right AntVentral Insula,12.5000,0.0172,0.0210,-0.0245,0.0588
threat,Right AntVentral Insula,13.7500,0.0093,0.0198,-0.0299,0.0485
threat,Right AntVentral Insula,15.0000,-0.0035,0.0191,-0.0413,0.0343
threat,Right AntVentral Insula,16.2500,0.0079,0.0201,-0.0319,0.0477
threat,Right AntVentral Insula,17.5000,-0.0085,0.0189,-0.0459,0.0289
threat,Right AntVentral Insula,18.7500,0.0405,0.0221,-0.0034,0.0844
threat,Right AntVentral Insula,20.0000,0.1311,0.0184,0.0947,0.1675
threat,Right Anterior Caudate,0.0000,-0.0411,0.0097,-0.0604,-0.0219
threat,Right Anterior Caudate,1.2500,-0.0766,0.0142,-0.1049,-0.0484
threat,Right Anterior Caudate,2.5000,-0.0889,0.0173,-0.1231,-0.0546
threat,Right Anterior Caudate,3.7500,-0.0244,0.0214,-0.0668,0.0179
threat,Right Anterior Caudate,5.0000,0.0262,0.0239,-0.0212,0.0736
threat,Right Anterior Caudate,6.2500,0.0244,0.0261,-0.0274,0.0762
threat,Right Anterior Caudate,7.5000,0.0051,0.0245,-0.0434,0.0537
threat,Right Anterior Caudate,8.7500,-0.0081,0.0226,-0.0528,0.0367
threat,Right Anterior Caudate,10.0000,-0.0359,0.0216,-0.0788,0.0069
threat,Right Anterior Caudate,11.2500,-0.0298,0.0222,-0.0738,0.0143
threat,Right Anterior Caudate,12.5000,-0.0369,0.0201,-0.0768,0.0029
threat,Right Anterior Caudate,13.7500,-0.0412,0.0197,-0.0802,-0.0022
threat,Right Anterior Caudate,15.0000,-0.0329,0.0201,-0.0727,0.0070
threat,Right Anterior Caudate,16.2500,-0.0107,0.0190,-0.0484,0.0270
threat,Right Anterior Caudate,17.5000,-0.0186,0.0190,-0.0564,0.0191
threat,Right Anterior Caudate,18.7500,-0.0015,0.0185,-0.0382,0.0353
threat,Right Anterior Caudate,20.0000,0.0340,0.0141,0.0060,0.0619
threat,Right Anterior MCC,0.0000,-0.0334,0.0101,-0.0534,-0.0134
threat,Right Anterior MCC,1.2500,-0.0639,0.0152,-0.0940,-0.0337
threat,Right Anterior MCC,2.5000,-0.0620,0.0190,-0.0997,-0.0244
threat,Right Anterior MCC,3.7500,0.0970,0.0241,0.0493,0.1446
threat,Right Anterior MCC,5.0000,0.2089,0.0282,0.1530,0.2647
threat,Right Anterior MCC,6.2500,0.2013,0.0298,0.1423,0.2604
threat,Right Anterior MCC,7.5000,0.1271,0.0297,0.0683,0.1859
threat,Right Anterior MCC,8.7500,0.0507,0.0266,-0.0020,0.1034
threat,Right Anterior MCC,10.0000,-0.0100,0.0250,-0.0595,0.0396
threat,Right Anterior MCC,11.2500,-0.0374,0.0242,-0.0853,0.0105
threat,Right Anterior MCC,12.5000,-0.0476,0.0237,-0.0946,-0.0007
threat,Right Anterior MCC,13.7500,-0.0449,0.0209,-0.0862,-0.0036
threat,Right Anterior MCC,15.0000,-0.0561,0.0198,-0.0953,-0.0170
threat,Right Anterior MCC,16.2500,-0.0464,0.0202,-0.0864,-0.0064
threat,Right Anterior MCC,17.5000,-0.0575,0.0202,-0.0976,-0.0174
threat,Right Anterior MCC,18.7500,-0.0636,0.0201,-0.1036,-0.0237
threat,Right Anterior MCC,20.0000,0.0513,0.0158,0.0199,0.0826
threat,Right Anterior Putamen,0.0000,-0.0255,0.0094,-0.0441,-0.0069
threat,Right Anterior Putamen,1.2500,-0.0636,0.0126,-0.0886,-0.0386
threat,Right Anterior Putamen,2.5000,-0.0756,0.0156,-0.1065,-0.0446
threat,Right Anterior Putamen,3.7500,-0.0211,0.0183,-0.0574,0.0152
threat,Right Anterior Putamen,5.0000,0.0516,0.0196,0.0127,0.0905
threat,Right Anterior Putamen,6.2500,0.0553,0.0196,0.0163,0.0942
threat,Right Anterior Putamen,7.5000,0.0430,0.0185,0.0063,0.0797
threat,Right Anterior Putamen,8.7500,0.0280,0.0171,-0.0059,0.0619
threat,Right Anterior Putamen,10.0000,0.0198,0.0163,-0.0125,0.0521
threat,Right Anterior Putamen,11.2500,0.0079,0.0168,-0.0253,0.0411
threat,Right Anterior Putamen,12.5000,0.0061,0.0157,-0.0249,0.0372
threat,Right Anterior Putamen,13.7500,0.0110,0.0161,-0.0210,0.0430
threat,Right Anterior Putamen,15.0000,0.0098,0.0167,-0.0234,0.0429
threat,Right Anterior Putamen,16.2500,0.0179,0.0160,-0.0138,0.0497
threat,Right Anterior Putamen,17.5000,0.0017,0.0157,-0.0295,0.0329
threat,Right Anterior Putamen,18.7500,-0.0148,0.0157,-0.0460,0.0163
threat,Right Anterior Putamen,20.0000,0.0510,0.0128,0.0257,0.0763
threat,Right Anterior Thalamus,0.0000,-0.0334,0.0098,-0.0529,-0.0140
threat,Right Anterior Thalamus,1.2500,-0.0873,0.0134,-0.1138,-0.0609
threat,Right Anterior Thalamus,2.5000,-0.1115,0.0166,-0.1444,-0.0785
threat,Right Anterior Thalamus,3.7500,-0.0498,0.0196,-0.0887,-0.0109
threat,Right Anterior Thalamus,5.0000,0.0235,0.0238,-0.0236,0.0706
threat,Right Anterior Thalamus,6.2500,0.0526,0.0260,0.0011,0.1042
threat,Right Anterior Thalamus,7.5000,0.0110,0.0279,-0.0443,0.0663
threat,Right Anterior Thalamus,8.7500,-0.0080,0.0260,-0.0595,0.0435
threat,Right Anterior Thalamus,10.0000,-0.0460,0.0232,-0.0921,0.0001
threat,Right Anterior Thalamus,11.2500,-0.0687,0.0257,-0.1196,-0.0178
threat,Right Anterior Thalamus,12.5000,-0.0831,0.0217,-0.1260,-0.0401
threat,Right Anterior Thalamus,13.7500,-0.0877,0.0205,-0.1284,-0.0471
threat,Right Anterior Thalamus,15.0000,-0.0790,0.0200,-0.1187,-0.0394
threat,Right Anterior Thalamus,16.2500,-0.0695,0.0185,-0.1062,-0.0329
threat,Right Anterior Thalamus,17.5000,-0.0720,0.0176,-0.1069,-0.0371
threat,Right Anterior Thalamus,18.7500,-0.0437,0.0183,-0.0799,-0.0076
threat,Right Anterior Thalamus,20.0000,0.0242,0.0150,-0.0056,0.0540
threat,Right BLBM Amygdala,0.0000,-0.0047,0.0242,-0.0527,0.0432
threat,Right BLBM Amygdala,1.2500,0.0125,0.0477,-0.0820,0.1071
threat,Right BLBM Amygdala,2.5000,0.0252,0.0391,-0.0523,0.1026
threat,Right BLBM Amygdala,3.7500,0.0434,0.0382,-0.0324,0.1192
threat,Right BLBM Amygdala,5.0000,-0.0251,0.0368,-0.0982,0.0479
threat,Right BLBM Amygdala,6.2500,-0.0485,0.0359,-0.1196,0.0226
threat,Right BLBM Amygdala,7.5000,0.0358,0.0755,-0.1139,0.1855
threat,Right BLBM Amygdala,8.7500,-0.0804,0.0345,-0.1488,-0.0120
threat,Right BLBM Amygdala,10.0000,-0.0006,0.0478,-0.0954,0.0942
threat,Right BLBM Amygdala,11.2500,-0.0291,0.0461,-0.1205,0.0622
threat,Right BLBM Amygdala,12.5000,-0.0623,0.0388,-0.1393,0.0146
threat,Right BLBM Amygdala,13.7500,-0.0261,0.0288,-0.0831,0.0309
threat,Right BLBM Amygdala,15.0000,0.0152,0.0419,-0.0678,0.0982
threat,Right BLBM Amygdala,16.2500,-0.0289,0.0335,-0.0953,0.0375
threat,Right BLBM Amygdala,17.5000,0.0327,0.0515,-0.0693,0.1347
threat,Right BLBM Amygdala,18.7500,0.0486,0.0401,-0.0308,0.1281
threat,Right BLBM Amygdala,20.0000,0.0589,0.0379,-0.0161,0.1340
threat,Right BST,0.0000,-0.0836,0.0385,-0.1600,-0.0073
threat,Right BST,1.2500,-0.0996,0.0372,-0.1733,-0.0259
threat,Right BST,2.5000,-0.0470,0.0465,-0.1392,0.0451
threat,Right BST,3.7500,0.0690,0.0467,-0.0235,0.1616
threat,Right BST,5.0000,0.2451,0.0524,0.1411,0.3490
threat,Right BST,6.2500,0.1512,0.0536,0.0449,0.2574
threat,Right BST,7.5000,0.0985,0.0494,0.0007,0.1964
threat,Right BST,8.7500,0.0201,0.0470,-0.0730,0.1132
threat,Right BST,10.0000,-0.0334,0.0469,-0.1264,0.0597
threat,Right BST,11.2500,-0.1112,0.0514,-0.2130,-0.0094
threat,Right BST,12.5000,-0.1175,0.0479,-0.2125,-0.0225
threat,Right BST,13.7500,-0.1580,0.0492,-0.2556,-0.0604
threat,Right BST,15.0000,-0.0780,0.0488,-0.1748,0.0188
threat,Right BST,16.2500,-0.0549,0.0550,-0.1640,0.0542
threat,Right BST,17.5000,-0.0367,0.0560,-0.1478,0.0743
threat,Right BST,18.7500,-0.0328,0.0449,-0.1219,0.0562
threat,Right BST,20.0000,0.0984,0.0439,0.0114,0.1853
threat,Right CeMe Amygdala,0.0000,-0.0603,0.0243,-0.1084,-0.0122
threat,Right CeMe Amygdala,1.2500,-0.0661,0.0307,-0.1270,-0.0052
threat,Right CeMe Amygdala,2.5000,-0.0687,0.0315,-0.1311,-0.0062
threat,Right CeMe Amygdala,3.7500,-0.0520,0.0298,-0.1111,0.0071
threat,Right CeMe Amygdala,5.0000,-0.0520,0.0303,-0.1121,0.0081
threat,Right CeMe Amygdala,6.2500,-0.0458,0.0318,-0.1089,0.0173
threat,Right CeMe Amygdala,7.5000,-0.1069,0.0300,-0.1664,-0.0473
threat,Right CeMe Amygdala,8.7500,-0.1409,0.0308,-0.2021,-0.0798
threat,Right CeMe Amygdala,10.0000,-0.1181,0.0310,-0.1796,-0.0567
threat,Right CeMe Amygdala,11.2500,-0.1201,0.0343,-0.1881,-0.0521
threat,Right CeMe Amygdala,12.5000,-0.1142,0.0331,-0.1798,-0.0485
threat,Right CeMe Amygdala,13.7500,-0.1141,0.0356,-0.1847,-0.0435
threat,Right CeMe Amygdala,15.0000,-0.0457,0.0320,-0.1092,0.0178
threat,Right CeMe Amygdala,16.2500,-0.0537,0.0328,-0.1187,0.0113
threat,Right CeMe Amygdala,17.5000,-0.0245,0.0301,-0.0841,0.0350
threat,Right CeMe Amygdala,18.7500,-0.0677,0.0336,-0.1344,-0.0011
threat,Right CeMe Amygdala,20.0000,-0.0165,0.0302,-0.0763,0.0433
threat,Right Hypothalamus,0.0000,0.0044,0.0391,-0.0731,0.0818
threat,Right Hypothalamus,1.2500,-0.0016,0.0346,-0.0703,0.0670
threat,Right Hypothalamus,2.5000,0.0043,0.0549,-0.1045,0.1132
threat,Right Hypothalamus,3.7500,0.1099,0.0429,0.0249,0.1949
threat,Right Hypothalamus,5.0000,0.0095,0.0462,-0.0821,0.1012
threat,Right Hypothalamus,6.2500,0.0481,0.0419,-0.0351,0.1312
threat,Right Hypothalamus,7.5000,0.0276,0.0441,-0.0599,0.1151
threat,Right Hypothalamus,8.7500,0.0818,0.0598,-0.0367,0.2003
threat,Right Hypothalamus,10.0000,0.0574,0.0431,-0.0280,0.1428
threat,Right Hypothalamus,11.2500,-0.0125,0.0528,-0.1173,0.0922
threat,Right Hypothalamus,12.5000,-0.0224,0.0513,-0.1240,0.0793
threat,Right Hypothalamus,13.7500,0.0131,0.0496,-0.0851,0.1114
threat,Right Hypothalamus,15.0000,-0.0173,0.0465,-0.1094,0.0749
threat,Right Hypothalamus,16.2500,-0.0821,0.0418,-0.1650,0.0009
threat,Right Hypothalamus,17.5000,-0.0461,0.0449,-0.1352,0.0429
threat,Right Hypothalamus,18.7500,-0.0198,0.0400,-0.0992,0.0595
threat,Right Hypothalamus,20.0000,0.0163,0.0370,-0.0569,0.0896
threat,Right MidPost Insula,0.0000,-0.0195,0.0089,-0.0372,-0.0018
threat,Right MidPost Insula,1.2500,-0.0475,0.0127,-0.0727,-0.0223
threat,Right MidPost Insula,2.5000,-0.0545,0.0152,-0.0847,-0.0243
threat,Right MidPost Insula,3.7500,-0.0343,0.0174,-0.0687,0.0001
threat,Right MidPost Insula,5.0000,0.0109,0.0179,-0.0246,0.0463
threat,Right MidPost Insula,6.2500,0.0013,0.0190,-0.0364,0.0391
threat,Right MidPost Insula,7.5000,-0.0351,0.0196,-0.0739,0.0038
threat,Right MidPost Insula,8.7500,-0.0419,0.0185,-0.0786,-0.0052
threat,Right MidPost Insula,10.0000,-0.0532,0.0181,-0.0891,-0.0172
threat,Right MidPost Insula,11.2500,-0.0523,0.0167,-0.0854,-0.0192
threat,Right MidPost Insula,12.5000,-0.0453,0.0157,-0.0765,-0.0142
threat,Right MidPost Insula,13.7500,-0.0350,0.0143,-0.0633,-0.0067
threat,Right MidPost Insula,15.0000,-0.0332,0.0143,-0.0617,-0.0048
threat,Right MidPost Insula,16.2500,-0.0195,0.0141,-0.0474,0.0083
threat,Right MidPost Insula,17.5000,-0.0189,0.0132,-0.0450,0.0073
threat,Right MidPost Insula,18.7500,-0.0123,0.0137,-0.0394,0.0147
threat,Right MidPost Insula,20.0000,0.0350,0.0100,0.0152,0.0548
