Type,ROI,Time,mean,sem,lower_bound,upper_bound
safe,ACC,0.0000,-0.0177,0.0105,-0.0385,0.0030
safe,ACC,1.2500,-0.0423,0.0129,-0.0679,-0.0167
safe,ACC,2.5000,-0.0273,0.0172,-0.0614,0.0068
safe,ACC,3.7500,-0.0157,0.0180,-0.0514,0.0200
safe,ACC,5.0000,-0.0095,0.0187,-0.0465,0.0276
safe,ACC,6.2500,-0.0271,0.0182,-0.0631,0.0089
safe,ACC,7.5000,-0.0374,0.0169,-0.0710,-0.0039
safe,ACC,8.7500,-0.0426,0.0180,-0.0782,-0.0069
safe,ACC,10.0000,-0.0368,0.0170,-0.0706,-0.0030
safe,ACC,11.2500,-0.0365,0.0165,-0.0692,-0.0038
safe,ACC,12.5000,-0.0285,0.0157,-0.0596,0.0026
safe,ACC,13.7500,-0.0246,0.0166,-0.0575,0.0084
safe,ACC,15.0000,-0.0171,0.0179,-0.0526,0.0183
safe,ACC,16.2500,0.0163,0.0177,-0.0188,0.0514
safe,ACC,17.5000,0.0131,0.0170,-0.0206,0.0468
safe,ACC,18.7500,-0.0075,0.0149,-0.0370,0.0220
safe,ACC,20.0000,0.0165,0.0116,-0.0064,0.0395
safe,Left AntDorsal Insula,0.0000,-0.0288,0.0113,-0.0512,-0.0064
safe,Left AntDorsal Insula,1.2500,-0.0187,0.0129,-0.0442,0.0069
safe,Left AntDorsal Insula,2.5000,0.0131,0.0117,-0.0102,0.0363
safe,Left AntDorsal Insula,3.7500,0.0659,0.0129,0.0402,0.0915
safe,Left AntDorsal Insula,5.0000,0.0800,0.0128,0.0545,0.1055
safe,Left AntDorsal Insula,6.2500,0.0495,0.0135,0.0228,0.0762
safe,Left AntDorsal Insula,7.5000,0.0360,0.0128,0.0106,0.0614
safe,Left AntDorsal Insula,8.7500,0.0118,0.0132,-0.0143,0.0380
safe,Left AntDorsal Insula,10.0000,-0.0002,0.0136,-0.0272,0.0267
safe,Left AntDorsal Insula,11.2500,0.0040,0.0131,-0.0221,0.0300
safe,Left AntDorsal Insula,12.5000,-0.0054,0.0129,-0.0311,0.0202
safe,Left AntDorsal Insula,13.7500,-0.0091,0.0128,-0.0345,0.0163
safe,Left AntDorsal Insula,15.0000,-0.0002,0.0129,-0.0258,0.0253
safe,Left AntDorsal Insula,16.2500,-0.0061,0.0136,-0.0331,0.0208
safe,Left AntDorsal Insula,17.5000,-0.0097,0.0132,-0.0359,0.0164
safe,Left AntDorsal Insula,18.7500,0.0003,0.0122,-0.0240,0.0246
safe,Left AntDorsal Insula,20.0000,0.0630,0.0111,0.0410,0.0850
safe,Left AntVentral Insula,0.0000,-0.0131,0.0166,-0.0460,0.0198
safe,Left AntVentral Insula,1.2500,-0.0178,0.0178,-0.0532,0.0175
safe,Left AntVentral Insula,2.5000,0.0170,0.0176,-0.0179,0.0519
safe,Left AntVentral Insula,3.7500,0.0629,0.0187,0.0259,0.1000
safe,Left AntVentral Insula,5.0000,0.0691,0.0237,0.0221,0.1160
safe,Left AntVentral Insula,6.2500,0.0616,0.0218,0.0185,0.1047
safe,Left AntVentral Insula,7.5000,0.0261,0.0230,-0.0194,0.0716
safe,Left AntVentral Insula,8.7500,0.0172,0.0208,-0.0240,0.0584
safe,Left AntVentral Insula,10.0000,0.0139,0.0205,-0.0266,0.0545
safe,Left AntVentral Insula,11.2500,0.0133,0.0225,-0.0313,0.0580
safe,Left AntVentral Insula,12.5000,0.0275,0.0237,-0.0195,0.0745
safe,Left AntVentral Insula,13.7500,0.0222,0.0233,-0.0240,0.0684
safe,Left AntVentral Insula,15.0000,0.0272,0.0224,-0.0173,0.0716
safe,Left AntVentral Insula,16.2500,0.0393,0.0203,-0.0010,0.0795
safe,Left AntVentral Insula,17.5000,0.0302,0.0215,-0.0123,0.0727
safe,Left AntVentral Insula,18.7500,0.0478,0.0235,0.0012,0.0944
safe,Left AntVentral Insula,20.0000,0.0811,0.0174,0.0466,0.1156
safe,Left Anterior  Putamen,0.0000,-0.0275,0.0120,-0.0513,-0.0037
safe,Left Anterior  Putamen,1.2500,-0.0524,0.0165,-0.0850,-0.0198
safe,Left Anterior  Putamen,2.5000,-0.0547,0.0154,-0.0851,-0.0242
safe,Left Anterior  Putamen,3.7500,-0.0297,0.0160,-0.0615,0.0021
safe,Left Anterior  Putamen,5.0000,0.0136,0.0194,-0.0249,0.0521
safe,Left Anterior  Putamen,6.2500,0.0210,0.0195,-0.0177,0.0597
safe,Left Anterior  Putamen,7.5000,-0.0039,0.0190,-0.0416,0.0337
safe,Left Anterior  Putamen,8.7500,-0.0123,0.0188,-0.0496,0.0250
safe,Left Anterior  Putamen,10.0000,-0.0363,0.0178,-0.0716,-0.0010
safe,Left Anterior  Putamen,11.2500,-0.0545,0.0184,-0.0909,-0.0180
safe,Left Anterior  Putamen,12.5000,-0.0622,0.0176,-0.0972,-0.0272
safe,Left Anterior  Putamen,13.7500,-0.0704,0.0199,-0.1098,-0.0311
safe,Left Anterior  Putamen,15.0000,-0.0459,0.0188,-0.0831,-0.0086
safe,Left Anterior  Putamen,16.2500,-0.0480,0.0184,-0.0845,-0.0116
safe,Left Anterior  Putamen,17.5000,-0.0477,0.0183,-0.0839,-0.0114
safe,Left Anterior  Putamen,18.7500,-0.0485,0.0184,-0.0849,-0.0120
safe,Left Anterior  Putamen,20.0000,0.0446,0.0140,0.0168,0.0724
safe,Left Anterior Caudate,0.0000,-0.0193,0.0105,-0.0401,0.0015
safe,Left Anterior Caudate,1.2500,-0.0678,0.0142,-0.0959,-0.0398
safe,Left Anterior Caudate,2.5000,-0.0729,0.0160,-0.1046,-0.0412
safe,Left Anterior Caudate,3.7500,-0.0562,0.0184,-0.0926,-0.0197
safe,Left Anterior Caudate,5.0000,-0.0398,0.0184,-0.0764,-0.0033
safe,Left Anterior Caudate,6.2500,-0.0101,0.0197,-0.0492,0.0290
safe,Left Anterior Caudate,7.5000,-0.0159,0.0174,-0.0504,0.0187
safe,Left Anterior Caudate,8.7500,-0.0276,0.0184,-0.0641,0.0088
safe,Left Anterior Caudate,10.0000,-0.0402,0.0182,-0.0763,-0.0042
safe,Left Anterior Caudate,11.2500,-0.0547,0.0181,-0.0906,-0.0187
safe,Left Anterior Caudate,12.5000,-0.0539,0.0199,-0.0933,-0.0145
safe,Left Anterior Caudate,13.7500,-0.0526,0.0182,-0.0887,-0.0166
safe,Left Anterior Caudate,15.0000,-0.0388,0.0195,-0.0775,-0.0002
safe,Left Anterior Caudate,16.2500,-0.0261,0.0193,-0.0644,0.0122
safe,Left Anterior Caudate,17.5000,-0.0347,0.0173,-0.0690,-0.0005
safe,Left Anterior Caudate,18.7500,-0.0358,0.0154,-0.0663,-0.0054
safe,Left Anterior Caudate,20.0000,0.0235,0.0125,-0.0013,0.0484
safe,Left Anterior MCC,0.0000,-0.0348,0.0118,-0.0581,-0.0115
safe,Left Anterior MCC,1.2500,-0.0687,0.0164,-0.1012,-0.0363
safe,Left Anterior MCC,2.5000,-0.0696,0.0185,-0.1062,-0.0330
safe,Left Anterior MCC,3.7500,0.0012,0.0195,-0.0373,0.0398
safe,Left Anterior MCC,5.0000,0.0498,0.0212,0.0078,0.0919
safe,Left Anterior MCC,6.2500,0.0294,0.0199,-0.0100,0.0689
safe,Left Anterior MCC,7.5000,-0.0032,0.0189,-0.0407,0.0342
safe,Left Anterior MCC,8.7500,-0.0115,0.0190,-0.0490,0.0261
safe,Left Anterior MCC,10.0000,-0.0252,0.0187,-0.0623,0.0119
safe,Left Anterior MCC,11.2500,-0.0355,0.0188,-0.0729,0.0018
safe,Left Anterior MCC,12.5000,-0.0335,0.0188,-0.0708,0.0037
safe,Left Anterior MCC,13.7500,-0.0197,0.0201,-0.0595,0.0201
safe,Left Anterior MCC,15.0000,-0.0184,0.0197,-0.0573,0.0206
safe,Left Anterior MCC,16.2500,-0.0375,0.0188,-0.0747,-0.0002
safe,Left Anterior MCC,17.5000,-0.0486,0.0184,-0.0851,-0.0121
safe,Left Anterior MCC,18.7500,-0.0897,0.0176,-0.1246,-0.0549
safe,Left Anterior MCC,20.0000,0.0129,0.0126,-0.0121,0.0379
safe,Left Anterior Thalamus,0.0000,0.1191,0.1310,-0.1407,0.3788
safe,Left Anterior Thalamus,1.2500,0.0701,0.1244,-0.1764,0.3166
safe,Left Anterior Thalamus,2.5000,-0.0105,0.0813,-0.1718,0.1507
safe,Left Anterior Thalamus,3.7500,-0.0999,0.0184,-0.1365,-0.0633
safe,Left Anterior Thalamus,5.0000,-0.0214,0.0728,-0.1656,0.1228
safe,Left Anterior Thalamus,6.2500,0.0504,0.1220,-0.1915,0.2923
safe,Left Anterior Thalamus,7.5000,0.0287,0.1079,-0.1851,0.2426
safe,Left Anterior Thalamus,8.7500,-0.0545,0.0301,-0.1142,0.0052
safe,Left Anterior Thalamus,10.0000,-0.1232,0.0306,-0.1839,-0.0626
safe,Left Anterior Thalamus,11.2500,-0.0335,0.0695,-0.1712,0.1042
safe,Left Anterior Thalamus,12.5000,-0.1454,0.0384,-0.2215,-0.0692
safe,Left Anterior Thalamus,13.7500,-0.2112,0.1102,-0.4296,0.0072
safe,Left Anterior Thalamus,15.0000,-0.0358,0.0593,-0.1533,0.0818
safe,Left Anterior Thalamus,16.2500,-0.0464,0.0283,-0.1025,0.0096
safe,Left Anterior Thalamus,17.5000,-0.1519,0.0854,-0.3213,0.0174
safe,Left Anterior Thalamus,18.7500,-0.0255,0.0489,-0.1226,0.0715
safe,Left Anterior Thalamus,20.0000,0.0683,0.0814,-0.0930,0.2295
safe,Left BLBM Amygdala,0.0000,-0.0192,0.0435,-0.1054,0.0669
safe,Left BLBM Amygdala,1.2500,0.0310,0.0337,-0.0358,0.0979
safe,Left BLBM Amygdala,2.5000,-0.0520,0.0458,-0.1428,0.0388
safe,Left BLBM Amygdala,3.7500,-0.0446,0.0619,-0.1672,0.0780
safe,Left BLBM Amygdala,5.0000,-0.0100,0.0649,-0.1386,0.1185
safe,Left BLBM Amygdala,6.2500,-0.0025,0.0474,-0.0964,0.0915
safe,Left BLBM Amygdala,7.5000,-0.0039,0.0434,-0.0899,0.0821
safe,Left BLBM Amygdala,8.7500,0.0198,0.0563,-0.0917,0.1314
safe,Left BLBM Amygdala,10.0000,-0.0007,0.0731,-0.1456,0.1442
safe,Left BLBM Amygdala,11.2500,-0.0141,0.0658,-0.1446,0.1164
safe,Left BLBM Amygdala,12.5000,-0.0275,0.0754,-0.1769,0.1219
safe,Left BLBM Amygdala,13.7500,0.0160,0.0829,-0.1482,0.1803
safe,Left BLBM Amygdala,15.0000,-0.0098,0.0656,-0.1397,0.1202
safe,Left BLBM Amygdala,16.2500,0.0439,0.0510,-0.0571,0.1449
safe,Left BLBM Amygdala,17.5000,0.0119,0.0780,-0.1427,0.1666
safe,Left BLBM Amygdala,18.7500,-0.0172,0.0525,-0.1213,0.0869
safe,Left BLBM Amygdala,20.0000,-0.0030,0.0889,-0.1791,0.1731
safe,Left BST,0.0000,0.0558,0.0381,-0.0197,0.1312
safe,Left BST,1.2500,-0.0665,0.0420,-0.1498,0.0169
safe,Left BST,2.5000,-0.0790,0.0456,-0.1694,0.0115
safe,Left BST,3.7500,-0.0342,0.0507,-0.1347,0.0664
safe,Left BST,5.0000,0.0435,0.0571,-0.0697,0.1566
safe,Left BST,6.2500,-0.0018,0.0494,-0.0997,0.0960
safe,Left BST,7.5000,-0.0269,0.0505,-0.1270,0.0731
safe,Left BST,8.7500,0.0251,0.0526,-0.0792,0.1294
safe,Left BST,10.0000,0.0357,0.0571,-0.0775,0.1489
safe,Left BST,11.2500,-0.0037,0.0512,-0.1053,0.0978
safe,Left BST,12.5000,-0.0656,0.0521,-0.1690,0.0378
safe,Left BST,13.7500,0.0158,0.0496,-0.0825,0.1142
safe,Left BST,15.0000,0.0670,0.0495,-0.0312,0.1652
safe,Left BST,16.2500,0.0261,0.0501,-0.0733,0.1254
safe,Left BST,17.5000,0.0381,0.0417,-0.0445,0.1207
safe,Left BST,18.7500,0.0522,0.0484,-0.0437,0.1482
safe,Left BST,20.0000,0.0811,0.0434,-0.0049,0.1670
safe,Left CeMe Amygdala,0.0000,-0.0084,0.0309,-0.0698,0.0529
safe,Left CeMe Amygdala,1.2500,-0.0312,0.0294,-0.0894,0.0270
safe,Left CeMe Amygdala,2.5000,-0.0191,0.0317,-0.0818,0.0437
safe,Left CeMe Amygdala,3.7500,0.0039,0.0287,-0.0530,0.0608
safe,Left CeMe Amygdala,5.0000,0.0064,0.0335,-0.0599,0.0728
safe,Left CeMe Amygdala,6.2500,0.0111,0.0324,-0.0531,0.0753
safe,Left CeMe Amygdala,7.5000,0.0203,0.0355,-0.0501,0.0906
safe,Left CeMe Amygdala,8.7500,0.0045,0.0354,-0.0657,0.0748
safe,Left CeMe Amygdala,10.0000,0.0091,0.0392,-0.0685,0.0867
safe,Left CeMe Amygdala,11.2500,0.0186,0.0330,-0.0468,0.0840
safe,Left CeMe Amygdala,12.5000,0.0344,0.0338,-0.0325,0.1013
safe,Left CeMe Amygdala,13.7500,0.0276,0.0352,-0.0422,0.0974
safe,Left CeMe Amygdala,15.0000,0.0377,0.0347,-0.0311,0.1066
safe,Left CeMe Amygdala,16.2500,0.0875,0.0343,0.0194,0.1555
safe,Left CeMe Amygdala,17.5000,0.0775,0.0355,0.0072,0.1478
safe,Left CeMe Amygdala,18.7500,0.0135,0.0313,-0.0484,0.0755
safe,Left CeMe Amygdala,20.0000,0.0302,0.0266,-0.0225,0.0829
safe,Left Hypothalamus,0.0000,0.0357,0.0466,-0.0566,0.1280
safe,Left Hypothalamus,1.2500,-0.0238,0.0386,-0.1003,0.0527
safe,Left Hypothalamus,2.5000,0.0109,0.0417,-0.0718,0.0936
safe,Left Hypothalamus,3.7500,0.0209,0.0450,-0.0684,0.1102
safe,Left Hypothalamus,5.0000,0.0338,0.0455,-0.0564,0.1239
safe,Left Hypothalamus,6.2500,0.0406,0.0473,-0.0531,0.1342
safe,Left Hypothalamus,7.5000,-0.0326,0.0402,-0.1123,0.0471
safe,Left Hypothalamus,8.7500,0.0806,0.0396,0.0021,0.1592
safe,Left Hypothalamus,10.0000,0.0329,0.0421,-0.0505,0.1164
safe,Left Hypothalamus,11.2500,-0.0270,0.0478,-0.1218,0.0678
safe,Left Hypothalamus,12.5000,0.0631,0.0476,-0.0313,0.1575
safe,Left Hypothalamus,13.7500,0.0568,0.0446,-0.0317,0.1453
safe,Left Hypothalamus,15.0000,0.0543,0.0428,-0.0305,0.1391
safe,Left Hypothalamus,16.2500,0.0166,0.0469,-0.0764,0.1095
safe,Left Hypothalamus,17.5000,0.0230,0.0464,-0.0691,0.1150
safe,Left Hypothalamus,18.7500,0.0310,0.0390,-0.0463,0.1084
safe,Left Hypothalamus,20.0000,0.0306,0.0427,-0.0541,0.1153
safe,Left MidPost Insula,0.0000,-0.0051,0.0083,-0.0216,0.0114
safe,Left MidPost Insula,1.2500,-0.0263,0.0110,-0.0480,-0.0045
safe,Left MidPost Insula,2.5000,-0.0186,0.0118,-0.0419,0.0048
safe,Left MidPost Insula,3.7500,0.0023,0.0128,-0.0231,0.0278
safe,Left MidPost Insula,5.0000,0.0254,0.0134,-0.0011,0.0519
safe,Left MidPost Insula,6.2500,0.0173,0.0143,-0.0109,0.0456
safe,Left MidPost Insula,7.5000,0.0193,0.0140,-0.0084,0.0470
safe,Left MidPost Insula,8.7500,0.0130,0.0132,-0.0132,0.0392
safe,Left MidPost Insula,10.0000,0.0177,0.0126,-0.0072,0.0426
safe,Left MidPost Insula,11.2500,0.0134,0.0122,-0.0108,0.0377
safe,Left MidPost Insula,12.5000,0.0244,0.0133,-0.0020,0.0508
safe,Left MidPost Insula,13.7500,0.0159,0.0121,-0.0081,0.0399
safe,Left MidPost Insula,15.0000,0.0084,0.0131,-0.0176,0.0343
safe,Left MidPost Insula,16.2500,0.0150,0.0125,-0.0099,0.0398
safe,Left MidPost Insula,17.5000,0.0000,0.0125,-0.0247,0.0247
safe,Left MidPost Insula,18.7500,-0.0053,0.0125,-0.0301,0.0195
safe,Left MidPost Insula,20.0000,0.0165,0.0096,-0.0024,0.0355
safe,Left PAG,0.0000,-0.0236,0.0331,-0.0892,0.0421
safe,Left PAG,1.2500,-0.0405,0.0337,-0.1073,0.0264
safe,Left PAG,2.5000,-0.0314,0.0330,-0.0968,0.0340
safe,Left PAG,3.7500,-0.0396,0.0308,-0.1007,0.0215
safe,Left PAG,5.0000,-0.0476,0.0306,-0.1082,0.0131
safe,Left PAG,6.2500,-0.0256,0.0349,-0.0949,0.0437
safe,Left PAG,7.5000,-0.0686,0.0301,-0.1282,-0.0091
safe,Left PAG,8.7500,-0.0214,0.0299,-0.0807,0.0379
safe,Left PAG,10.0000,-0.0592,0.0303,-0.1193,0.0009
safe,Left PAG,11.2500,-0.0607,0.0303,-0.1208,-0.0006
safe,Left PAG,12.5000,-0.0842,0.0313,-0.1463,-0.0221
safe,Left PAG,13.7500,-0.0744,0.0290,-0.1318,-0.0170
safe,Left PAG,15.0000,-0.0296,0.0326,-0.0943,0.0350
safe,Left PAG,16.2500,-0.0343,0.0328,-0.0993,0.0306
safe,Left PAG,17.5000,-0.0748,0.0285,-0.1313,-0.0182
safe,Left PAG,18.7500,0.0148,0.0294,-0.0434,0.0730
safe,Left PAG,20.0000,0.0837,0.0289,0.0264,0.1411
safe,Left Posterior Caudate,0.0000,-0.0170,0.0125,-0.0418,0.0077
safe,Left Posterior Caudate,1.2500,-0.0733,0.0183,-0.1096,-0.0371
safe,Left Posterior Caudate,2.5000,-0.1291,0.0180,-0.1649,-0.0933
safe,Left Posterior Caudate,3.7500,-0.1668,0.0181,-0.2027,-0.1308
safe,Left Posterior Caudate,5.0000,-0.1404,0.0206,-0.1814,-0.0995
safe,Left Posterior Caudate,6.2500,-0.0986,0.0229,-0.1441,-0.0531
safe,Left Posterior Caudate,7.5000,-0.0684,0.0230,-0.1140,-0.0228
safe,Left Posterior Caudate,8.7500,-0.0445,0.0216,-0.0873,-0.0017
safe,Left Posterior Caudate,10.0000,-0.0546,0.0211,-0.0963,-0.0128
safe,Left Posterior Caudate,11.2500,-0.0582,0.0208,-0.0995,-0.0169
safe,Left Posterior Caudate,12.5000,-0.0711,0.0199,-0.1107,-0.0316
safe,Left Posterior Caudate,13.7500,-0.0814,0.0200,-0.1211,-0.0417
safe,Left Posterior Caudate,15.0000,-0.0747,0.0203,-0.1149,-0.0345
safe,Left Posterior Caudate,16.2500,-0.0555,0.0195,-0.0942,-0.0169
safe,Left Posterior Caudate,17.5000,-0.0591,0.0197,-0.0982,-0.0201
safe,Left Posterior Caudate,18.7500,-0.0684,0.0178,-0.1036,-0.0332
safe,Left Posterior Caudate,20.0000,-0.0507,0.0135,-0.0775,-0.0239
safe,Left Posterior Putamen,0.0000,-0.0385,0.0166,-0.0714,-0.0056
safe,Left Posterior Putamen,1.2500,-0.0839,0.0195,-0.1225,-0.0452
safe,Left Posterior Putamen,2.5000,-0.0704,0.0184,-0.1070,-0.0339
safe,Left Posterior Putamen,3.7500,-0.0739,0.0206,-0.1148,-0.0329
safe,Left Posterior Putamen,5.0000,-0.0420,0.0229,-0.0873,0.0034
safe,Left Posterior Putamen,6.2500,-0.0148,0.0257,-0.0657,0.0361
safe,Left Posterior Putamen,7.5000,-0.0134,0.0248,-0.0626,0.0358
safe,Left Posterior Putamen,8.7500,-0.0376,0.0232,-0.0835,0.0084
safe,Left Posterior Putamen,10.0000,-0.0632,0.0223,-0.1075,-0.0189
safe,Left Posterior Putamen,11.2500,-0.0805,0.0227,-0.1256,-0.0355
safe,Left Posterior Putamen,12.5000,-0.0800,0.0217,-0.1230,-0.0369
safe,Left Posterior Putamen,13.7500,-0.0650,0.0206,-0.1059,-0.0241
safe,Left Posterior Putamen,15.0000,-0.0674,0.0216,-0.1102,-0.0247
safe,Left Posterior Putamen,16.2500,-0.0616,0.0221,-0.1054,-0.0178
safe,Left Posterior Putamen,17.5000,-0.0603,0.0238,-0.1074,-0.0132
safe,Left Posterior Putamen,18.7500,-0.0933,0.0234,-0.1398,-0.0469
safe,Left Posterior Putamen,20.0000,0.0228,0.0182,-0.0132,0.0588
safe,Left Posterior Thalamus,0.0000,-0.0225,0.0106,-0.0436,-0.0014
safe,Left Posterior Thalamus,1.2500,-0.0388,0.0129,-0.0644,-0.0133
safe,Left Posterior Thalamus,2.5000,-0.0411,0.0134,-0.0677,-0.0145
safe,Left Posterior Thalamus,3.7500,0.0014,0.0143,-0.0269,0.0298
safe,Left Posterior Thalamus,5.0000,0.0068,0.0166,-0.0262,0.0397
safe,Left Posterior Thalamus,6.2500,0.0230,0.0148,-0.0064,0.0523
safe,Left Posterior Thalamus,7.5000,0.0060,0.0155,-0.0248,0.0368
safe,Left Posterior Thalamus,8.7500,0.0007,0.0154,-0.0297,0.0312
safe,Left Posterior Thalamus,10.0000,-0.0261,0.0152,-0.0562,0.0040
safe,Left Posterior Thalamus,11.2500,-0.0384,0.0144,-0.0670,-0.0098
safe,Left Posterior Thalamus,12.5000,-0.0369,0.0142,-0.0650,-0.0087
safe,Left Posterior Thalamus,13.7500,-0.0290,0.0140,-0.0567,-0.0012
safe,Left Posterior Thalamus,15.0000,-0.0171,0.0163,-0.0493,0.0151
safe,Left Posterior Thalamus,16.2500,-0.0070,0.0140,-0.0348,0.0209
safe,Left Posterior Thalamus,17.5000,-0.0311,0.0140,-0.0588,-0.0034
safe,Left Posterior Thalamus,18.7500,-0.0224,0.0131,-0.0484,0.0035
safe,Left Posterior Thalamus,20.0000,0.0484,0.0123,0.0241,0.0728
safe,Left Ventral Striatum,0.0000,-0.0186,0.0133,-0.0449,0.0077
safe,Left Ventral Striatum,1.2500,-0.0486,0.0166,-0.0816,-0.0156
safe,Left Ventral Striatum,2.5000,-0.0668,0.0182,-0.1028,-0.0307
safe,Left Ventral Striatum,3.7500,-0.0501,0.0181,-0.0860,-0.0141
safe,Left Ventral Striatum,5.0000,-0.0720,0.0197,-0.1110,-0.0330
safe,Left Ventral Striatum,6.2500,-0.0539,0.0200,-0.0936,-0.0143
safe,Left Ventral Striatum,7.5000,-0.0529,0.0204,-0.0933,-0.0124
safe,Left Ventral Striatum,8.7500,-0.0420,0.0200,-0.0816,-0.0024
safe,Left Ventral Striatum,10.0000,-0.0418,0.0209,-0.0832,-0.0004
safe,Left Ventral Striatum,11.2500,-0.0595,0.0185,-0.0961,-0.0228
safe,Left Ventral Striatum,12.5000,-0.0453,0.0202,-0.0854,-0.0052
safe,Left Ventral Striatum,13.7500,-0.0336,0.0192,-0.0717,0.0045
safe,Left Ventral Striatum,15.0000,-0.0068,0.0176,-0.0417,0.0281
safe,Left Ventral Striatum,16.2500,0.0050,0.0185,-0.0316,0.0417
safe,Left Ventral Striatum,17.5000,0.0112,0.0186,-0.0257,0.0482
safe,Left Ventral Striatum,18.7500,0.0081,0.0183,-0.0282,0.0444
safe,Left Ventral Striatum,20.0000,0.0463,0.0157,0.0152,0.0775
safe,PCC,0.0000,0.0480,0.0210,0.0064,0.0896
safe,PCC,1.2500,0.0295,0.0241,-0.0182,0.0773
safe,PCC,2.5000,-0.0014,0.0286,-0.0581,0.0554
safe,PCC,3.7500,-0.0375,0.0339,-0.1047,0.0296
safe,PCC,5.0000,-0.0021,0.0356,-0.0726,0.0684
safe,PCC,6.2500,0.0139,0.0362,-0.0578,0.0857
safe,PCC,7.5000,0.0329,0.0339,-0.0343,0.1001
safe,PCC,8.7500,0.0065,0.0322,-0.0574,0.0703
safe,PCC,10.0000,0.0110,0.0332,-0.0548,0.0768
safe,PCC,11.2500,0.0021,0.0342,-0.0657,0.0698
safe,PCC,12.5000,0.0140,0.0331,-0.0516,0.0796
safe,PCC,13.7500,0.0522,0.0334,-0.0140,0.1185
safe,PCC,15.0000,0.0652,0.0322,0.0014,0.1291
safe,PCC,16.2500,0.0990,0.0370,0.0256,0.1724
safe,PCC,17.5000,0.1123,0.0358,0.0414,0.1833
safe,PCC,18.7500,0.0765,0.0323,0.0126,0.1405
safe,PCC,20.0000,0.0734,0.0247,0.0244,0.1223
safe,PCC/precuneus,0.0000,-0.0205,0.0262,-0.0725,0.0316
safe,PCC/precuneus,1.2500,-0.0014,0.0364,-0.0735,0.0708
safe,PCC/precuneus,2.5000,-0.0113,0.0429,-0.0964,0.0738
safe,PCC/precuneus,3.7500,-0.0223,0.0472,-0.1159,0.0713
safe,PCC/precuneus,5.0000,-0.0468,0.0486,-0.1431,0.0495
safe,PCC/precuneus,6.2500,-0.0189,0.0424,-0.1030,0.0652
safe,PCC/precuneus,7.5000,-0.0062,0.0439,-0.0932,0.0808
safe,PCC/precuneus,8.7500,-0.0137,0.0413,-0.0956,0.0681
safe,PCC/precuneus,10.0000,0.0258,0.0389,-0.0513,0.1029
safe,PCC/precuneus,11.2500,0.0876,0.0389,0.0104,0.1647
safe,PCC/precuneus,12.5000,0.1372,0.0433,0.0513,0.2230
safe,PCC/precuneus,13.7500,0.1731,0.0391,0.0955,0.2507
safe,PCC/precuneus,15.0000,0.1915,0.0370,0.1181,0.2649
safe,PCC/precuneus,16.2500,0.2159,0.0350,0.1465,0.2853
safe,PCC/precuneus,17.5000,0.1881,0.0365,0.1157,0.2605
safe,PCC/precuneus,18.7500,0.1339,0.0357,0.0631,0.2046
safe,PCC/precuneus,20.0000,0.0797,0.0285,0.0231,0.1363
safe,Right AntDorsal Insula,0.0000,-0.0366,0.0106,-0.0577,-0.0156
safe,Right AntDorsal Insula,1.2500,-0.0516,0.0123,-0.0759,-0.0273
safe,Right AntDorsal Insula,2.5000,-0.0211,0.0129,-0.0467,0.0044
safe,Right AntDorsal Insula,3.7500,0.0500,0.0135,0.0232,0.0768
safe,Right AntDorsal Insula,5.0000,0.0646,0.0151,0.0347,0.0945
safe,Right AntDorsal Insula,6.2500,0.0362,0.0144,0.0078,0.0647
safe,Right AntDorsal Insula,7.5000,0.0015,0.0133,-0.0249,0.0280
safe,Right AntDorsal Insula,8.7500,-0.0257,0.0138,-0.0530,0.0017
safe,Right AntDorsal Insula,10.0000,-0.0362,0.0145,-0.0649,-0.0075
safe,Right AntDorsal Insula,11.2500,-0.0384,0.0146,-0.0673,-0.0095
safe,Right AntDorsal Insula,12.5000,-0.0502,0.0148,-0.0795,-0.0208
safe,Right AntDorsal Insula,13.7500,-0.0567,0.0149,-0.0863,-0.0271
safe,Right AntDorsal Insula,15.0000,-0.0483,0.0146,-0.0772,-0.0195
safe,Right AntDorsal Insula,16.2500,-0.0539,0.0153,-0.0842,-0.0236
safe,Right AntDorsal Insula,17.5000,-0.0544,0.0141,-0.0824,-0.0264
safe,Right AntDorsal Insula,18.7500,-0.0441,0.0140,-0.0719,-0.0162
safe,Right AntDorsal Insula,20.0000,0.0200,0.0104,-0.0006,0.0407
safe,Right AntVentral Insula,0.0000,-0.0215,0.0161,-0.0534,0.0103
safe,Right AntVentral Insula,1.2500,-0.0119,0.0191,-0.0497,0.0259
safe,Right AntVentral Insula,2.5000,0.0066,0.0173,-0.0278,0.0409
safe,Right AntVentral Insula,3.7500,0.0552,0.0185,0.0185,0.0919
safe,Right AntVentral Insula,5.0000,0.0608,0.0245,0.0121,0.1094
safe,Right AntVentral Insula,6.2500,0.0462,0.0220,0.0025,0.0898
safe,Right AntVentral Insula,7.5000,0.0176,0.0201,-0.0224,0.0575
safe,Right AntVentral Insula,8.7500,0.0053,0.0220,-0.0383,0.0489
safe,Right AntVentral Insula,10.0000,-0.0051,0.0206,-0.0459,0.0357
safe,Right AntVentral Insula,11.2500,-0.0168,0.0208,-0.0580,0.0244
safe,Right AntVentral Insula,12.5000,-0.0020,0.0213,-0.0443,0.0403
safe,Right AntVentral Insula,13.7500,-0.0019,0.0233,-0.0481,0.0442
