Type,ROI,Time,mean,sem,lower_bound,upper_bound
threat,Left MidPost Insula,13.7500,-0.0436,0.0168,-0.0771,-0.0101
threat,Left MidPost Insula,15.0000,-0.0418,0.0165,-0.0747,-0.0089
threat,Left MidPost Insula,16.2500,-0.0330,0.0163,-0.0655,-0.0005
threat,Left MidPost Insula,17.5000,-0.0448,0.0159,-0.0765,-0.0131
threat,Left MidPost Insula,18.7500,-0.0354,0.0153,-0.0659,-0.0049
threat,Left MidPost Insula,20.0000,0.0087,0.0121,-0.0154,0.0328
threat,Left PAG,0.0000,-0.0368,0.0396,-0.1156,0.0420
threat,Left PAG,1.2500,-0.0636,0.0316,-0.1265,-0.0007
threat,Left PAG,2.5000,0.0474,0.0292,-0.0108,0.1055
threat,Left PAG,3.7500,0.0772,0.0367,0.0041,0.1503
threat,Left PAG,5.0000,0.0081,0.0402,-0.0720,0.0882
threat,Left PAG,6.2500,0.0541,0.0372,-0.0201,0.1283
threat,Left PAG,7.5000,-0.0263,0.0385,-0.1029,0.0503
threat,Left PAG,8.7500,-0.0197,0.0432,-0.1058,0.0663
threat,Left PAG,10.0000,-0.0237,0.0386,-0.1006,0.0532
threat,Left PAG,11.2500,-0.0546,0.0377,-0.1298,0.0206
threat,Left PAG,12.5000,-0.0857,0.0390,-0.1633,-0.0081
threat,Left PAG,13.7500,0.0222,0.0377,-0.0529,0.0974
threat,Left PAG,15.0000,-0.0373,0.0346,-0.1062,0.0316
threat,Left PAG,16.2500,-0.0196,0.0425,-0.1042,0.0650
threat,Left PAG,17.5000,0.0057,0.0365,-0.0670,0.0784
threat,Left PAG,18.7500,0.0442,0.0360,-0.0275,0.1160
threat,Left PAG,20.0000,0.1043,0.0440,0.0166,0.1919
threat,Left Posterior Caudate,0.0000,-0.0287,0.0149,-0.0584,0.0009
threat,Left Posterior Caudate,1.2500,-0.1220,0.0211,-0.1640,-0.0799
threat,Left Posterior Caudate,2.5000,-0.1814,0.0239,-0.2290,-0.1338
threat,Left Posterior Caudate,3.7500,-0.2035,0.0313,-0.2659,-0.1411
threat,Left Posterior Caudate,5.0000,-0.1966,0.0338,-0.2640,-0.1292
threat,Left Posterior Caudate,6.2500,-0.1537,0.0364,-0.2263,-0.0812
threat,Left Posterior Caudate,7.5000,-0.1394,0.0364,-0.2119,-0.0669
threat,Left Posterior Caudate,8.7500,-0.1065,0.0354,-0.1769,-0.0360
threat,Left Posterior Caudate,10.0000,-0.1117,0.0354,-0.1822,-0.0411
threat,Left Posterior Caudate,11.2500,-0.0619,0.0343,-0.1301,0.0063
threat,Left Posterior Caudate,12.5000,-0.0438,0.0328,-0.1092,0.0216
threat,Left Posterior Caudate,13.7500,-0.0362,0.0298,-0.0956,0.0232
threat,Left Posterior Caudate,15.0000,-0.0526,0.0301,-0.1124,0.0073
threat,Left Posterior Caudate,16.2500,-0.0354,0.0246,-0.0845,0.0137
threat,Left Posterior Caudate,17.5000,-0.0406,0.0255,-0.0914,0.0102
threat,Left Posterior Caudate,18.7500,-0.0575,0.0220,-0.1014,-0.0137
threat,Left Posterior Caudate,20.0000,-0.0305,0.0161,-0.0625,0.0015
threat,Left Posterior Putamen,0.0000,-0.0578,0.0198,-0.0972,-0.0183
threat,Left Posterior Putamen,1.2500,-0.1009,0.0247,-0.1502,-0.0517
threat,Left Posterior Putamen,2.5000,-0.1459,0.0289,-0.2034,-0.0884
threat,Left Posterior Putamen,3.7500,-0.1603,0.0311,-0.2223,-0.0984
threat,Left Posterior Putamen,5.0000,-0.1198,0.0364,-0.1923,-0.0472
threat,Left Posterior Putamen,6.2500,-0.1068,0.0350,-0.1765,-0.0370
threat,Left Posterior Putamen,7.5000,-0.1329,0.0364,-0.2054,-0.0605
threat,Left Posterior Putamen,8.7500,-0.1450,0.0351,-0.2150,-0.0750
threat,Left Posterior Putamen,10.0000,-0.1276,0.0329,-0.1932,-0.0620
threat,Left Posterior Putamen,11.2500,-0.1190,0.0355,-0.1897,-0.0483
threat,Left Posterior Putamen,12.5000,-0.0913,0.0350,-0.1610,-0.0216
threat,Left Posterior Putamen,13.7500,-0.0713,0.0357,-0.1423,-0.0002
threat,Left Posterior Putamen,15.0000,-0.0713,0.0351,-0.1411,-0.0014
threat,Left Posterior Putamen,16.2500,-0.0727,0.0319,-0.1362,-0.0091
threat,Left Posterior Putamen,17.5000,-0.0605,0.0298,-0.1199,-0.0012
threat,Left Posterior Putamen,18.7500,-0.0555,0.0263,-0.1080,-0.0030
threat,Left Posterior Putamen,20.0000,0.0562,0.0191,0.0182,0.0941
threat,Left Posterior Thalamus,0.0000,-0.0347,0.0142,-0.0630,-0.0063
threat,Left Posterior Thalamus,1.2500,-0.0736,0.0169,-0.1072,-0.0401
threat,Left Posterior Thalamus,2.5000,-0.0664,0.0188,-0.1039,-0.0290
threat,Left Posterior Thalamus,3.7500,-0.0048,0.0178,-0.0402,0.0305
threat,Left Posterior Thalamus,5.0000,0.0052,0.0193,-0.0332,0.0436
threat,Left Posterior Thalamus,6.2500,-0.0172,0.0178,-0.0528,0.0183
threat,Left Posterior Thalamus,7.5000,-0.0609,0.0193,-0.0994,-0.0225
threat,Left Posterior Thalamus,8.7500,-0.0891,0.0205,-0.1300,-0.0482
threat,Left Posterior Thalamus,10.0000,-0.0971,0.0215,-0.1398,-0.0544
threat,Left Posterior Thalamus,11.2500,-0.0768,0.0202,-0.1170,-0.0366
threat,Left Posterior Thalamus,12.5000,-0.0679,0.0231,-0.1139,-0.0219
threat,Left Posterior Thalamus,13.7500,-0.0595,0.0218,-0.1029,-0.0162
threat,Left Posterior Thalamus,15.0000,-0.0648,0.0234,-0.1114,-0.0181
threat,Left Posterior Thalamus,16.2500,-0.0417,0.0213,-0.0841,0.0007
threat,Left Posterior Thalamus,17.5000,-0.0404,0.0209,-0.0820,0.0013
threat,Left Posterior Thalamus,18.7500,-0.0025,0.0188,-0.0400,0.0349
threat,Left Posterior Thalamus,20.0000,0.0863,0.0166,0.0533,0.1192
threat,Left Ventral Striatum,0.0000,-0.0274,0.0207,-0.0686,0.0138
threat,Left Ventral Striatum,1.2500,-0.0606,0.0215,-0.1033,-0.0178
threat,Left Ventral Striatum,2.5000,-0.0887,0.0213,-0.1311,-0.0463
threat,Left Ventral Striatum,3.7500,-0.0611,0.0241,-0.1090,-0.0131
threat,Left Ventral Striatum,5.0000,-0.0627,0.0230,-0.1084,-0.0169
threat,Left Ventral Striatum,6.2500,-0.0947,0.0251,-0.1447,-0.0447
threat,Left Ventral Striatum,7.5000,-0.0992,0.0242,-0.1474,-0.0511
threat,Left Ventral Striatum,8.7500,-0.1156,0.0250,-0.1653,-0.0659
threat,Left Ventral Striatum,10.0000,-0.1397,0.0268,-0.1931,-0.0863
threat,Left Ventral Striatum,11.2500,-0.0800,0.0261,-0.1320,-0.0279
threat,Left Ventral Striatum,12.5000,-0.0764,0.0267,-0.1296,-0.0232
threat,Left Ventral Striatum,13.7500,-0.0736,0.0262,-0.1258,-0.0215
threat,Left Ventral Striatum,15.0000,-0.0479,0.0250,-0.0976,0.0018
threat,Left Ventral Striatum,16.2500,-0.0384,0.0241,-0.0864,0.0096
threat,Left Ventral Striatum,17.5000,-0.0463,0.0238,-0.0938,0.0011
threat,Left Ventral Striatum,18.7500,-0.0332,0.0238,-0.0805,0.0142
threat,Left Ventral Striatum,20.0000,0.0091,0.0192,-0.0290,0.0473
threat,PCC,0.0000,0.0009,0.0217,-0.0423,0.0441
threat,PCC,1.2500,-0.0483,0.0299,-0.1079,0.0112
threat,PCC,2.5000,-0.0746,0.0385,-0.1513,0.0021
threat,PCC,3.7500,-0.1306,0.0447,-0.2196,-0.0415
threat,PCC,5.0000,-0.1318,0.0515,-0.2343,-0.0293
threat,PCC,6.2500,-0.1814,0.0547,-0.2904,-0.0725
threat,PCC,7.5000,-0.2046,0.0515,-0.3071,-0.1021
threat,PCC,8.7500,-0.2352,0.0546,-0.3440,-0.1265
threat,PCC,10.0000,-0.2460,0.0498,-0.3451,-0.1469
threat,PCC,11.2500,-0.1974,0.0522,-0.3014,-0.0934
threat,PCC,12.5000,-0.1809,0.0564,-0.2932,-0.0685
threat,PCC,13.7500,-0.1409,0.0577,-0.2559,-0.0259
threat,PCC,15.0000,-0.1114,0.0574,-0.2257,0.0030
threat,PCC,16.2500,-0.0587,0.0583,-0.1749,0.0574
threat,PCC,17.5000,-0.0177,0.0525,-0.1221,0.0868
threat,PCC,18.7500,-0.0283,0.0464,-0.1207,0.0641
threat,PCC,20.0000,-0.0082,0.0326,-0.0731,0.0568
threat,PCC/precuneus,0.0000,-0.0222,0.0286,-0.0791,0.0346
threat,PCC/precuneus,1.2500,-0.0251,0.0366,-0.0980,0.0478
threat,PCC/precuneus,2.5000,-0.0524,0.0456,-0.1431,0.0384
threat,PCC/precuneus,3.7500,-0.1320,0.0474,-0.2264,-0.0375
threat,PCC/precuneus,5.0000,-0.2694,0.0543,-0.3776,-0.1611
threat,PCC/precuneus,6.2500,-0.3822,0.0602,-0.5021,-0.2623
threat,PCC/precuneus,7.5000,-0.3845,0.0602,-0.5044,-0.2647
threat,PCC/precuneus,8.7500,-0.3678,0.0563,-0.4799,-0.2556
threat,PCC/precuneus,10.0000,-0.3313,0.0632,-0.4573,-0.2054
threat,PCC/precuneus,11.2500,-0.2870,0.0669,-0.4201,-0.1538
threat,PCC/precuneus,12.5000,-0.2363,0.0677,-0.3712,-0.1014
threat,PCC/precuneus,13.7500,-0.1514,0.0715,-0.2938,-0.0090
threat,PCC/precuneus,15.0000,-0.1122,0.0707,-0.2530,0.0285
threat,PCC/precuneus,16.2500,-0.0437,0.0577,-0.1586,0.0712
threat,PCC/precuneus,17.5000,-0.0436,0.0498,-0.1429,0.0556
threat,PCC/precuneus,18.7500,-0.0274,0.0464,-0.1198,0.0650
threat,PCC/precuneus,20.0000,-0.0121,0.0338,-0.0795,0.0553
threat,Right AntDorsal Insula,0.0000,-0.0376,0.0107,-0.0589,-0.0164
threat,Right AntDorsal Insula,1.2500,-0.0768,0.0149,-0.1064,-0.0472
threat,Right AntDorsal Insula,2.5000,-0.0522,0.0197,-0.0914,-0.0131
threat,Right AntDorsal Insula,3.7500,0.0507,0.0219,0.0071,0.0944
threat,Right AntDorsal Insula,5.0000,0.0846,0.0228,0.0392,0.1300
threat,Right AntDorsal Insula,6.2500,0.0659,0.0220,0.0222,0.1097
threat,Right AntDorsal Insula,7.5000,0.0376,0.0231,-0.0084,0.0836
threat,Right AntDorsal Insula,8.7500,0.0012,0.0234,-0.0455,0.0478
threat,Right AntDorsal Insula,10.0000,-0.0161,0.0255,-0.0669,0.0347
threat,Right AntDorsal Insula,11.2500,-0.0117,0.0256,-0.0627,0.0393
threat,Right AntDorsal Insula,12.5000,-0.0005,0.0243,-0.0488,0.0479
threat,Right AntDorsal Insula,13.7500,0.0042,0.0234,-0.0423,0.0507
threat,Right AntDorsal Insula,15.0000,-0.0138,0.0242,-0.0619,0.0343
threat,Right AntDorsal Insula,16.2500,-0.0148,0.0232,-0.0610,0.0314
threat,Right AntDorsal Insula,17.5000,-0.0089,0.0211,-0.0510,0.0332
threat,Right AntDorsal Insula,18.7500,0.0158,0.0176,-0.0192,0.0508
threat,Right AntDorsal Insula,20.0000,0.0933,0.0146,0.0643,0.1223
threat,Right AntVentral Insula,0.0000,-0.0329,0.0158,-0.0642,-0.0015
threat,Right AntVentral Insula,1.2500,-0.0549,0.0193,-0.0933,-0.0165
threat,Right AntVentral Insula,2.5000,-0.0672,0.0239,-0.1149,-0.0196
threat,Right AntVentral Insula,3.7500,0.0142,0.0245,-0.0346,0.0629
threat,Right AntVentral Insula,5.0000,0.0472,0.0288,-0.0101,0.1046
threat,Right AntVentral Insula,6.2500,0.0075,0.0288,-0.0500,0.0649
threat,Right AntVentral Insula,7.5000,-0.0143,0.0309,-0.0758,0.0473
threat,Right AntVentral Insula,8.7500,-0.0301,0.0341,-0.0980,0.0379
threat,Right AntVentral Insula,10.0000,-0.0387,0.0290,-0.0964,0.0190
threat,Right AntVentral Insula,11.2500,-0.0210,0.0314,-0.0835,0.0415
threat,Right AntVentral Insula,12.5000,-0.0241,0.0321,-0.0881,0.0399
threat,Right AntVentral Insula,13.7500,0.0137,0.0304,-0.0469,0.0742
threat,Right AntVentral Insula,15.0000,-0.0195,0.0291,-0.0775,0.0386
threat,Right AntVentral Insula,16.2500,0.0097,0.0278,-0.0458,0.0652
threat,Right AntVentral Insula,17.5000,0.0014,0.0258,-0.0500,0.0529
threat,Right AntVentral Insula,18.7500,0.0228,0.0259,-0.0288,0.0744
threat,Right AntVentral Insula,20.0000,0.1121,0.0169,0.0784,0.1459
threat,Right Anterior Caudate,0.0000,-0.0486,0.0132,-0.0748,-0.0224
threat,Right Anterior Caudate,1.2500,-0.1054,0.0163,-0.1379,-0.0728
threat,Right Anterior Caudate,2.5000,-0.1123,0.0191,-0.1502,-0.0743
threat,Right Anterior Caudate,3.7500,-0.0518,0.0237,-0.0990,-0.0045
threat,Right Anterior Caudate,5.0000,-0.0347,0.0272,-0.0889,0.0195
threat,Right Anterior Caudate,6.2500,-0.0356,0.0289,-0.0931,0.0219
threat,Right Anterior Caudate,7.5000,-0.0418,0.0295,-0.1007,0.0170
threat,Right Anterior Caudate,8.7500,-0.0642,0.0315,-0.1270,-0.0014
threat,Right Anterior Caudate,10.0000,-0.0702,0.0300,-0.1301,-0.0104
threat,Right Anterior Caudate,11.2500,-0.0548,0.0324,-0.1193,0.0098
threat,Right Anterior Caudate,12.5000,-0.0457,0.0307,-0.1067,0.0154
threat,Right Anterior Caudate,13.7500,-0.0422,0.0295,-0.1011,0.0166
threat,Right Anterior Caudate,15.0000,-0.0441,0.0279,-0.0996,0.0115
threat,Right Anterior Caudate,16.2500,-0.0289,0.0254,-0.0795,0.0217
threat,Right Anterior Caudate,17.5000,-0.0394,0.0222,-0.0837,0.0049
threat,Right Anterior Caudate,18.7500,-0.0395,0.0187,-0.0768,-0.0022
threat,Right Anterior Caudate,20.0000,0.0165,0.0131,-0.0095,0.0425
threat,Right Anterior MCC,0.0000,-0.0432,0.0125,-0.0682,-0.0183
threat,Right Anterior MCC,1.2500,-0.1015,0.0186,-0.1386,-0.0644
threat,Right Anterior MCC,2.5000,-0.0990,0.0205,-0.1398,-0.0582
threat,Right Anterior MCC,3.7500,0.0557,0.0244,0.0071,0.1044
threat,Right Anterior MCC,5.0000,0.1278,0.0285,0.0711,0.1845
threat,Right Anterior MCC,6.2500,0.0966,0.0325,0.0317,0.1614
threat,Right Anterior MCC,7.5000,0.0484,0.0322,-0.0158,0.1126
threat,Right Anterior MCC,8.7500,0.0038,0.0306,-0.0571,0.0647
threat,Right Anterior MCC,10.0000,-0.0356,0.0264,-0.0882,0.0169
threat,Right Anterior MCC,11.2500,-0.0498,0.0269,-0.1035,0.0039
threat,Right Anterior MCC,12.5000,-0.0676,0.0252,-0.1177,-0.0175
threat,Right Anterior MCC,13.7500,-0.0583,0.0242,-0.1065,-0.0100
threat,Right Anterior MCC,15.0000,-0.0848,0.0267,-0.1380,-0.0317
threat,Right Anterior MCC,16.2500,-0.0732,0.0236,-0.1202,-0.0262
threat,Right Anterior MCC,17.5000,-0.0815,0.0232,-0.1277,-0.0352
threat,Right Anterior MCC,18.7500,-0.0622,0.0225,-0.1070,-0.0174
threat,Right Anterior MCC,20.0000,0.0568,0.0164,0.0241,0.0895
threat,Right Anterior Putamen,0.0000,-0.0386,0.0124,-0.0634,-0.0139
threat,Right Anterior Putamen,1.2500,-0.0769,0.0159,-0.1087,-0.0452
threat,Right Anterior Putamen,2.5000,-0.0893,0.0194,-0.1280,-0.0506
threat,Right Anterior Putamen,3.7500,-0.0299,0.0197,-0.0692,0.0094
threat,Right Anterior Putamen,5.0000,0.0130,0.0221,-0.0311,0.0571
threat,Right Anterior Putamen,6.2500,0.0125,0.0230,-0.0333,0.0583
threat,Right Anterior Putamen,7.5000,0.0040,0.0244,-0.0446,0.0526
threat,Right Anterior Putamen,8.7500,-0.0041,0.0237,-0.0512,0.0431
threat,Right Anterior Putamen,10.0000,-0.0034,0.0250,-0.0532,0.0464
threat,Right Anterior Putamen,11.2500,0.0034,0.0246,-0.0456,0.0523
threat,Right Anterior Putamen,12.5000,-0.0004,0.0233,-0.0467,0.0460
threat,Right Anterior Putamen,13.7500,0.0042,0.0252,-0.0460,0.0545
threat,Right Anterior Putamen,15.0000,0.0008,0.0217,-0.0423,0.0440
threat,Right Anterior Putamen,16.2500,0.0043,0.0228,-0.0411,0.0497
threat,Right Anterior Putamen,17.5000,-0.0077,0.0223,-0.0520,0.0366
threat,Right Anterior Putamen,18.7500,-0.0160,0.0201,-0.0561,0.0241
threat,Right Anterior Putamen,20.0000,0.0482,0.0175,0.0134,0.0830
threat,Right Anterior Thalamus,0.0000,-0.0373,0.0118,-0.0607,-0.0139
threat,Right Anterior Thalamus,1.2500,-0.1040,0.0156,-0.1350,-0.0730
threat,Right Anterior Thalamus,2.5000,-0.1127,0.0197,-0.1519,-0.0734
threat,Right Anterior Thalamus,3.7500,-0.0527,0.0258,-0.1040,-0.0014
threat,Right Anterior Thalamus,5.0000,-0.0138,0.0296,-0.0728,0.0452
threat,Right Anterior Thalamus,6.2500,-0.0087,0.0304,-0.0693,0.0519
threat,Right Anterior Thalamus,7.5000,-0.0266,0.0286,-0.0835,0.0303
threat,Right Anterior Thalamus,8.7500,-0.0376,0.0284,-0.0942,0.0190
threat,Right Anterior Thalamus,10.0000,-0.0557,0.0291,-0.1136,0.0022
threat,Right Anterior Thalamus,11.2500,-0.0490,0.0298,-0.1082,0.0103
threat,Right Anterior Thalamus,12.5000,-0.0637,0.0306,-0.1245,-0.0028
threat,Right Anterior Thalamus,13.7500,-0.0579,0.0285,-0.1146,-0.0012
threat,Right Anterior Thalamus,15.0000,-0.0650,0.0271,-0.1189,-0.0111
threat,Right Anterior Thalamus,16.2500,-0.0456,0.0271,-0.0995,0.0083
threat,Right Anterior Thalamus,17.5000,-0.0556,0.0260,-0.1075,-0.0037
threat,Right Anterior Thalamus,18.7500,-0.0310,0.0222,-0.0752,0.0131
threat,Right Anterior Thalamus,20.0000,0.0209,0.0159,-0.0108,0.0525
threat,Right BLBM Amygdala,0.0000,1.6716,1.6750,-1.6646,5.0077
threat,Right BLBM Amygdala,1.2500,-0.9620,0.9208,-2.7960,0.8720
threat,Right BLBM Amygdala,2.5000,2.2241,2.2486,-2.2545,6.7026
threat,Right BLBM Amygdala,3.7500,3.1257,3.1787,-3.2053,9.4566
threat,Right BLBM Amygdala,5.0000,4.2325,4.2514,-4.2350,12.7000
threat,Right BLBM Amygdala,6.2500,2.7143,2.7595,-2.7817,8.2103
threat,Right BLBM Amygdala,7.5000,-1.6157,1.5637,-4.7301,1.4987
threat,Right BLBM Amygdala,8.7500,3.7903,3.8748,-3.9270,11.5077
threat,Right BLBM Amygdala,10.0000,0.2455,0.2425,-0.2375,0.7285
threat,Right BLBM Amygdala,11.2500,3.1768,3.2441,-3.2844,9.6380
threat,Right BLBM Amygdala,12.5000,0.6397,0.6806,-0.7158,1.9953
threat,Right BLBM Amygdala,13.7500,0.9549,1.0649,-1.1660,3.0759
threat,Right BLBM Amygdala,15.0000,3.7272,3.7947,-3.8307,11.2850
threat,Right BLBM Amygdala,16.2500,0.1836,0.2336,-0.2815,0.6488
threat,Right BLBM Amygdala,17.5000,-2.3721,2.3709,-7.0942,2.3499
threat,Right BLBM Amygdala,18.7500,2.0169,1.9987,-1.9639,5.9977
threat,Right BLBM Amygdala,20.0000,0.1410,0.1308,-0.1194,0.4015
threat,Right BST,0.0000,-0.1493,0.0519,-0.2525,-0.0460
threat,Right BST,1.2500,-0.0867,0.0525,-0.1913,0.0178
threat,Right BST,2.5000,-0.0759,0.0581,-0.1916,0.0398
threat,Right BST,3.7500,0.0190,0.0543,-0.0892,0.1272
threat,Right BST,5.0000,0.0424,0.0708,-0.0987,0.1835
threat,Right BST,6.2500,0.0490,0.0559,-0.0623,0.1603
threat,Right BST,7.5000,-0.0092,0.0543,-0.1173,0.0989
threat,Right BST,8.7500,-0.1298,0.0555,-0.2404,-0.0192
threat,Right BST,10.0000,-0.1913,0.0676,-0.3258,-0.0567
threat,Right BST,11.2500,-0.1338,0.0630,-0.2592,-0.0084
threat,Right BST,12.5000,-0.1568,0.0654,-0.2870,-0.0265
threat,Right BST,13.7500,-0.1953,0.0688,-0.3323,-0.0583
threat,Right BST,15.0000,-0.1154,0.0613,-0.2375,0.0068
threat,Right BST,16.2500,-0.0590,0.0617,-0.1819,0.0639
threat,Right BST,17.5000,-0.0171,0.0652,-0.1470,0.1127
threat,Right BST,18.7500,-0.0037,0.0615,-0.1262,0.1188
threat,Right BST,20.0000,0.0384,0.0591,-0.0793,0.1562
threat,Right CeMe Amygdala,0.0000,-0.0073,0.0212,-0.0495,0.0350
threat,Right CeMe Amygdala,1.2500,-0.0594,0.0290,-0.1173,-0.0016
threat,Right CeMe Amygdala,2.5000,-0.0582,0.0340,-0.1259,0.0095
threat,Right CeMe Amygdala,3.7500,-0.0135,0.0347,-0.0826,0.0556
threat,Right CeMe Amygdala,5.0000,-0.0698,0.0345,-0.1386,-0.0010
threat,Right CeMe Amygdala,6.2500,-0.0844,0.0331,-0.1504,-0.0184
threat,Right CeMe Amygdala,7.5000,-0.1248,0.0349,-0.1942,-0.0553
threat,Right CeMe Amygdala,8.7500,-0.1213,0.0398,-0.2006,-0.0420
threat,Right CeMe Amygdala,10.0000,-0.0870,0.0401,-0.1669,-0.0070
threat,Right CeMe Amygdala,11.2500,-0.0739,0.0431,-0.1598,0.0120
threat,Right CeMe Amygdala,12.5000,-0.0852,0.0448,-0.1744,0.0040
threat,Right CeMe Amygdala,13.7500,-0.0181,0.0415,-0.1008,0.0645
threat,Right CeMe Amygdala,15.0000,-0.0777,0.0413,-0.1600,0.0046
threat,Right CeMe Amygdala,16.2500,-0.0333,0.0424,-0.1177,0.0510
threat,Right CeMe Amygdala,17.5000,-0.0280,0.0363,-0.1004,0.0443
threat,Right CeMe Amygdala,18.7500,-0.0352,0.0425,-0.1198,0.0495
threat,Right CeMe Amygdala,20.0000,-0.0102,0.0308,-0.0715,0.0511
threat,Right Hypothalamus,0.0000,0.0292,0.0472,-0.0648,0.1232
threat,Right Hypothalamus,1.2500,-0.0658,0.0452,-0.1558,0.0241
threat,Right Hypothalamus,2.5000,0.0272,0.0453,-0.0630,0.1174
threat,Right Hypothalamus,3.7500,0.0759,0.0573,-0.0382,0.1899
threat,Right Hypothalamus,5.0000,0.0545,0.0598,-0.0646,0.1735
threat,Right Hypothalamus,6.2500,0.0691,0.0652,-0.0607,0.1989
threat,Right Hypothalamus,7.5000,0.0391,0.0537,-0.0679,0.1461
threat,Right Hypothalamus,8.7500,-0.0671,0.0540,-0.1747,0.0405
threat,Right Hypothalamus,10.0000,-0.0509,0.0588,-0.1681,0.0662
threat,Right Hypothalamus,11.2500,-0.0051,0.0634,-0.1313,0.1212
threat,Right Hypothalamus,12.5000,-0.0551,0.0658,-0.1861,0.0759
threat,Right Hypothalamus,13.7500,-0.0823,0.0669,-0.2156,0.0509
threat,Right Hypothalamus,15.0000,-0.1147,0.0580,-0.2302,0.0009
threat,Right Hypothalamus,16.2500,-0.0582,0.0656,-0.1889,0.0725
threat,Right Hypothalamus,17.5000,-0.0636,0.0836,-0.2301,0.1030
threat,Right Hypothalamus,18.7500,-0.1118,0.0554,-0.2222,-0.0014
threat,Right Hypothalamus,20.0000,-0.0019,0.0465,-0.0945,0.0906
threat,Right MidPost Insula,0.0000,-0.0335,0.0104,-0.0542,-0.0129
threat,Right MidPost Insula,1.2500,-0.0540,0.0150,-0.0839,-0.0241
threat,Right MidPost Insula,2.5000,-0.0834,0.0200,-0.1233,-0.0435
threat,Right MidPost Insula,3.7500,-0.0477,0.0229,-0.0932,-0.0021
threat,Right MidPost Insula,5.0000,-0.0125,0.0227,-0.0578,0.0328
threat,Right MidPost Insula,6.2500,-0.0271,0.0236,-0.0741,0.0199
threat,Right MidPost Insula,7.5000,-0.0412,0.0217,-0.0844,0.0020
threat,Right MidPost Insula,8.7500,-0.0523,0.0227,-0.0976,-0.0070
threat,Right MidPost Insula,10.0000,-0.0628,0.0229,-0.1085,-0.0172
threat,Right MidPost Insula,11.2500,-0.0576,0.0241,-0.1057,-0.0095
threat,Right MidPost Insula,12.5000,-0.0623,0.0243,-0.1107,-0.0139
threat,Right MidPost Insula,13.7500,-0.0532,0.0230,-0.0990,-0.0075
threat,Right MidPost Insula,15.0000,-0.0442,0.0215,-0.0870,-0.0014
threat,Right MidPost Insula,16.2500,-0.0294,0.0209,-0.0711,0.0124
threat,Right MidPost Insula,17.5000,-0.0498,0.0187,-0.0871,-0.0126
threat,Right MidPost Insula,18.7500,-0.0277,0.0161,-0.0599,0.0044
threat,Right MidPost Insula,20.0000,0.0223,0.0128,-0.0032,0.0477
threat,Right PAG,0.0000,0.0053,0.0404,-0.0752,0.0858
threat,Right PAG,1.2500,-0.0527,0.0420,-0.1363,0.0308
threat,Right PAG,2.5000,0.0163,0.0388,-0.0611,0.0937
threat,Right PAG,3.7500,0.0785,0.0391,0.0006,0.1564
threat,Right PAG,5.0000,0.0119,0.0347,-0.0573,0.0811
threat,Right PAG,6.2500,0.0649,0.0337,-0.0023,0.1320
threat,Right PAG,7.5000,-0.0559,0.0364,-0.1285,0.0166
threat,Right PAG,8.7500,-0.0396,0.0442,-0.1277,0.0485
threat,Right PAG,10.0000,-0.0116,0.0395,-0.0901,0.0670
threat,Right PAG,11.2500,-0.0567,0.0419,-0.1402,0.0268
threat,Right PAG,12.5000,-0.0846,0.0324,-0.1492,-0.0201
threat,Right PAG,13.7500,0.0001,0.0450,-0.0895,0.0897
threat,Right PAG,15.0000,0.0455,0.0350,-0.0242,0.1152
threat,Right PAG,16.2500,-0.0591,0.0357,-0.1302,0.0120
threat,Right PAG,17.5000,-0.0189,0.0364,-0.0914,0.0536
threat,Right PAG,18.7500,0.0265,0.0388,-0.0507,0.1037
threat,Right PAG,20.0000,0.0811,0.0385,0.0044,0.1578
threat,Right Posterior Caudate,0.0000,-0.0105,0.0191,-0.0485,0.0275
threat,Right Posterior Caudate,1.2500,-0.0928,0.0238,-0.1402,-0.0454
threat,Right Posterior Caudate,2.5000,-0.1826,0.0312,-0.2446,-0.1205
threat,Right Posterior Caudate,3.7500,-0.2541,0.0363,-0.3264,-0.1819
threat,Right Posterior Caudate,5.0000,-0.2759,0.0435,-0.3625,-0.1893
threat,Right Posterior Caudate,6.2500,-0.2475,0.0462,-0.3396,-0.1555
threat,Right Posterior Caudate,7.5000,-0.1905,0.0439,-0.2779,-0.1031
threat,Right Posterior Caudate,8.7500,-0.1597,0.0459,-0.2511,-0.0682
threat,Right Posterior Caudate,10.0000,-0.1190,0.0461,-0.2109,-0.0272
threat,Right Posterior Caudate,11.2500,-0.0757,0.0471,-0.1696,0.0181
threat,Right Posterior Caudate,12.5000,-0.0387,0.0419,-0.1221,0.0447
threat,Right Posterior Caudate,13.7500,-0.0418,0.0400,-0.1215,0.0379
threat,Right Posterior Caudate,15.0000,-0.0438,0.0365,-0.1164,0.0289
threat,Right Posterior Caudate,16.2500,-0.0371,0.0336,-0.1040,0.0298
threat,Right Posterior Caudate,17.5000,-0.0468,0.0318,-0.1101,0.0165
threat,Right Posterior Caudate,18.7500,-0.0356,0.0279,-0.0912,0.0200
threat,Right Posterior Caudate,20.0000,-0.0148,0.0196,-0.0538,0.0242
threat,Right Posterior Putamen,0.0000,-0.0272,0.0144,-0.0560,0.0015
threat,Right Posterior Putamen,1.2500,-0.0604,0.0157,-0.0917,-0.0290
threat,Right Posterior Putamen,2.5000,-0.1066,0.0198,-0.1460,-0.0672
