Type,ROI,Time,mean,sem,lower_bound,upper_bound
threat,Right Posterior Putamen,3.7500,-0.0871,0.0239,-0.1347,-0.0394
threat,Right Posterior Putamen,5.0000,-0.0416,0.0266,-0.0945,0.0114
threat,Right Posterior Putamen,6.2500,-0.0341,0.0256,-0.0850,0.0169
threat,Right Posterior Putamen,7.5000,-0.0237,0.0254,-0.0743,0.0268
threat,Right Posterior Putamen,8.7500,-0.0491,0.0261,-0.1011,0.0029
threat,Right Posterior Putamen,10.0000,-0.0457,0.0259,-0.0973,0.0060
threat,Right Posterior Putamen,11.2500,-0.0155,0.0275,-0.0703,0.0392
threat,Right Posterior Putamen,12.5000,-0.0010,0.0276,-0.0560,0.0541
threat,Right Posterior Putamen,13.7500,-0.0062,0.0263,-0.0585,0.0461
threat,Right Posterior Putamen,15.0000,-0.0130,0.0255,-0.0638,0.0378
threat,Right Posterior Putamen,16.2500,0.0037,0.0256,-0.0473,0.0547
threat,Right Posterior Putamen,17.5000,0.0040,0.0234,-0.0426,0.0506
threat,Right Posterior Putamen,18.7500,-0.0217,0.0224,-0.0663,0.0229
threat,Right Posterior Putamen,20.0000,0.0310,0.0186,-0.0061,0.0680
threat,Right Posterior Thalamus,0.0000,-0.0313,0.0122,-0.0556,-0.0070
threat,Right Posterior Thalamus,1.2500,-0.0686,0.0152,-0.0989,-0.0384
threat,Right Posterior Thalamus,2.5000,-0.0627,0.0175,-0.0975,-0.0278
threat,Right Posterior Thalamus,3.7500,-0.0038,0.0195,-0.0425,0.0350
threat,Right Posterior Thalamus,5.0000,0.0265,0.0194,-0.0122,0.0652
threat,Right Posterior Thalamus,6.2500,0.0238,0.0170,-0.0100,0.0577
threat,Right Posterior Thalamus,7.5000,-0.0233,0.0187,-0.0606,0.0141
threat,Right Posterior Thalamus,8.7500,-0.0650,0.0177,-0.1002,-0.0298
threat,Right Posterior Thalamus,10.0000,-0.0641,0.0189,-0.1017,-0.0266
threat,Right Posterior Thalamus,11.2500,-0.0766,0.0175,-0.1114,-0.0418
threat,Right Posterior Thalamus,12.5000,-0.0576,0.0184,-0.0943,-0.0209
threat,Right Posterior Thalamus,13.7500,-0.0696,0.0174,-0.1042,-0.0349
threat,Right Posterior Thalamus,15.0000,-0.0410,0.0179,-0.0767,-0.0053
threat,Right Posterior Thalamus,16.2500,-0.0241,0.0179,-0.0598,0.0116
threat,Right Posterior Thalamus,17.5000,-0.0100,0.0176,-0.0451,0.0251
threat,Right Posterior Thalamus,18.7500,-0.0034,0.0166,-0.0365,0.0296
threat,Right Posterior Thalamus,20.0000,0.0613,0.0164,0.0285,0.0940
threat,Right Ventral Striatum,0.0000,-0.0227,0.0161,-0.0548,0.0093
threat,Right Ventral Striatum,1.2500,-0.0862,0.0218,-0.1296,-0.0428
threat,Right Ventral Striatum,2.5000,-0.1106,0.0246,-0.1595,-0.0616
threat,Right Ventral Striatum,3.7500,-0.0567,0.0278,-0.1121,-0.0012
threat,Right Ventral Striatum,5.0000,-0.0724,0.0255,-0.1231,-0.0217
threat,Right Ventral Striatum,6.2500,-0.0878,0.0266,-0.1407,-0.0348
threat,Right Ventral Striatum,7.5000,-0.1233,0.0254,-0.1738,-0.0728
threat,Right Ventral Striatum,8.7500,-0.1538,0.0262,-0.2060,-0.1016
threat,Right Ventral Striatum,10.0000,-0.1385,0.0282,-0.1948,-0.0823
threat,Right Ventral Striatum,11.2500,-0.1323,0.0285,-0.1891,-0.0754
threat,Right Ventral Striatum,12.5000,-0.1171,0.0302,-0.1772,-0.0569
threat,Right Ventral Striatum,13.7500,-0.1059,0.0276,-0.1608,-0.0511
threat,Right Ventral Striatum,15.0000,-0.0796,0.0284,-0.1362,-0.0229
threat,Right Ventral Striatum,16.2500,-0.0736,0.0284,-0.1301,-0.0172
threat,Right Ventral Striatum,17.5000,-0.0609,0.0272,-0.1151,-0.0067
threat,Right Ventral Striatum,18.7500,-0.0467,0.0224,-0.0912,-0.0021
threat,Right Ventral Striatum,20.0000,0.0128,0.0192,-0.0253,0.0510
threat,vmPFC,0.0000,-0.0412,0.0233,-0.0876,0.0052
threat,vmPFC,1.2500,-0.0462,0.0293,-0.1045,0.0122
threat,vmPFC,2.5000,-0.0406,0.0337,-0.1077,0.0264
threat,vmPFC,3.7500,-0.0910,0.0358,-0.1624,-0.0196
threat,vmPFC,5.0000,-0.1819,0.0391,-0.2599,-0.1040
threat,vmPFC,6.2500,-0.2421,0.0383,-0.3184,-0.1658
threat,vmPFC,7.5000,-0.2634,0.0410,-0.3451,-0.1818
threat,vmPFC,8.7500,-0.2533,0.0409,-0.3348,-0.1717
threat,vmPFC,10.0000,-0.2000,0.0393,-0.2783,-0.1217
threat,vmPFC,11.2500,-0.1643,0.0427,-0.2494,-0.0793
threat,vmPFC,12.5000,-0.1251,0.0433,-0.2113,-0.0389
threat,vmPFC,13.7500,-0.1104,0.0448,-0.1996,-0.0211
threat,vmPFC,15.0000,-0.0872,0.0389,-0.1646,-0.0098
threat,vmPFC,16.2500,-0.0616,0.0390,-0.1392,0.0160
threat,vmPFC,17.5000,-0.0273,0.0396,-0.1063,0.0517
threat,vmPFC,18.7500,-0.0393,0.0367,-0.1125,0.0338
threat,vmPFC,20.0000,-0.0008,0.0263,-0.0532,0.0517
